Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MUU_M_R
1297,Bareland,Bareland,Wetland,Water,Wetland,Water
1298,Bareland,Bareland,Wetland,Water,Wetland,Forest
1299,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1300,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1301,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1302,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1303,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1304,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1305,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1306,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1307,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1308,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1309,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1310,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1311,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1312,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1313,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
1314,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1315,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1316,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
1317,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1318,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1319,Bareland,Bareland,Water,NULL,Water,Grassland
1320,Bareland,Bareland,Water,NULL,Water,Bareland
1321,Bareland,Bareland,Water,NULL,Water,Water
1322,Bareland,Bareland,Water,NULL,Water,Forest
1323,Bareland,Bareland,Water,Non_Water,Water,Grassland
1324,Bareland,Bareland,Water,Non_Water,Water,Bareland
1325,Bareland,Bareland,Water,Non_Water,Water,Water
1326,Bareland,Bareland,Water,Non_Water,Water,Forest
1327,Bareland,Bareland,Water,Water,Water,Grassland
1328,Bareland,Bareland,Water,Water,Water,Bareland
1329,Bareland,Bareland,Water,Water,Water,Water
1330,Bareland,Bareland,Water,Water,Water,Forest
1331,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1332,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1333,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1334,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1335,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1336,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1337,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1338,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1339,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1340,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1341,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1342,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1343,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
1344,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1345,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1346,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland
1347,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1348,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1349,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1350,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1351,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1352,Bareland,Built-up,Wetland,NULL,Wetland,Grassland
1353,Bareland,Built-up,Wetland,Water,Wetland,Bareland
1354,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1355,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1356,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1357,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Water
1358,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1359,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1360,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water
1361,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1362,Bareland,Built-up,Water,Water,Water,Bareland
1363,Bareland,Built-up,Water,Water,Water,Water
1364,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1365,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1366,Bareland,Built-up,Forest,NULL,Non_Wetland,Water
1367,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1368,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1369,Bareland,Water,NULL,NULL,Non_Wetland,Water
1370,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1371,Bareland,Water,NULL,Water,Non_Wetland,Bareland
1372,Bareland,Water,NULL,Water,Non_Wetland,Water
1373,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1374,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1375,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1376,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1377,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1378,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1379,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1380,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1381,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1382,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1383,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1384,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1385,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1386,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1387,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1388,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1389,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1390,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
1391,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
1392,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1393,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1394,Bareland,Water,Grassland,Water,Non_Wetland,Water
1395,Bareland,Water,Grassland,Water,Non_Wetland,Forest
1396,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1397,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1398,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1399,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1400,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1401,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1402,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1403,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1404,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1405,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1406,Bareland,Water,Cropland,Water,Non_Wetland,Water
1407,Bareland,Water,Cropland,Water,Non_Wetland,Forest
1408,Bareland,Water,Wetland,NULL,Wetland,Grassland
1409,Bareland,Water,Wetland,NULL,Wetland,Bareland
1410,Bareland,Water,Wetland,NULL,Wetland,Water
1411,Bareland,Water,Wetland,NULL,Wetland,Forest
1412,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1413,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1414,Bareland,Water,Wetland,Non_Water,Wetland,Water
1415,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1416,Bareland,Water,Wetland,Water,Wetland,Grassland
1417,Bareland,Water,Wetland,Water,Wetland,Bareland
1418,Bareland,Water,Wetland,Water,Wetland,Water
1419,Bareland,Water,Wetland,Water,Wetland,Forest
1420,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1421,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1422,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1423,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1424,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1425,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1426,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1427,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1428,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1429,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1430,Bareland,Water,Bareland,Water,Non_Wetland,Water
1431,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1432,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1433,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1434,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
1435,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1436,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
1437,Bareland,Water,Built-up,Non_Water,Non_Wetland,Forest
1438,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
1439,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1440,Bareland,Water,Built-up,Water,Non_Wetland,Water
1441,Bareland,Water,Water,NULL,Water,Grassland
1442,Bareland,Water,Water,NULL,Water,Water
1443,Bareland,Water,Water,NULL,Water,Forest
1444,Bareland,Water,Water,Non_Water,Water,Grassland
1445,Bareland,Water,Water,Non_Water,Water,Bareland
1446,Bareland,Water,Water,Non_Water,Water,Water
1447,Bareland,Water,Water,Non_Water,Water,Forest
1448,Bareland,Water,Water,Water,Water,Grassland
1449,Bareland,Water,Water,Water,Water,Bareland
1450,Bareland,Water,Water,Water,Water,Water
1451,Bareland,Water,Water,Water,Water,Forest
1452,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1453,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1454,Bareland,Water,Forest,NULL,Non_Wetland,Water
1455,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1456,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1457,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1458,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1459,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1460,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1461,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1462,Bareland,Water,Forest,Water,Non_Wetland,Water
1463,Bareland,Water,Forest,Water,Non_Wetland,Forest
1464,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1465,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1466,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1467,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1468,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland
1469,Bareland,Forest,Shrubland,Water,Non_Wetland,Water
1470,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1471,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1472,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1473,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1474,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1475,Bareland,Forest,Grassland,Water,Non_Wetland,Grassland
1476,Bareland,Forest,Grassland,Water,Non_Wetland,Water
1477,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1478,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1479,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1480,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1481,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1482,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Water
1483,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1484,Bareland,Forest,Cropland,Water,Non_Wetland,Grassland
1485,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland
1486,Bareland,Forest,Cropland,Water,Non_Wetland,Water
1487,Bareland,Forest,Cropland,Water,Non_Wetland,Forest
1488,Bareland,Forest,Wetland,NULL,Wetland,Forest
1489,Bareland,Forest,Wetland,Non_Water,Wetland,NULL
1490,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland
1491,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland
1492,Bareland,Forest,Wetland,Non_Water,Wetland,Water
1493,Bareland,Forest,Wetland,Non_Water,Wetland,Forest
1494,Bareland,Forest,Wetland,Water,Wetland,Grassland
1495,Bareland,Forest,Wetland,Water,Wetland,Bareland
1496,Bareland,Forest,Wetland,Water,Wetland,Water
1497,Bareland,Forest,Wetland,Water,Wetland,Forest
1498,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1499,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1500,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1501,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1502,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1503,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1504,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland
1505,Bareland,Forest,Bareland,Water,Non_Wetland,Water
1506,Bareland,Forest,Bareland,Water,Non_Wetland,Forest
1507,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
1508,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1509,Bareland,Forest,Built-up,Water,Non_Wetland,Water
1510,Bareland,Forest,Water,NULL,Water,Water
1511,Bareland,Forest,Water,Non_Water,Water,Grassland
1512,Bareland,Forest,Water,Non_Water,Water,Bareland
1513,Bareland,Forest,Water,Non_Water,Water,Water
1514,Bareland,Forest,Water,Water,Water,Grassland
1515,Bareland,Forest,Water,Water,Water,Bareland
1516,Bareland,Forest,Water,Water,Water,Water
1517,Bareland,Forest,Water,Water,Water,Forest
1518,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1519,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1520,Bareland,Forest,Forest,NULL,Non_Wetland,Water
1521,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1522,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1523,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland
1524,Bareland,Forest,Forest,Non_Water,Non_Wetland,Water
1525,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1526,Bareland,Forest,Forest,Water,Non_Wetland,Grassland
1527,Bareland,Forest,Forest,Water,Non_Wetland,Bareland
1528,Bareland,Forest,Forest,Water,Non_Wetland,Water
1529,Bareland,Forest,Forest,Water,Non_Wetland,Forest
1530,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1531,Water,NULL,NULL,NULL,Non_Wetland,Forest
1532,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1533,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1534,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1535,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1536,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1537,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1538,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1539,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1540,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1541,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1542,Water,NULL,Shrubland,Water,Non_Wetland,Water
1543,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1544,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1545,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1546,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1547,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1548,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1549,Water,NULL,Cropland,NULL,Non_Wetland,Water
1550,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1551,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1552,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1553,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1554,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1555,Water,NULL,Cropland,Water,Non_Wetland,Water
1556,Water,NULL,Cropland,Water,Non_Wetland,Forest
1557,Water,NULL,Wetland,NULL,Wetland,Grassland
1558,Water,NULL,Wetland,NULL,Wetland,Wetland
1559,Water,NULL,Wetland,NULL,Wetland,Water
1560,Water,NULL,Wetland,NULL,Wetland,Forest
1561,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1562,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1563,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1564,Water,NULL,Wetland,Non_Water,Wetland,Water
1565,Water,NULL,Wetland,Non_Water,Wetland,Forest
1566,Water,NULL,Wetland,Water,Wetland,Grassland
1567,Water,NULL,Wetland,Water,Wetland,Water
1568,Water,NULL,Wetland,Water,Wetland,Forest
1569,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1570,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1571,Water,NULL,Bareland,NULL,Non_Wetland,Water
1572,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1573,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1574,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1575,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1576,Water,NULL,Bareland,Water,Non_Wetland,Water
1577,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1578,Water,NULL,Built-up,Non_Water,Non_Wetland,Forest
1579,Water,NULL,Water,NULL,Water,Grassland
1580,Water,NULL,Water,NULL,Water,Water
1581,Water,NULL,Water,NULL,Water,Forest
1582,Water,NULL,Water,Non_Water,Water,Grassland
1583,Water,NULL,Water,Non_Water,Water,Water
1584,Water,NULL,Water,Non_Water,Water,Forest
1585,Water,NULL,Water,Water,Water,Grassland
1586,Water,NULL,Water,Water,Water,Wetland
1587,Water,NULL,Water,Water,Water,Water
1588,Water,NULL,Water,Water,Water,Forest
1589,Water,NULL,Forest,NULL,Non_Wetland,NULL
1590,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1591,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1592,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1593,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1594,Water,NULL,Forest,NULL,Non_Wetland,Water
1595,Water,NULL,Forest,NULL,Non_Wetland,Forest
1596,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1597,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1598,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1599,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1600,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1601,Water,NULL,Forest,Water,Non_Wetland,Grassland
1602,Water,NULL,Forest,Water,Non_Wetland,Water
1603,Water,NULL,Forest,Water,Non_Wetland,Forest
1604,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1605,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1606,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1607,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1608,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1609,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1610,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1611,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1612,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1613,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1614,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1615,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1616,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1617,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1618,Water,Cropland,Wetland,NULL,Wetland,Grassland
1619,Water,Cropland,Wetland,NULL,Wetland,Forest
1620,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1621,Water,Cropland,Wetland,Non_Water,Wetland,Bareland
1622,Water,Cropland,Wetland,Water,Wetland,Water
1623,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1624,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1625,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water
1626,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1627,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1628,Water,Cropland,Built-up,Non_Water,Non_Wetland,Forest
1629,Water,Cropland,Water,NULL,Water,Forest
1630,Water,Cropland,Water,Non_Water,Water,Forest
1631,Water,Cropland,Water,Water,Water,Water
1632,Water,Cropland,Water,Water,Water,Forest
1633,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1634,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1635,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1636,Water,Cropland,Forest,NULL,Non_Wetland,Water
1637,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1638,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1639,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1640,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1641,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1642,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1643,Water,Cropland,Forest,Water,Non_Wetland,Water
1644,Water,Cropland,Forest,Water,Non_Wetland,Forest
1645,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1646,Water,Wetland,Cropland,NULL,Non_Wetland,Water
1647,Water,Wetland,Cropland,Water,Non_Wetland,Water
1648,Water,Wetland,Wetland,NULL,Wetland,Grassland
1649,Water,Wetland,Wetland,NULL,Wetland,Forest
1650,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1651,Water,Wetland,Wetland,Non_Water,Wetland,Water
1652,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1653,Water,Wetland,Wetland,Water,Wetland,Grassland
1654,Water,Wetland,Wetland,Water,Wetland,Water
1655,Water,Wetland,Wetland,Water,Wetland,Forest
1656,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1657,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
1658,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
1659,Water,Wetland,Water,NULL,Water,Grassland
1660,Water,Wetland,Water,Non_Water,Water,Forest
1661,Water,Wetland,Water,Water,Water,Grassland
1662,Water,Wetland,Water,Water,Water,Water
1663,Water,Wetland,Water,Water,Water,Forest
1664,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1665,Water,Wetland,Forest,NULL,Non_Wetland,Cropland
1666,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1667,Water,Wetland,Forest,NULL,Non_Wetland,Water
1668,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1669,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1670,Water,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1671,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1672,Water,Wetland,Forest,Water,Non_Wetland,Water
1673,Water,Wetland,Forest,Water,Non_Wetland,Forest
1674,Water,Bareland,NULL,NULL,Non_Wetland,Water
1675,Water,Bareland,NULL,Water,Non_Wetland,Water
1676,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1677,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1678,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1679,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1680,Water,Bareland,Grassland,Non_Water,Non_Wetland,Water
1681,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1682,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1683,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1684,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1685,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1686,Water,Bareland,Cropland,Water,Non_Wetland,Water
1687,Water,Bareland,Wetland,NULL,Wetland,Water
1688,Water,Bareland,Wetland,NULL,Wetland,Forest
1689,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1690,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1691,Water,Bareland,Wetland,Non_Water,Wetland,Water
1692,Water,Bareland,Wetland,Non_Water,Wetland,Forest
1693,Water,Bareland,Wetland,Water,Wetland,Grassland
1694,Water,Bareland,Wetland,Water,Wetland,Bareland
1695,Water,Bareland,Wetland,Water,Wetland,Water
1696,Water,Bareland,Wetland,Water,Wetland,Forest
1697,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1698,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1699,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1700,Water,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1701,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1702,Water,Bareland,Bareland,Water,Non_Wetland,Water
1703,Water,Bareland,Bareland,Water,Non_Wetland,Forest
1704,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
1705,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1706,Water,Bareland,Water,NULL,Water,Water
1707,Water,Bareland,Water,NULL,Water,Forest
1708,Water,Bareland,Water,Non_Water,Water,Grassland
1709,Water,Bareland,Water,Non_Water,Water,Water
1710,Water,Bareland,Water,Non_Water,Water,Forest
1711,Water,Bareland,Water,Water,Water,Grassland
1712,Water,Bareland,Water,Water,Water,Water
1713,Water,Bareland,Water,Water,Water,Forest
1714,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1715,Water,Bareland,Forest,NULL,Non_Wetland,Water
1716,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1717,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
1718,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1719,Water,Bareland,Forest,Water,Non_Wetland,Grassland
1720,Water,Bareland,Forest,Water,Non_Wetland,Water
1721,Water,Bareland,Forest,Water,Non_Wetland,Forest
1722,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1723,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1724,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1725,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1726,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1727,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1728,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1729,Water,Built-up,Shrubland,Water,Non_Wetland,Water
1730,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
1731,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1732,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1733,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1734,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1735,Water,Built-up,Cropland,NULL,Non_Wetland,Water
