Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MWT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MWT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MWT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MWT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MWT_M_R
329,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,NULL
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
332,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
333,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
334,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
335,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
336,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
337,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
338,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
339,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Bareland
340,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
341,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
342,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
343,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
344,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
345,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
346,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
347,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
348,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
349,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
350,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
351,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
352,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
353,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
354,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Bareland
355,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
356,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
357,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
358,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
359,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Cropland
360,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
361,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
362,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
363,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
364,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
365,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
366,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
367,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
368,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
369,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
370,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
371,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
372,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
373,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
374,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
375,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Forest
376,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,NULL
377,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
378,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Bareland
379,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Water
380,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Forest
381,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
382,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
383,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
384,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
385,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
386,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
387,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
388,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
389,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
390,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
391,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
392,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Forest
393,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,NULL
394,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
395,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
396,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
397,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Forest
398,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
399,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
400,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
401,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
402,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
403,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
404,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
405,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
406,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
407,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Wetland
408,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Water
409,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
410,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
411,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Water
412,NULL,NULL,NULL,Water,Non_Wetland,Forest,Water,Grassland
413,NULL,NULL,NULL,Water,Non_Wetland,Forest,Water,Wetland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
415,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
420,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
421,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
422,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
423,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
428,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
429,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
436,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
437,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
439,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
447,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
448,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
452,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
453,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Built-up
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Bareland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
654,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
655,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
656,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
657,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
658,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
659,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
660,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
