Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPP_M_R
1151,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
1152,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water
1153,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1154,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1155,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
1156,Water,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
1157,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water
1158,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1159,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1160,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1161,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1162,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
1163,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
1164,Water,Water,Grassland,Water,Non_Wetland,NULL,Grassland
1165,Water,Water,Grassland,Water,Non_Wetland,NULL,Wetland
1166,Water,Water,Grassland,Water,Non_Wetland,NULL,Bareland
1167,Water,Water,Grassland,Water,Non_Wetland,NULL,Water
1168,Water,Water,Grassland,Water,Non_Wetland,NULL,Forest
1169,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
1170,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water
1171,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest
1172,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
1173,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest
1174,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland
1175,Water,Water,Cropland,Water,Non_Wetland,NULL,Bareland
1176,Water,Water,Cropland,Water,Non_Wetland,NULL,Water
1177,Water,Water,Wetland,NULL,Wetland,NULL,Grassland
1178,Water,Water,Wetland,NULL,Wetland,NULL,Wetland
1179,Water,Water,Wetland,NULL,Wetland,NULL,Bareland
1180,Water,Water,Wetland,NULL,Wetland,NULL,Water
1181,Water,Water,Wetland,NULL,Wetland,NULL,Forest
1182,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1183,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland
1184,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland
1185,Water,Water,Wetland,Non_Water,Wetland,NULL,Water
1186,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest
1187,Water,Water,Wetland,Water,Wetland,NULL,Grassland
1188,Water,Water,Wetland,Water,Wetland,NULL,Wetland
1189,Water,Water,Wetland,Water,Wetland,NULL,Bareland
1190,Water,Water,Wetland,Water,Wetland,NULL,Water
1191,Water,Water,Wetland,Water,Wetland,NULL,Forest
1192,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
1193,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water
1194,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest
1195,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water
1196,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest
1197,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland
1198,Water,Water,Bareland,Water,Non_Wetland,NULL,Bareland
1199,Water,Water,Bareland,Water,Non_Wetland,NULL,Water
1200,Water,Water,Bareland,Water,Non_Wetland,NULL,Forest
1201,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
1202,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland
1203,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up
1204,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water
1205,Water,Water,Built-up,NULL,Non_Wetland,NULL,Forest
1206,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1207,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water
1208,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Forest
1209,Water,Water,Built-up,Water,Non_Wetland,NULL,Grassland
1210,Water,Water,Built-up,Water,Non_Wetland,NULL,Bareland
1211,Water,Water,Built-up,Water,Non_Wetland,NULL,Water
1212,Water,Water,Water,NULL,Water,NULL,Grassland
1213,Water,Water,Water,NULL,Water,NULL,Wetland
1214,Water,Water,Water,NULL,Water,NULL,Bareland
1215,Water,Water,Water,NULL,Water,NULL,Water
1216,Water,Water,Water,NULL,Water,NULL,Forest
1217,Water,Water,Water,Non_Water,Water,NULL,Grassland
1218,Water,Water,Water,Non_Water,Water,NULL,Wetland
1219,Water,Water,Water,Non_Water,Water,NULL,Water
1220,Water,Water,Water,Non_Water,Water,NULL,Forest
1221,Water,Water,Water,Water,Water,NULL,Grassland
1222,Water,Water,Water,Water,Water,NULL,Wetland
1223,Water,Water,Water,Water,Water,NULL,Bareland
1224,Water,Water,Water,Water,Water,NULL,Water
1225,Water,Water,Water,Water,Water,NULL,Forest
1226,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1227,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland
1228,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland
1229,Water,Water,Forest,NULL,Non_Wetland,NULL,Water
1230,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest
1231,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
1232,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
1233,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland
1234,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water
1235,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1236,Water,Water,Forest,Water,Non_Wetland,NULL,NULL
1237,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland
1238,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland
1239,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland
1240,Water,Water,Forest,Water,Non_Wetland,NULL,Water
1241,Water,Water,Forest,Water,Non_Wetland,NULL,Forest
1242,Water,Forest,NULL,NULL,Non_Wetland,NULL,Forest
1243,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1244,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
1245,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
1246,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1247,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
1248,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
1249,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1250,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
1251,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1252,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1253,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
1254,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1255,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
1256,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1257,Water,Forest,Wetland,NULL,Wetland,NULL,Grassland
1258,Water,Forest,Wetland,NULL,Wetland,NULL,Water
1259,Water,Forest,Wetland,NULL,Wetland,NULL,Forest
1260,Water,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
1261,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
1262,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1263,Water,Forest,Wetland,Water,Wetland,NULL,Wetland
1264,Water,Forest,Wetland,Water,Wetland,NULL,Forest
1265,Water,Forest,Bareland,Water,Non_Wetland,NULL,Forest
1266,Water,Forest,Water,NULL,Water,NULL,Grassland
1267,Water,Forest,Water,NULL,Water,NULL,Water
1268,Water,Forest,Water,NULL,Water,NULL,Forest
1269,Water,Forest,Water,Water,Water,NULL,Grassland
1270,Water,Forest,Water,Water,Water,NULL,Wetland
1271,Water,Forest,Water,Water,Water,NULL,Water
1272,Water,Forest,Water,Water,Water,NULL,Forest
1273,Water,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1274,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
1275,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water
1276,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1277,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland
1278,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1279,Water,Forest,Forest,Water,Non_Wetland,NULL,Grassland
1280,Water,Forest,Forest,Water,Non_Wetland,NULL,Wetland
1281,Water,Forest,Forest,Water,Non_Wetland,NULL,Water
1282,Water,Forest,Forest,Water,Non_Wetland,NULL,Forest
1283,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1284,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1285,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1286,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
1287,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1288,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1289,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1290,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1291,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Grassland
1292,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Wetland
1293,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Forest
1294,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,Grassland
1295,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,Grassland
1296,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1297,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1298,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1299,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1300,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
1301,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
1302,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1303,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1304,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1305,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1306,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1307,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1308,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Forest
1309,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1310,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1311,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1312,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1313,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
1314,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest
1315,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1316,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1317,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1318,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1319,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
1320,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1321,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1322,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1323,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1324,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1325,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
1326,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1327,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1328,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
1329,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
1330,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1331,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
1332,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
1333,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1334,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
1335,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1336,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
1337,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water
1338,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1339,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1340,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1341,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1342,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
1343,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
1344,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1345,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
1346,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Water
1347,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Forest
1348,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
1349,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1350,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
1351,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
1352,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
1353,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up
1354,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water
1355,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1356,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1357,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1358,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
1359,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
1360,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water
1361,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest
1362,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL
1363,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland
1364,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland
1365,Forest,NULL,Wetland,NULL,Wetland,NULL,Water
1366,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest
1367,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1368,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1369,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water
1370,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1371,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland
1372,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland
1373,Forest,NULL,Wetland,Water,Wetland,NULL,Water
1374,Forest,NULL,Wetland,Water,Wetland,NULL,Forest
1375,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1376,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland
1377,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1378,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
1379,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1380,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1381,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1382,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
1383,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1384,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1385,Forest,NULL,Water,NULL,Water,NULL,Grassland
1386,Forest,NULL,Water,NULL,Water,NULL,Wetland
1387,Forest,NULL,Water,NULL,Water,NULL,Water
1388,Forest,NULL,Water,NULL,Water,NULL,Forest
1389,Forest,NULL,Water,Non_Water,Water,NULL,Grassland
1390,Forest,NULL,Water,Non_Water,Water,NULL,Wetland
1391,Forest,NULL,Water,Non_Water,Water,NULL,Water
1392,Forest,NULL,Water,Non_Water,Water,NULL,Forest
1393,Forest,NULL,Water,Water,Water,NULL,Grassland
1394,Forest,NULL,Water,Water,Water,NULL,Wetland
1395,Forest,NULL,Water,Water,Water,NULL,Water
1396,Forest,NULL,Water,Water,Water,NULL,Forest
1397,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL
1398,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1399,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1400,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1401,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up
1402,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water
1403,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1404,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1405,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
1406,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
1407,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1408,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1409,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland
1410,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water
1411,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest
1412,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1413,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1414,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1415,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water
1416,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
1417,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1418,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
1419,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up
1420,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
1421,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1422,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
1423,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
1424,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland
1425,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland
1426,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water
1427,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest
1428,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
1429,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland
1430,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest
1431,Forest,Cropland,Built-up,Water,Non_Wetland,NULL,Bareland
1432,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
1433,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland
1434,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland
1435,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
1436,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1437,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1438,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
1439,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1440,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
1441,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1442,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1443,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1444,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
1445,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
1446,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
1447,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1448,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest
1449,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1450,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1451,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1452,Forest,Wetland,Wetland,Water,Wetland,NULL,Grassland
1453,Forest,Wetland,Water,NULL,Water,NULL,Forest
1454,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland
1455,Forest,Wetland,Water,Non_Water,Water,NULL,Water
1456,Forest,Wetland,Water,Water,Water,NULL,Grassland
1457,Forest,Wetland,Water,Water,Water,NULL,Wetland
1458,Forest,Wetland,Water,Water,Water,NULL,Forest
1459,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1460,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1461,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1462,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1463,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1464,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1465,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1466,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
1467,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1468,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland
1469,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland
1470,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1471,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
1472,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1473,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
1474,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
1475,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
1476,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland
1477,Forest,Bareland,Water,NULL,Water,NULL,Water
1478,Forest,Bareland,Water,Water,Water,NULL,Water
1479,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
1480,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
1481,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest
1482,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1483,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
1484,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
1485,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
1486,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1487,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1488,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
1489,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
1490,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up
1491,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
1492,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1493,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Forest
1494,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
1495,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
1496,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
1497,Forest,Built-up,Wetland,NULL,Wetland,NULL,Grassland
1498,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland
1499,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest
1500,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland
1501,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Forest
1502,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
1503,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest
1504,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
1505,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
1506,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
1507,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1508,Forest,Built-up,Water,NULL,Water,NULL,Wetland
1509,Forest,Built-up,Water,NULL,Water,NULL,Forest
1510,Forest,Built-up,Water,Water,Water,NULL,Grassland
1511,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
1512,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland
1513,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up
1514,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
1515,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland
1516,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
1517,Forest,Built-up,Forest,Water,Non_Wetland,NULL,Grassland
1518,Forest,Built-up,Forest,Water,Non_Wetland,NULL,Forest
1519,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest
1520,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1521,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
1522,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1523,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1524,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1525,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1526,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1527,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1528,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
1529,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
1530,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water
1531,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1532,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1533,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
1534,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water
