Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWQ_M_R
5296,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5297,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5298,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5299,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
5300,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5301,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5302,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5303,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5304,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5305,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5306,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
5307,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
5308,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
5309,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
5310,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
5311,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5312,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5313,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5314,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5315,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5316,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5317,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5318,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5319,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5320,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5321,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
5322,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5323,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5324,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
5325,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5326,Forest,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
5327,Forest,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
5328,Forest,Wetland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
5329,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
5330,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
5331,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
5332,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
5333,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
5334,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
5335,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
5336,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5337,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5338,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5339,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
5340,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
5341,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
5342,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5343,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5344,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
5345,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
5346,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
5347,Forest,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Forest
5348,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
5349,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
5350,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
5351,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5352,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
5353,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
5354,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
5355,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
5356,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
5357,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
5358,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Bareland
5359,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
5360,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
5361,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Water
5362,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Forest
5363,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
5364,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
5365,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
5366,Forest,Wetland,Wetland,NULL,Wetland,Water,Bareland,Forest
5367,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
5368,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
5369,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
5370,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
5371,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
5372,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
5373,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
5374,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
5375,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
5376,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
5377,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Water
5378,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
5379,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5380,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
5381,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
5382,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5383,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
5384,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5385,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5386,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
5387,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
5388,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
5389,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
5390,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
5391,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
5392,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
5393,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
5394,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5395,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
5396,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
5397,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
5398,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5399,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
5400,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
5401,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
5402,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
5403,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Water
5404,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
5405,Forest,Wetland,Wetland,Water,Wetland,NULL,Forest,Forest
5406,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5407,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
5408,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
5409,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
5410,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
5411,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Water
5412,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Forest
5413,Forest,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
5414,Forest,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Forest
5415,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
5416,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
5417,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
5418,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
5419,Forest,Wetland,Wetland,Water,Wetland,Bareland,Forest,Forest
5420,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
5421,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
5422,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
5423,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
5424,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
5425,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
5426,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
5427,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Forest
5428,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
5429,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
5430,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Forest
5431,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5432,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5433,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5434,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
5435,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
5436,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
5437,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
5438,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
5439,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5440,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
5441,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
5442,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
5443,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
5444,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
5445,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
5446,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
5447,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Water,Forest
5448,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
5449,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
5450,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5451,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
5452,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
5453,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
5454,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
5455,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
5456,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Water,Forest
5457,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
5458,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
5459,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
5460,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
5461,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Water,Forest
5462,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5463,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5464,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5465,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5466,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5467,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
5468,Forest,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
5469,Forest,Wetland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
5470,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Water,Water
5471,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
5472,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
5473,Forest,Wetland,Water,NULL,Water,Bareland,Wetland,Forest
5474,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
5475,Forest,Wetland,Water,NULL,Water,Bareland,Water,Water
5476,Forest,Wetland,Water,NULL,Water,Bareland,Water,Forest
5477,Forest,Wetland,Water,NULL,Water,Bareland,Forest,Water
5478,Forest,Wetland,Water,NULL,Water,Bareland,Forest,Forest
5479,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
5480,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
5481,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
5482,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
5483,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
5484,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
5485,Forest,Wetland,Water,Non_Water,Water,Bareland,Wetland,Forest
5486,Forest,Wetland,Water,Non_Water,Water,Bareland,Bareland,Forest
5487,Forest,Wetland,Water,Non_Water,Water,Bareland,Water,Forest
5488,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
5489,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
5490,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
5491,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
5492,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
5493,Forest,Wetland,Water,Water,Water,NULL,Water,Water
5494,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
5495,Forest,Wetland,Water,Water,Water,NULL,Forest,Water
5496,Forest,Wetland,Water,Water,Water,NULL,Forest,Forest
5497,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
5498,Forest,Wetland,Water,Water,Water,Grassland,Water,Grassland
5499,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
5500,Forest,Wetland,Water,Water,Water,Bareland,Wetland,Forest
5501,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Forest
5502,Forest,Wetland,Water,Water,Water,Bareland,Water,Grassland
5503,Forest,Wetland,Water,Water,Water,Bareland,Water,Water
5504,Forest,Wetland,Water,Water,Water,Bareland,Water,Forest
5505,Forest,Wetland,Water,Water,Water,Bareland,Forest,Forest
5506,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
5507,Forest,Wetland,Water,Water,Water,Water,Water,Water
5508,Forest,Wetland,Water,Water,Water,Water,Water,Forest
5509,Forest,Wetland,Water,Water,Water,Water,Forest,Forest
5510,Forest,Wetland,Water,Water,Water,Forest,Wetland,Water
5511,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
5512,Forest,Wetland,Water,Water,Water,Forest,Water,Water
5513,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
5514,Forest,Wetland,Water,Water,Water,Forest,Forest,Forest
5515,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
5516,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5517,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
5518,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Water
5519,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5520,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5521,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5522,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5523,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5524,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5525,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5526,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5527,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5528,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5529,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5530,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5531,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
5532,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5533,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5534,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
5535,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5536,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Water
5537,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
5538,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5539,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5540,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
5541,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5542,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
5543,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
5544,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5545,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5546,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
5547,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5548,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
5549,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Water
5550,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5551,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5552,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
5553,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5554,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5555,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
5556,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Forest
5557,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
5558,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Water
5559,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
5560,Forest,Wetland,Forest,Water,Non_Wetland,Water,Forest,Forest
5561,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
5562,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5563,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5564,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5565,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
5566,Forest,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
5567,Forest,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
5568,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5569,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5570,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5571,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5572,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5573,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5574,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
5575,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5576,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5577,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5578,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5579,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5580,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
5581,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5582,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
5583,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5584,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
5585,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
5586,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
5587,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
5588,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
5589,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
5590,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
5591,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5592,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5593,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5594,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5595,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5596,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5597,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5598,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
5599,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5600,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5601,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5602,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5603,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5604,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5605,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5606,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
5607,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5608,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5609,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5610,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
5611,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
5612,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5613,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5614,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
5615,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
5616,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5617,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5618,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5619,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5620,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5621,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
5622,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
5623,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5624,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
5625,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5626,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5627,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5628,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5629,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5630,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
5631,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5632,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
5633,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5634,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
5635,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5636,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
