Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNJ_M_R
1118,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1119,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1120,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1121,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1122,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1123,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1124,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1125,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1126,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1127,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Water
1128,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
1129,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
1130,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1131,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
1132,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
1133,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
1134,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
1135,Forest,Wetland,Forest,Water,Non_Wetland,Water,Forest,Water
1136,Forest,Wetland,Forest,Water,Non_Wetland,Water,Forest,Forest
1137,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1138,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Bareland,Forest
1139,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Water
1140,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
1141,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Forest
1142,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1143,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1144,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1145,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1146,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1147,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1148,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1149,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1150,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1151,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1152,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1153,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1154,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1155,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1156,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1157,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1158,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1159,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1160,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1161,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
1162,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1163,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1164,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1165,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1166,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1167,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1168,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1169,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1170,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1171,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Water
1172,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1173,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1174,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1175,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1176,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
1177,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1178,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1179,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1180,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1181,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1182,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1183,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
1184,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1185,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1186,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1187,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1188,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1189,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1190,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1191,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
1192,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
1193,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
1194,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1195,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1196,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1197,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1198,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1199,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1200,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
1201,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1202,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1203,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1204,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1205,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
1206,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1207,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1208,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1209,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
1210,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1211,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1212,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1213,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1214,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1215,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
1216,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
1217,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1218,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1219,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1220,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1221,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1222,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1223,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1224,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1225,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
1226,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1227,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
1228,Forest,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
1229,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1230,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1231,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1232,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1233,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1234,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1235,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1236,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
1237,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1238,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1239,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
1240,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1241,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1242,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1243,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
1244,Forest,Water,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
1245,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
1246,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1247,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1248,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1249,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1250,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
1251,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Forest
1252,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
1253,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1254,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1255,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Bareland
1256,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
1257,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
1258,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Bareland
1259,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1260,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1261,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1262,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1263,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1264,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1265,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1266,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1267,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Water
1268,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1269,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1270,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1271,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1272,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1273,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1274,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1275,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1276,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
1277,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1278,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1279,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1280,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1281,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
1282,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1283,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1284,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
1285,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Water
1286,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
1287,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1288,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1289,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1290,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1291,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1292,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1293,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1294,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1295,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
1296,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1297,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1298,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
1299,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1300,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1301,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1302,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1303,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1304,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1305,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1306,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1307,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1308,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1309,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1310,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1311,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1312,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1313,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1314,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1315,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1316,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1317,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1318,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1319,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
1320,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1321,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1322,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1323,Forest,Water,Wetland,Water,Wetland,NULL,Bareland,Forest
1324,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1325,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1326,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
1327,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1328,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1329,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1330,Forest,Water,Wetland,Water,Wetland,Grassland,Bareland,Forest
1331,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
1332,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1333,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
1334,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1335,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1336,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1337,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1338,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
1339,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Water
1340,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1341,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1342,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Water
1343,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Forest
1344,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1345,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1346,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1347,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1348,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1349,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1350,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
1351,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1352,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
1353,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
1354,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1355,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1356,Forest,Water,Water,NULL,Water,NULL,Bareland,Water
1357,Forest,Water,Water,NULL,Water,NULL,Bareland,Forest
1358,Forest,Water,Water,NULL,Water,NULL,Water,Water
1359,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1360,Forest,Water,Water,NULL,Water,NULL,Forest,Water
1361,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1362,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
1363,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
1364,Forest,Water,Water,NULL,Water,Grassland,Bareland,Grassland
1365,Forest,Water,Water,NULL,Water,Grassland,Bareland,Bareland
1366,Forest,Water,Water,NULL,Water,Grassland,Bareland,Water
1367,Forest,Water,Water,NULL,Water,Grassland,Bareland,Forest
1368,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
1369,Forest,Water,Water,NULL,Water,Grassland,Water,Water
1370,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1371,Forest,Water,Water,NULL,Water,Grassland,Forest,Water
1372,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
1373,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1374,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1375,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1376,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
1377,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
1378,Forest,Water,Water,NULL,Water,Bareland,Water,Water
1379,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
1380,Forest,Water,Water,NULL,Water,Water,Wetland,Bareland
1381,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1382,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1383,Forest,Water,Water,NULL,Water,Water,Bareland,Water
1384,Forest,Water,Water,NULL,Water,Water,Bareland,Forest
1385,Forest,Water,Water,NULL,Water,Water,Water,Bareland
1386,Forest,Water,Water,NULL,Water,Water,Water,Water
1387,Forest,Water,Water,NULL,Water,Water,Water,Forest
1388,Forest,Water,Water,NULL,Water,Water,Forest,Water
1389,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1390,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1391,Forest,Water,Water,NULL,Water,Forest,Bareland,Water
1392,Forest,Water,Water,NULL,Water,Forest,Bareland,Forest
1393,Forest,Water,Water,NULL,Water,Forest,Water,Water
1394,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1395,Forest,Water,Water,NULL,Water,Forest,Forest,Water
1396,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1397,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1398,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1399,Forest,Water,Water,Non_Water,Water,NULL,Bareland,Forest
1400,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1401,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1402,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
1403,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
1404,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
1405,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Forest
1406,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1407,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1408,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
1409,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1410,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1411,Forest,Water,Water,Non_Water,Water,Water,Bareland,Forest
1412,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1413,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1414,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1415,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1416,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
1417,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
1418,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1419,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
1420,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
1421,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1422,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1423,Forest,Water,Water,Water,Water,NULL,Bareland,Water
1424,Forest,Water,Water,Water,Water,NULL,Bareland,Forest
1425,Forest,Water,Water,Water,Water,NULL,Water,Bareland
1426,Forest,Water,Water,Water,Water,NULL,Water,Water
1427,Forest,Water,Water,Water,Water,NULL,Water,Forest
1428,Forest,Water,Water,Water,Water,NULL,Forest,Water
1429,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1430,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
1431,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
1432,Forest,Water,Water,Water,Water,Grassland,Bareland,Grassland
1433,Forest,Water,Water,Water,Water,Grassland,Bareland,Water
1434,Forest,Water,Water,Water,Water,Grassland,Water,Water
1435,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1436,Forest,Water,Water,Water,Water,Grassland,Forest,Water
1437,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
1438,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1439,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1440,Forest,Water,Water,Water,Water,Wetland,Water,Water
1441,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1442,Forest,Water,Water,Water,Water,Wetland,Forest,Water
1443,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
1444,Forest,Water,Water,Water,Water,Bareland,Bareland,Bareland
1445,Forest,Water,Water,Water,Water,Bareland,Bareland,Forest
1446,Forest,Water,Water,Water,Water,Water,Wetland,Water
1447,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1448,Forest,Water,Water,Water,Water,Water,Bareland,Bareland
1449,Forest,Water,Water,Water,Water,Water,Bareland,Water
1450,Forest,Water,Water,Water,Water,Water,Bareland,Forest
1451,Forest,Water,Water,Water,Water,Water,Water,Bareland
1452,Forest,Water,Water,Water,Water,Water,Water,Water
1453,Forest,Water,Water,Water,Water,Water,Water,Forest
1454,Forest,Water,Water,Water,Water,Water,Forest,Water
1455,Forest,Water,Water,Water,Water,Water,Forest,Forest
1456,Forest,Water,Water,Water,Water,Forest,Wetland,Water
1457,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1458,Forest,Water,Water,Water,Water,Forest,Bareland,Forest
1459,Forest,Water,Water,Water,Water,Forest,Water,Water
1460,Forest,Water,Water,Water,Water,Forest,Water,Forest
1461,Forest,Water,Water,Water,Water,Forest,Forest,Water
1462,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1463,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1464,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1465,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Water
1466,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1467,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1468,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1469,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
1470,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1471,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1472,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1473,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1474,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1475,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1476,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
1477,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
1478,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1479,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
1480,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1481,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1482,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1483,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1484,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1485,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1486,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1487,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1488,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1489,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1490,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1491,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1492,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
