Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFD_M_R
5052,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
5053,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
5054,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
5055,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5056,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
5057,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
5058,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
5059,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
5060,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
5061,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
5062,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5063,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5064,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5065,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5066,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5067,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
5068,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5069,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5070,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5071,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5072,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
5073,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
5074,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5075,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
5076,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Wetland
5077,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
5078,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
5079,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
5080,Forest,Wetland,Water,Water,Water,Bareland,Water,Water
5081,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
5082,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5083,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5084,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5085,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5086,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5087,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5088,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5089,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5090,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5091,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5092,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
5093,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5094,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5095,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
5096,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
5097,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5098,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5099,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5100,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5101,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
5102,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
5103,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5104,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5105,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5106,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
5107,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
5108,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
5109,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5110,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5111,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5112,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5113,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5114,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5115,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5116,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5117,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
5118,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
5119,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
5120,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
5121,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5122,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
5123,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Water
5124,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5125,Forest,Built-up,NULL,Water,Non_Wetland,Bareland,Water,Grassland
5126,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5127,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5128,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5129,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5130,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5131,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5132,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5133,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5134,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5135,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5136,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
5137,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5138,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5139,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
5140,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5141,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5142,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5143,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
5144,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5145,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
5146,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
5147,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5148,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5149,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5150,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5151,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5152,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
5153,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5154,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
5155,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5156,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5157,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5158,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5159,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5160,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5161,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
5162,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
5163,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
5164,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
5165,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
5166,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5167,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5168,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5169,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5170,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
5171,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5172,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
5173,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5174,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
5175,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5176,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5177,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5178,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
5179,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
5180,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
5181,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5182,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
5183,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5184,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
5185,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
5186,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
5187,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5188,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
5189,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
5190,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
5191,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
5192,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5193,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5194,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Grassland
5195,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Wetland
5196,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
5197,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Forest
5198,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
5199,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest,Forest
5200,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5201,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5202,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5203,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5204,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
5205,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
5206,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
5207,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Grassland
5208,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
5209,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5210,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5211,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5212,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5213,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
5214,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5215,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
5216,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
5217,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
5218,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
5219,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
5220,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
5221,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
5222,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
5223,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
5224,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Water
5225,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5226,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
5227,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
5228,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
5229,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
5230,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
5231,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Grassland
5232,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
5233,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
5234,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Forest
5235,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
5236,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
5237,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
5238,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Forest,Grassland
5239,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Forest,Forest
5240,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
5241,Forest,Built-up,Wetland,NULL,Wetland,Water,Bareland,Wetland
5242,Forest,Built-up,Wetland,NULL,Wetland,Water,Water,Wetland
5243,Forest,Built-up,Wetland,NULL,Wetland,Water,Water,Forest
5244,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
5245,Forest,Built-up,Wetland,NULL,Wetland,Forest,Bareland,Forest
5246,Forest,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
5247,Forest,Built-up,Wetland,NULL,Wetland,Forest,Water,Forest
5248,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Grassland
5249,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
5250,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Wetland
5251,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Forest
5252,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5253,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Forest
5254,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Water,Forest
5255,Forest,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Forest
5256,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5257,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Forest
5258,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5259,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
5260,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
5261,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5262,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5263,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5264,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
5265,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
5266,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
5267,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
5268,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
5269,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
5270,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5271,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
5272,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
5273,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
5274,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
5275,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
5276,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
5277,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
5278,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
5279,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5280,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
5281,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
5282,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
5283,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
5284,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
5285,Forest,Built-up,Water,NULL,NULL,Wetland,Wetland,Forest
5286,Forest,Built-up,Water,NULL,Water,Wetland,Wetland,Forest
5287,Forest,Built-up,Water,Non_Water,Water,NULL,Wetland,Forest
5288,Forest,Built-up,Water,Non_Water,Water,Bareland,Wetland,Forest
5289,Forest,Built-up,Water,Water,Water,NULL,Water,Wetland
5290,Forest,Built-up,Water,Water,Water,Wetland,Water,Wetland
5291,Forest,Built-up,Water,Water,Water,Water,Water,Water
5292,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5293,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5294,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Built-up
5295,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5296,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5297,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
5298,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
5299,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5300,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5301,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5302,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5303,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5304,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5305,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
5306,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5307,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5308,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5309,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5310,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5311,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5312,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
5313,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5314,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5315,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5316,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5317,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
5318,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5319,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5320,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5321,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
5322,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
5323,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5324,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5325,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
5326,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
5327,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
5328,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
5329,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5330,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5331,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5332,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
5333,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5334,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
5335,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5336,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
5337,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5338,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5339,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5340,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5341,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
5342,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5343,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5344,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5345,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5346,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5347,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
5348,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
5349,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5350,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
5351,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
5352,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
5353,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
5354,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5355,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5356,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
5357,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5358,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
5359,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5360,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
5361,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
5362,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
5363,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
5364,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
5365,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
5366,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5367,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
5368,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
5369,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
5370,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
5371,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
5372,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
5373,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
5374,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
5375,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5376,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5377,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5378,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5379,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5380,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
5381,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5382,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5383,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5384,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5385,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
