Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWP_M_R
3757,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3758,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3759,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3760,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3761,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3762,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3763,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3764,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
3765,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
3766,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3767,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3768,Forest,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
3769,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3770,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3771,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Water
3772,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3773,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
3774,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
3775,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3776,Forest,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
3777,Forest,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
3778,Forest,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Forest
3779,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
3780,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3781,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3782,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3783,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
3784,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3785,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3786,Forest,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
3787,Forest,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
3788,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3789,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3790,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3791,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3792,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3793,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
3794,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3795,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3796,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
3797,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3798,Forest,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
3799,Forest,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
3800,Forest,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
3801,Forest,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
3802,Forest,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
3803,Forest,Built-up,Water,Non_Water,Water,Bareland,Bareland,Grassland
3804,Forest,Built-up,Water,Non_Water,Water,Bareland,Bareland,Bareland
3805,Forest,Built-up,Water,Water,Water,Bareland,Bareland,Bareland
3806,Forest,Built-up,Water,Water,Water,Bareland,Bareland,Forest
3807,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3808,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3809,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3810,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3811,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3812,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3813,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3814,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3815,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3816,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3817,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3818,Forest,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
3819,Forest,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
3820,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3821,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Water
3822,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3823,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3824,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3825,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3826,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3827,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3828,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3829,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3830,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
3831,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3832,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3833,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3834,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3835,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3836,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3837,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3838,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
3839,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
3840,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3841,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3842,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
3843,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
3844,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
3845,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
3846,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3847,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3848,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
3849,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3850,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
3851,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
3852,Forest,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Water
3853,Forest,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3854,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
3855,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3856,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
3857,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3858,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3859,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3860,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3861,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
3862,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3863,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
3864,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Water
3865,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
3866,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
3867,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
3868,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3869,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
3870,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3871,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
3872,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
3873,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Bareland
3874,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
3875,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
3876,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3877,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3878,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
3879,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
3880,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Water
3881,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Forest
3882,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
3883,Forest,Water,NULL,Water,Non_Wetland,Water,Bareland,Bareland
3884,Forest,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
3885,Forest,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
3886,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
3887,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
3888,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
3889,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
3890,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3891,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
3892,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3893,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3894,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
3895,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3896,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3897,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3898,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3899,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3900,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3901,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3902,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
3903,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
3904,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
3905,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
3906,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
3907,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3908,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3909,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3910,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3911,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3912,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3913,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
3914,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3915,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
3916,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
3917,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
3918,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3919,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
3920,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
3921,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
3922,Forest,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
3923,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
3924,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3925,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
3926,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3927,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3928,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
3929,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3930,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3931,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3932,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
3933,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3934,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
3935,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3936,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
3937,Forest,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
3938,Forest,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
3939,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
3940,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3941,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3942,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
3943,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3944,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3945,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
3946,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
3947,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
3948,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
3949,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Forest,Water
3950,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
3951,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3952,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3953,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3954,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3955,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3956,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
3957,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3958,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3959,Forest,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
3960,Forest,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
3961,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
3962,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
3963,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3964,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3965,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3966,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3967,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
3968,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
3969,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
3970,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
3971,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
3972,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
3973,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
3974,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
3975,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
3976,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
3977,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Bareland
3978,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
3979,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
3980,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3981,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3982,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
3983,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3984,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3985,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3986,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
3987,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3988,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
3989,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
3990,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
3991,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
3992,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Bareland
3993,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
3994,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
3995,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
3996,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3997,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3998,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
3999,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Water
4000,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
4001,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
4002,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
4003,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
4004,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
4005,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4006,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
4007,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4008,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Water
4009,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
4010,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
4011,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4012,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
4013,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4014,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4015,Forest,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
4016,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
4017,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4018,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4019,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
4020,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
4021,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
4022,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
4023,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
4024,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
4025,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
4026,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4027,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
4028,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
4029,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4030,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4031,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
4032,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
4033,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
4034,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4035,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4036,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
4037,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
4038,Forest,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Water
4039,Forest,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
4040,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
4041,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4042,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
4043,Forest,Water,Wetland,Water,Wetland,NULL,Bareland,Water
4044,Forest,Water,Wetland,Water,Wetland,NULL,Bareland,Forest
4045,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
4046,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
4047,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
4048,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
4049,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
4050,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4051,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
4052,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
4053,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
4054,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
4055,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
4056,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
4057,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
4058,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
4059,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Water
4060,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
4061,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
4062,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4063,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
4064,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
4065,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Water
4066,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Forest
4067,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
4068,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
4069,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
4070,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
4071,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
4072,Forest,Water,Wetland,Water,Wetland,Forest,Bareland,Water
4073,Forest,Water,Wetland,Water,Wetland,Forest,Bareland,Forest
4074,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
4075,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
4076,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
4077,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
4078,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
4079,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4080,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Water
4081,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
4082,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
4083,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4084,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
4085,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4086,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
4087,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
4088,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4089,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4090,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
4091,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
4092,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
4093,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
4094,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
4095,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
4096,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4097,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4098,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
4099,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
4100,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
4101,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4102,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
4103,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
4104,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
