Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MVS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MVS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MVS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MVS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MVS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MVS_M_R
1327,Water,Bareland,Wetland,Water,Wetland,Bareland
1328,Water,Bareland,Wetland,Water,Wetland,Water
1329,Water,Bareland,Wetland,Water,Wetland,Forest
1330,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1331,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1332,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1333,Water,Bareland,Bareland,Water,Non_Wetland,Water
1334,Water,Bareland,Water,NULL,Water,Grassland
1335,Water,Bareland,Water,NULL,Water,Bareland
1336,Water,Bareland,Water,NULL,Water,Water
1337,Water,Bareland,Water,NULL,Water,Forest
1338,Water,Bareland,Water,Non_Water,Water,Grassland
1339,Water,Bareland,Water,Non_Water,Water,Water
1340,Water,Bareland,Water,Non_Water,Water,Forest
1341,Water,Bareland,Water,Water,Water,Grassland
1342,Water,Bareland,Water,Water,Water,Water
1343,Water,Bareland,Water,Water,Water,Forest
1344,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1345,Water,Bareland,Forest,NULL,Non_Wetland,Water
1346,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1347,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1348,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1349,Water,Bareland,Forest,Water,Non_Wetland,Grassland
1350,Water,Bareland,Forest,Water,Non_Wetland,Water
1351,Water,Bareland,Forest,Water,Non_Wetland,Forest
1352,Water,Built-up,NULL,NULL,Non_Wetland,Forest
1353,Water,Built-up,NULL,Non_Water,Non_Wetland,Forest
1354,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1355,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1356,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1357,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1358,Water,Built-up,Shrubland,Water,Non_Wetland,Water
1359,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
1360,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1361,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
1362,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1363,Water,Built-up,Wetland,NULL,Wetland,Grassland
1364,Water,Built-up,Wetland,NULL,Wetland,Forest
1365,Water,Built-up,Wetland,Non_Water,Wetland,Bareland
1366,Water,Built-up,Wetland,Non_Water,Wetland,Forest
1367,Water,Built-up,Wetland,Water,Wetland,Grassland
1368,Water,Built-up,Wetland,Water,Wetland,Bareland
1369,Water,Built-up,Wetland,Water,Wetland,Forest
1370,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1371,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water
1372,Water,Built-up,Bareland,Water,Non_Wetland,Water
1373,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
1374,Water,Built-up,Built-up,NULL,Non_Wetland,Water
1375,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1376,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1377,Water,Built-up,Water,NULL,Water,Forest
1378,Water,Built-up,Water,Non_Water,Water,Grassland
1379,Water,Built-up,Water,Water,Water,Grassland
1380,Water,Built-up,Water,Water,Water,Forest
1381,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1382,Water,Built-up,Forest,NULL,Non_Wetland,Water
1383,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1384,Water,Built-up,Forest,Non_Water,Non_Wetland,Water
1385,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1386,Water,Water,NULL,NULL,Non_Wetland,Grassland
1387,Water,Water,NULL,NULL,Non_Wetland,Bareland
1388,Water,Water,NULL,NULL,Non_Wetland,Water
1389,Water,Water,NULL,NULL,Non_Wetland,Forest
1390,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1391,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1392,Water,Water,NULL,Non_Water,Non_Wetland,Water
1393,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1394,Water,Water,NULL,Water,Non_Wetland,Grassland
1395,Water,Water,NULL,Water,Non_Wetland,Bareland
1396,Water,Water,NULL,Water,Non_Wetland,Water
1397,Water,Water,NULL,Water,Non_Wetland,Forest
1398,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1399,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1400,Water,Water,Shrubland,NULL,Non_Wetland,Water
1401,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1402,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1403,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1404,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1405,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1406,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1407,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1408,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1409,Water,Water,Shrubland,Water,Non_Wetland,Water
1410,Water,Water,Shrubland,Water,Non_Wetland,Forest
1411,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1412,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1413,Water,Water,Grassland,NULL,Non_Wetland,Water
1414,Water,Water,Grassland,NULL,Non_Wetland,Forest
1415,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1416,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1417,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1418,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1419,Water,Water,Grassland,Water,Non_Wetland,Grassland
1420,Water,Water,Grassland,Water,Non_Wetland,Bareland
1421,Water,Water,Grassland,Water,Non_Wetland,Water
1422,Water,Water,Grassland,Water,Non_Wetland,Forest
1423,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1424,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1425,Water,Water,Cropland,NULL,Non_Wetland,Water
1426,Water,Water,Cropland,NULL,Non_Wetland,Forest
1427,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1428,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1429,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1430,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1431,Water,Water,Cropland,Water,Non_Wetland,Grassland
1432,Water,Water,Cropland,Water,Non_Wetland,Wetland
1433,Water,Water,Cropland,Water,Non_Wetland,Bareland
1434,Water,Water,Cropland,Water,Non_Wetland,Water
1435,Water,Water,Cropland,Water,Non_Wetland,Forest
1436,Water,Water,Wetland,NULL,Wetland,Grassland
1437,Water,Water,Wetland,NULL,Wetland,Cropland
1438,Water,Water,Wetland,NULL,Wetland,Wetland
1439,Water,Water,Wetland,NULL,Wetland,Bareland
1440,Water,Water,Wetland,NULL,Wetland,Water
1441,Water,Water,Wetland,NULL,Wetland,Forest
1442,Water,Water,Wetland,Non_Water,Wetland,NULL
1443,Water,Water,Wetland,Non_Water,Wetland,Grassland
1444,Water,Water,Wetland,Non_Water,Wetland,Cropland
1445,Water,Water,Wetland,Non_Water,Wetland,Wetland
1446,Water,Water,Wetland,Non_Water,Wetland,Bareland
1447,Water,Water,Wetland,Non_Water,Wetland,Water
1448,Water,Water,Wetland,Non_Water,Wetland,Forest
1449,Water,Water,Wetland,Water,Wetland,Grassland
1450,Water,Water,Wetland,Water,Wetland,Cropland
1451,Water,Water,Wetland,Water,Wetland,Wetland
1452,Water,Water,Wetland,Water,Wetland,Bareland
1453,Water,Water,Wetland,Water,Wetland,Water
1454,Water,Water,Wetland,Water,Wetland,Forest
1455,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1456,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1457,Water,Water,Bareland,NULL,Non_Wetland,Water
1458,Water,Water,Bareland,NULL,Non_Wetland,Forest
1459,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1460,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1461,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1462,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1463,Water,Water,Bareland,Water,Non_Wetland,Grassland
1464,Water,Water,Bareland,Water,Non_Wetland,Wetland
1465,Water,Water,Bareland,Water,Non_Wetland,Bareland
1466,Water,Water,Bareland,Water,Non_Wetland,Water
1467,Water,Water,Bareland,Water,Non_Wetland,Forest
1468,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1469,Water,Water,Built-up,NULL,Non_Wetland,Water
1470,Water,Water,Built-up,NULL,Non_Wetland,Forest
1471,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1472,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1473,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1474,Water,Water,Built-up,Water,Non_Wetland,Grassland
1475,Water,Water,Built-up,Water,Non_Wetland,Bareland
1476,Water,Water,Built-up,Water,Non_Wetland,Water
1477,Water,Water,Water,NULL,Water,Grassland
1478,Water,Water,Water,NULL,Water,Wetland
1479,Water,Water,Water,NULL,Water,Bareland
1480,Water,Water,Water,NULL,Water,Water
1481,Water,Water,Water,NULL,Water,Forest
1482,Water,Water,Water,Non_Water,Water,Grassland
1483,Water,Water,Water,Non_Water,Water,Wetland
1484,Water,Water,Water,Non_Water,Water,Bareland
1485,Water,Water,Water,Non_Water,Water,Water
1486,Water,Water,Water,Non_Water,Water,Forest
1487,Water,Water,Water,Water,Water,Grassland
1488,Water,Water,Water,Water,Water,Cropland
1489,Water,Water,Water,Water,Water,Wetland
1490,Water,Water,Water,Water,Water,Bareland
1491,Water,Water,Water,Water,Water,Water
1492,Water,Water,Water,Water,Water,Forest
1493,Water,Water,Forest,NULL,Non_Wetland,Grassland
1494,Water,Water,Forest,NULL,Non_Wetland,Wetland
1495,Water,Water,Forest,NULL,Non_Wetland,Bareland
1496,Water,Water,Forest,NULL,Non_Wetland,Water
1497,Water,Water,Forest,NULL,Non_Wetland,Forest
1498,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1499,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1500,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1501,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1502,Water,Water,Forest,Non_Water,Non_Wetland,Water
1503,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1504,Water,Water,Forest,Water,Non_Wetland,NULL
1505,Water,Water,Forest,Water,Non_Wetland,Grassland
1506,Water,Water,Forest,Water,Non_Wetland,Wetland
1507,Water,Water,Forest,Water,Non_Wetland,Bareland
1508,Water,Water,Forest,Water,Non_Wetland,Water
1509,Water,Water,Forest,Water,Non_Wetland,Forest
1510,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1511,Water,Forest,NULL,NULL,Non_Wetland,Forest
1512,Water,Forest,NULL,Non_Water,Non_Wetland,Grassland
1513,Water,Forest,NULL,Water,Non_Wetland,Grassland
1514,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1515,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1516,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1517,Water,Forest,Shrubland,Water,Non_Wetland,Water
1518,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1519,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1520,Water,Forest,Cropland,Water,Non_Wetland,Water
1521,Water,Forest,Wetland,NULL,Wetland,Grassland
1522,Water,Forest,Wetland,NULL,Wetland,Wetland
1523,Water,Forest,Wetland,NULL,Wetland,Water
1524,Water,Forest,Wetland,NULL,Wetland,Forest
1525,Water,Forest,Wetland,Non_Water,Wetland,Grassland
1526,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1527,Water,Forest,Wetland,Non_Water,Wetland,Bareland
1528,Water,Forest,Wetland,Non_Water,Wetland,Water
1529,Water,Forest,Wetland,Non_Water,Wetland,Forest
1530,Water,Forest,Wetland,Water,Wetland,Grassland
1531,Water,Forest,Wetland,Water,Wetland,Wetland
1532,Water,Forest,Wetland,Water,Wetland,Water
1533,Water,Forest,Wetland,Water,Wetland,Forest
1534,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1535,Water,Forest,Bareland,Non_Water,Non_Wetland,Water
1536,Water,Forest,Bareland,Water,Non_Wetland,Water
1537,Water,Forest,Water,NULL,Water,Grassland
1538,Water,Forest,Water,NULL,Water,Water
1539,Water,Forest,Water,NULL,Water,Forest
1540,Water,Forest,Water,Non_Water,Water,Grassland
1541,Water,Forest,Water,Water,Water,Grassland
1542,Water,Forest,Water,Water,Water,Wetland
1543,Water,Forest,Water,Water,Water,Water
1544,Water,Forest,Water,Water,Water,Forest
1545,Water,Forest,Forest,NULL,Non_Wetland,NULL
1546,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1547,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1548,Water,Forest,Forest,NULL,Non_Wetland,Water
1549,Water,Forest,Forest,NULL,Non_Wetland,Forest
1550,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1551,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1552,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1553,Water,Forest,Forest,Water,Non_Wetland,Grassland
1554,Water,Forest,Forest,Water,Non_Wetland,Water
1555,Water,Forest,Forest,Water,Non_Wetland,Forest
1556,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
1557,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1558,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
1559,Permanent_ice_and_snow,NULL,Water,Water,Water,Water
1560,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1561,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1562,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Forest
1563,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland
1564,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
1565,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1566,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland
1567,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1568,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1569,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1570,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1571,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1572,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1573,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1574,Forest,NULL,NULL,Water,Non_Wetland,Water
1575,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1576,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1577,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1578,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1579,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1580,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1581,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1582,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
1583,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1584,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1585,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1586,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1587,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1588,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1589,Forest,NULL,Grassland,NULL,Non_Wetland,Water
1590,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1591,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1592,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1593,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water
1594,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1595,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1596,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
1597,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
1598,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
1599,Forest,NULL,Grassland,Water,Non_Wetland,Water
1600,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1601,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1602,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1603,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1604,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1605,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1606,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1607,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1608,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
1609,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1610,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1611,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1612,Forest,NULL,Cropland,Water,Non_Wetland,Water
1613,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1614,Forest,NULL,Wetland,NULL,Wetland,NULL
1615,Forest,NULL,Wetland,NULL,Wetland,Grassland
1616,Forest,NULL,Wetland,NULL,Wetland,Wetland
1617,Forest,NULL,Wetland,NULL,Wetland,Bareland
1618,Forest,NULL,Wetland,NULL,Wetland,Water
1619,Forest,NULL,Wetland,NULL,Wetland,Forest
1620,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1621,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1622,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1623,Forest,NULL,Wetland,Non_Water,Wetland,Bareland
1624,Forest,NULL,Wetland,Non_Water,Wetland,Water
1625,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1626,Forest,NULL,Wetland,Water,Wetland,Grassland
1627,Forest,NULL,Wetland,Water,Wetland,Cropland
1628,Forest,NULL,Wetland,Water,Wetland,Wetland
1629,Forest,NULL,Wetland,Water,Wetland,Bareland
1630,Forest,NULL,Wetland,Water,Wetland,Water
1631,Forest,NULL,Wetland,Water,Wetland,Forest
1632,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1633,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1634,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1635,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1636,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1637,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1638,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1639,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1640,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1641,Forest,NULL,Bareland,Water,Non_Wetland,Water
1642,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1643,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1644,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1645,Forest,NULL,Built-up,Water,Non_Wetland,Bareland
1646,Forest,NULL,Built-up,Water,Non_Wetland,Water
1647,Forest,NULL,Water,NULL,Water,Grassland
1648,Forest,NULL,Water,NULL,Water,Water
1649,Forest,NULL,Water,NULL,Water,Forest
1650,Forest,NULL,Water,Non_Water,Water,Grassland
1651,Forest,NULL,Water,Non_Water,Water,Cropland
1652,Forest,NULL,Water,Non_Water,Water,Wetland
1653,Forest,NULL,Water,Non_Water,Water,Bareland
1654,Forest,NULL,Water,Non_Water,Water,Water
1655,Forest,NULL,Water,Non_Water,Water,Forest
1656,Forest,NULL,Water,Water,Water,Grassland
1657,Forest,NULL,Water,Water,Water,Wetland
1658,Forest,NULL,Water,Water,Water,Bareland
1659,Forest,NULL,Water,Water,Water,Water
1660,Forest,NULL,Water,Water,Water,Forest
1661,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1662,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1663,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1664,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1665,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1666,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1667,Forest,NULL,Forest,NULL,Non_Wetland,Water
1668,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1669,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1670,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1671,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1672,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1673,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1674,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1675,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1676,Forest,NULL,Forest,Water,Non_Wetland,Water
1677,Forest,NULL,Forest,Water,Non_Wetland,Forest
1678,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1679,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1680,Forest,Cropland,NULL,Water,Non_Wetland,Grassland
1681,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1682,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1683,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1684,Forest,Cropland,Shrubland,Water,Non_Wetland,Water
1685,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1686,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1687,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1688,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland
1689,Forest,Cropland,Grassland,Water,Non_Wetland,Water
1690,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1691,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1692,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1693,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water
1694,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
1695,Forest,Cropland,Cropland,Water,Non_Wetland,Water
1696,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1697,Forest,Cropland,Wetland,NULL,Wetland,Forest
1698,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
1699,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1700,Forest,Cropland,Wetland,Water,Wetland,Grassland
1701,Forest,Cropland,Wetland,Water,Wetland,Water
1702,Forest,Cropland,Wetland,Water,Wetland,Forest
1703,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1704,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1705,Forest,Cropland,Water,Non_Water,Water,Grassland
1706,Forest,Cropland,Water,Water,Water,Grassland
1707,Forest,Cropland,Water,Water,Water,Wetland
1708,Forest,Cropland,Water,Water,Water,Water
1709,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1710,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1711,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1712,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1713,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1714,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
1715,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1716,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1717,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1718,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
1719,Forest,Wetland,NULL,Water,Non_Wetland,Grassland
1720,Forest,Wetland,NULL,Water,Non_Wetland,Water
1721,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1722,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1723,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1724,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1725,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1726,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1727,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1728,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1729,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1730,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1731,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland
1732,Forest,Wetland,Grassland,Water,Non_Wetland,Water
1733,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1734,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1735,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1736,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water
1737,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1738,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland
1739,Forest,Wetland,Cropland,Water,Non_Wetland,Cropland
1740,Forest,Wetland,Cropland,Water,Non_Wetland,Water
1741,Forest,Wetland,Wetland,NULL,Wetland,NULL
1742,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1743,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1744,Forest,Wetland,Wetland,NULL,Wetland,Water
1745,Forest,Wetland,Wetland,NULL,Wetland,Forest
1746,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
1747,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1748,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1749,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1750,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1751,Forest,Wetland,Wetland,Water,Wetland,Grassland
1752,Forest,Wetland,Wetland,Water,Wetland,Wetland
1753,Forest,Wetland,Wetland,Water,Wetland,Water
1754,Forest,Wetland,Wetland,Water,Wetland,Forest
1755,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1756,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1757,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1758,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1759,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1760,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water
1761,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1762,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland
1763,Forest,Wetland,Bareland,Water,Non_Wetland,Water
1764,Forest,Wetland,Bareland,Water,Non_Wetland,Forest
1765,Forest,Wetland,Built-up,Water,Non_Wetland,Water
1766,Forest,Wetland,Water,NULL,Water,Grassland
1767,Forest,Wetland,Water,NULL,Water,Wetland
1768,Forest,Wetland,Water,NULL,Water,Water
1769,Forest,Wetland,Water,NULL,Water,Forest
1770,Forest,Wetland,Water,Non_Water,Water,Grassland
1771,Forest,Wetland,Water,Non_Water,Water,Wetland
1772,Forest,Wetland,Water,Non_Water,Water,Water
1773,Forest,Wetland,Water,Non_Water,Water,Forest
1774,Forest,Wetland,Water,Water,Water,Grassland
