Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUT_M_R
5804,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5805,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5806,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
5807,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5808,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5809,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
5810,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5811,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
5812,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
5813,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5814,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
5815,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
5816,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5817,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5818,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5819,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5820,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5821,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5822,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
5823,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5824,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
5825,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5826,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
5827,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5828,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
5829,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5830,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5831,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
5832,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5833,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
5834,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
5835,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
5836,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
5837,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
5838,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
5839,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
5840,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
5841,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
5842,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
5843,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
5844,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
5845,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5846,Forest,Cropland,Wetland,NULL,Wetland,Forest,NULL,Wetland
5847,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
5848,Forest,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
5849,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
5850,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
5851,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
5852,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
5853,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
5854,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
5855,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
5856,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
5857,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
5858,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
5859,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5860,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5861,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5862,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5863,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
5864,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
5865,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
5866,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
5867,Forest,Cropland,Water,NULL,Water,NULL,NULL,Wetland
5868,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
5869,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
5870,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
5871,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
5872,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
5873,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
5874,Forest,Cropland,Water,Water,Water,Wetland,NULL,Wetland
5875,Forest,Cropland,Water,Water,Water,Forest,NULL,Wetland
5876,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5877,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5878,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5879,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5880,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
5881,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
5882,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5883,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
5884,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5885,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5886,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5887,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5888,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
5889,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5890,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5891,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5892,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
5893,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5894,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
5895,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5896,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
5897,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5898,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5899,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5900,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5901,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
5902,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
5903,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
5904,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5905,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5906,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
5907,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5908,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5909,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5910,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5911,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
5912,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5913,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5914,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5915,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
5916,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5917,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
5918,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5919,Forest,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Wetland
5920,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
5921,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5922,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
5923,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5924,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
5925,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5926,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5927,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5928,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
5929,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
5930,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
5931,Forest,Wetland,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
5932,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
5933,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
5934,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5935,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5936,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
5937,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5938,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
5939,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
5940,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
5941,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
5942,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5943,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5944,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
5945,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5946,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
5947,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
5948,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
5949,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5950,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5951,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5952,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
5953,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5954,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5955,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
5956,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5957,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,NULL,Wetland
5958,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
5959,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
5960,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5961,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5962,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5963,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5964,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5965,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,NULL,Wetland
5966,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
5967,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5968,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5969,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
5970,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5971,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5972,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5973,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5974,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
5975,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5976,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5977,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
5978,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5979,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
5980,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5981,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
5982,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
5983,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5984,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5985,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5986,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5987,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
5988,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
5989,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
5990,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
5991,Forest,Wetland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Forest
5992,Forest,Wetland,Cropland,Water,Non_Wetland,Wetland,NULL,Wetland
5993,Forest,Wetland,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
5994,Forest,Wetland,Cropland,Water,Non_Wetland,Water,NULL,Wetland
5995,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
5996,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
5997,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
5998,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
5999,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
6000,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
6001,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
6002,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
6003,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Water
6004,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
6005,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
6006,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
6007,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
6008,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
6009,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
6010,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
6011,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Water
6012,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6013,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6014,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
6015,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
6016,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
6017,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
6018,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
6019,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
6020,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
6021,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6022,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6023,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6024,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
6025,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Wetland
6026,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
6027,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
6028,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Wetland
6029,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
6030,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
6031,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
6032,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
6033,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
6034,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
6035,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
6036,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
6037,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
6038,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
6039,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
6040,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Water
6041,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
6042,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
6043,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
6044,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
6045,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
6046,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
6047,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6048,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
6049,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
6050,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Water
6051,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
6052,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
6053,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
6054,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
6055,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
6056,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
6057,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
6058,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6059,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6060,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6061,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
6062,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
6063,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
6064,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Forest
6065,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
6066,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6067,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6068,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
6069,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
6070,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
6071,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
6072,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
6073,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
6074,Forest,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Wetland
6075,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Water,Wetland
6076,Forest,Wetland,Wetland,Water,Wetland,Grassland,NULL,Wetland
6077,Forest,Wetland,Wetland,Water,Wetland,Grassland,NULL,Water
6078,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
6079,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
6080,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
6081,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
6082,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Water
6083,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
6084,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
6085,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
6086,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
6087,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
6088,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
6089,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
6090,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
6091,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
6092,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Water
6093,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
6094,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
6095,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
6096,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
6097,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
6098,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
6099,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
6100,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
6101,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
6102,Forest,Wetland,Wetland,Water,Wetland,Forest,NULL,Wetland
6103,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
6104,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6105,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
6106,Forest,Wetland,Water,NULL,Water,Shrubland,Water,Wetland
6107,Forest,Wetland,Water,NULL,Water,Grassland,NULL,Wetland
6108,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Wetland
6109,Forest,Wetland,Water,NULL,Water,Grassland,Water,Water
6110,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Wetland
6111,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
6112,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
6113,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
6114,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
6115,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
6116,Forest,Wetland,Water,NULL,Water,Water,NULL,Wetland
6117,Forest,Wetland,Water,NULL,Water,Forest,NULL,Forest
6118,Forest,Wetland,Water,Non_Water,Water,Grassland,NULL,Wetland
6119,Forest,Wetland,Water,Non_Water,Water,Grassland,Grassland,Wetland
6120,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Wetland
6121,Forest,Wetland,Water,Non_Water,Water,Wetland,NULL,Wetland
6122,Forest,Wetland,Water,Non_Water,Water,Wetland,NULL,Water
6123,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Grassland
6124,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
6125,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Water
6126,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
6127,Forest,Wetland,Water,Non_Water,Water,Water,NULL,Wetland
6128,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
6129,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
6130,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
6131,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
6132,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
6133,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
6134,Forest,Wetland,Water,Water,Water,Grassland,NULL,Wetland
6135,Forest,Wetland,Water,Water,Water,Grassland,NULL,Forest
6136,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Wetland
6137,Forest,Wetland,Water,Water,Water,Grassland,Water,Wetland
