Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRE_M_R
333,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
334,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
335,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
336,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
337,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
338,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
339,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Forest
340,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,NULL
341,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
342,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Cropland
343,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
344,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,NULL
345,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
346,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Cropland
347,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
348,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
349,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
350,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
351,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
352,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
353,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
354,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Water
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
377,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
378,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
388,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Water
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Bareland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,NULL
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Wetland
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
654,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
655,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
656,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
657,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
