Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NDB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NDB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NDB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NDB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NDB_M_R
1057,Water,Water,Water,Water,Water,NULL,Wetland,Water
1058,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1059,Water,Water,Water,Water,Water,NULL,Water,Water
1060,Water,Water,Water,Water,Water,NULL,Water,Forest
1061,Water,Water,Water,Water,Water,Grassland,NULL,Water
1062,Water,Water,Water,Water,Water,Grassland,Wetland,Water
1063,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
1064,Water,Water,Water,Water,Water,Grassland,Water,Grassland
1065,Water,Water,Water,Water,Water,Grassland,Water,Water
1066,Water,Water,Water,Water,Water,Grassland,Water,Forest
1067,Water,Water,Water,Water,Water,Wetland,NULL,Water
1068,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1069,Water,Water,Water,Water,Water,Wetland,Water,Water
1070,Water,Water,Water,Water,Water,Wetland,Water,Forest
1071,Water,Water,Water,Water,Water,Bareland,NULL,Water
1072,Water,Water,Water,Water,Water,Bareland,Water,Water
1073,Water,Water,Water,Water,Water,Water,NULL,Grassland
1074,Water,Water,Water,Water,Water,Water,NULL,Wetland
1075,Water,Water,Water,Water,Water,Water,NULL,Bareland
1076,Water,Water,Water,Water,Water,Water,NULL,Water
1077,Water,Water,Water,Water,Water,Water,NULL,Forest
1078,Water,Water,Water,Water,Water,Water,Grassland,Water
1079,Water,Water,Water,Water,Water,Water,Wetland,Wetland
1080,Water,Water,Water,Water,Water,Water,Wetland,Bareland
1081,Water,Water,Water,Water,Water,Water,Wetland,Water
1082,Water,Water,Water,Water,Water,Water,Wetland,Forest
1083,Water,Water,Water,Water,Water,Water,Water,Grassland
1084,Water,Water,Water,Water,Water,Water,Water,Water
1085,Water,Water,Water,Water,Water,Water,Water,Forest
1086,Water,Water,Water,Water,Water,Water,Forest,Water
1087,Water,Water,Water,Water,Water,Forest,NULL,Water
1088,Water,Water,Water,Water,Water,Forest,NULL,Forest
1089,Water,Water,Water,Water,Water,Forest,Wetland,Water
1090,Water,Water,Water,Water,Water,Forest,Water,Water
1091,Water,Water,Water,Water,Water,Forest,Water,Forest
1092,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1093,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1094,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1095,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1096,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1097,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1098,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1099,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1100,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1101,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1102,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1103,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1104,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1105,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
1106,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
1107,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1108,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
1109,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1110,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1111,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1112,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1113,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1114,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1115,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1116,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1117,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
1118,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1119,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1120,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1121,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1122,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1123,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1124,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1125,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
1126,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1127,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
1128,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
1129,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
1130,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1131,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1132,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1133,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1134,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1135,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
1136,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1137,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1138,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1139,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1140,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1141,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1142,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1143,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1144,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
1145,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1146,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1147,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1148,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1149,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
1150,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
1151,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1152,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1153,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1154,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
1155,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
1156,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1157,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1158,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1159,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1160,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1161,Water,Forest,Water,NULL,Water,Wetland,Water,Forest
1162,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1163,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1164,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
1165,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1166,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1167,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1168,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
1169,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1170,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
1171,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1172,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1173,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1174,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1175,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1176,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1177,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1178,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1179,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1180,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1181,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
1182,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1183,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1184,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Wetland,Water,Water
1185,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland,Water,Water
1186,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,NULL,Water
1187,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Water
1188,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland,Water,Grassland
1189,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
1190,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1191,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1192,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1193,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1194,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1195,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1196,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1197,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1198,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1199,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1200,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1201,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1202,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1203,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1204,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1205,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1206,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1207,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1208,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1209,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1210,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1211,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1212,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1213,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1214,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1215,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1216,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1217,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1218,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1219,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1220,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1221,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1222,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1223,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1224,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1225,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1226,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1227,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1228,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1229,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1230,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1231,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1232,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1233,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1234,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1235,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
1236,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1237,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1238,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1239,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1240,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1241,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1242,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1243,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1244,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1245,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1246,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1247,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1248,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1249,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1250,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1251,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1252,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
1253,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1254,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
1255,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1256,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1257,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1258,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1259,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1260,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1261,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1262,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
1263,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1264,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1265,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1266,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1267,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1268,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1269,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
1270,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
1271,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Forest
1272,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
1273,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1274,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1275,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1276,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1277,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1278,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1279,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1280,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1281,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1282,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1283,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
1284,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1285,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
1286,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
1287,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
1288,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1289,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
1290,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1291,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1292,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1293,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1294,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1295,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1296,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1297,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1298,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1299,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1300,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1301,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1302,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1303,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1304,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1305,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1306,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
1307,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1308,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1309,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1310,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1311,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1312,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
1313,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
1314,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1315,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1316,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1317,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1318,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1319,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1320,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1321,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1322,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
1323,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1324,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
1325,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
1326,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1327,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
1328,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
1329,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1330,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1331,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1332,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1333,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1334,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1335,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1336,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1337,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1338,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1339,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1340,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
1341,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
1342,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
1343,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
1344,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
1345,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1346,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1347,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1348,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
1349,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1350,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1351,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1352,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1353,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1354,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1355,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1356,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1357,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1358,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
1359,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Grassland
1360,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1361,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1362,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1363,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1364,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
1365,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
1366,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1367,Forest,NULL,Water,Water,Water,NULL,Wetland,Grassland
1368,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1369,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1370,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
1371,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
1372,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
1373,Forest,NULL,Water,Water,Water,Water,Wetland,Water
1374,Forest,NULL,Water,Water,Water,Water,Water,Grassland
1375,Forest,NULL,Water,Water,Water,Water,Forest,Grassland
1376,Forest,NULL,Water,Water,Water,Forest,Wetland,Grassland
1377,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1378,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1379,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1380,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1381,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1382,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1383,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1384,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1385,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1386,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1387,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1388,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1389,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1390,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1391,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1392,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1393,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1394,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1395,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1396,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1397,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1398,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1399,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1400,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1401,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1402,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1403,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1404,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1405,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1406,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1407,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1408,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1409,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
