Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LYN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LYN_M_R
1032,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1033,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1034,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1035,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1036,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1037,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1038,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1039,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1040,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1041,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1042,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1043,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1044,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1045,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1046,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1047,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1048,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1049,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1050,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1051,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1052,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1053,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1054,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1055,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1056,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1057,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1058,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1059,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1060,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1061,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1062,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1063,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1064,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1065,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1066,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1067,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1068,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1069,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1070,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1071,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1072,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1073,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1074,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1075,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1076,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1077,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1078,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1079,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1080,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1081,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1082,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1083,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1084,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1085,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1086,Water,Water,Water,NULL,Water,NULL,NULL,Water
1087,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1088,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1089,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1090,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1091,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1092,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1093,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1094,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1095,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1096,Water,Water,Water,Water,Water,NULL,NULL,Water
1097,Water,Water,Water,Water,Water,NULL,NULL,Forest
1098,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1099,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1100,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1101,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1102,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1103,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1104,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1105,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1106,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1107,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1108,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1109,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1110,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1111,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1112,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1113,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1114,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1115,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1116,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1117,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1118,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1119,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1120,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1121,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1122,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1123,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1124,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1125,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1126,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1127,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1128,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1129,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1130,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1131,Water,Forest,Water,Water,Water,NULL,NULL,Water
1132,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1133,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1134,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1135,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1136,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1137,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1138,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1139,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1140,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1141,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1142,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1143,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1144,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1145,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1146,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1147,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1148,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1149,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1150,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1151,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1152,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1153,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1154,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1155,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1156,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1157,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1158,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1159,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1160,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1161,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1162,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1163,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1164,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1165,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1166,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1167,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1168,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1169,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1170,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1171,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1172,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1173,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1174,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1175,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1176,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1177,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1178,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1179,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1180,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1181,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1182,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1183,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1184,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1185,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1186,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1187,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1188,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1189,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1190,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1191,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1192,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1193,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1194,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1195,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1196,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1197,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1198,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1199,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1200,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1201,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1202,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1203,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1204,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1205,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1206,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1207,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1208,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1209,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1210,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1211,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1212,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1213,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1214,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1215,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1216,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1217,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1218,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1219,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1220,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1221,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1222,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1223,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1224,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1225,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1226,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1227,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1228,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1229,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1230,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1231,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1232,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1233,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1234,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1235,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1236,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1237,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1238,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1239,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1240,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1241,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1242,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1243,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1244,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1245,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1246,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1247,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1248,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1249,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1250,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1251,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1252,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1253,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1254,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1255,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1256,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1257,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1258,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1259,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1260,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1261,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1262,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1263,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1264,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1265,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1266,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1267,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1268,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1269,Forest,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1270,Forest,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1271,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1272,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1273,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1274,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1275,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
1276,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1277,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1278,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1279,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1280,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1281,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1282,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1283,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1284,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1285,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1286,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1287,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
1288,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1289,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1290,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1291,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1292,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1293,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1294,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1295,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1296,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1297,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1298,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1299,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1300,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1301,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1302,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1303,Forest,Built-up,Water,NULL,Water,NULL,NULL,Water
1304,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
1305,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
1306,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
1307,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1308,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1309,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1310,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1311,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1312,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1313,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1314,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1315,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1316,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1317,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1318,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1319,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1320,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1321,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1322,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1323,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1324,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1325,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1326,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1327,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1328,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1329,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1330,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1331,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1332,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1333,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1334,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1335,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1336,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1337,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1338,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1339,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1340,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1341,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1342,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1343,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1344,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1345,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1346,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1347,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1348,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1349,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1350,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1351,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1352,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1353,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1354,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1355,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1356,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1357,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1358,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1359,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1360,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1361,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1362,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1363,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1364,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1365,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1366,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1367,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1368,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1369,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1370,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1371,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1372,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1373,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1374,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1375,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1376,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1377,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1378,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
