Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFL_M_R
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Wetland
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Water
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
