Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUS_M_R
9567,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Grassland
9568,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
9569,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
9570,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
9571,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
9572,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
9573,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Forest
9574,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Bareland
9575,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
9576,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
9577,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Wetland,Grassland
9578,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
9579,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
9580,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9581,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
9582,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9583,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9584,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
9585,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
9586,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
9587,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
9588,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
9589,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
9590,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9591,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9592,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
9593,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9594,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9595,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
9596,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9597,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
9598,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
9599,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
9600,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
9601,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
9602,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
9603,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
9604,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9605,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
9606,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9607,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
9608,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
9609,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
9610,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
9611,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
9612,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
9613,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
9614,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
9615,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
9616,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
9617,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
9618,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
9619,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
9620,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
9621,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9622,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9623,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9624,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
9625,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9626,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9627,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9628,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9629,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9630,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9631,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
9632,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
9633,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
9634,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
9635,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9636,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9637,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
9638,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
9639,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
9640,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
9641,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
9642,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
9643,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
9644,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
9645,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
9646,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
9647,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
9648,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
9649,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
9650,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
9651,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
9652,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
9653,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
9654,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
9655,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
9656,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
9657,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Wetland
9658,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
9659,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
9660,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
9661,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
9662,Forest,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
9663,Forest,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
9664,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
9665,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
9666,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
9667,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
9668,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
9669,Forest,NULL,Bareland,Water,Non_Wetland,Water,Forest,Grassland
9670,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9671,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
9672,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
9673,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
9674,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
9675,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
9676,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
9677,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
9678,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
9679,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
9680,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
9681,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
9682,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
9683,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
9684,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
9685,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
9686,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
9687,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
9688,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
9689,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
9690,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
9691,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9692,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
9693,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
9694,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
9695,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
9696,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
9697,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
9698,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
9699,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
9700,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9701,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
9702,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
9703,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
9704,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
9705,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9706,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9707,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Grassland
9708,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
9709,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
9710,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
9711,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
9712,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
9713,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
9714,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
9715,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
9716,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
9717,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
9718,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
9719,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
9720,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
9721,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
9722,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
9723,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
9724,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
9725,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
9726,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
9727,Forest,NULL,Water,NULL,Water,Bareland,Water,Forest
9728,Forest,NULL,Water,NULL,Water,Water,NULL,Grassland
9729,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
9730,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
9731,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
9732,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
9733,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
9734,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
9735,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
9736,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
9737,Forest,NULL,Water,NULL,Water,Water,Water,Water
9738,Forest,NULL,Water,NULL,Water,Water,Water,Forest
9739,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
9740,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
9741,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Forest
9742,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
9743,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
9744,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
9745,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
9746,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
9747,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
9748,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
9749,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
9750,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
9751,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Water
9752,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
9753,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
9754,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Forest
9755,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
9756,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
9757,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
9758,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
9759,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
9760,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
9761,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
9762,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
9763,Forest,NULL,Water,Water,Water,NULL,Water,Forest
9764,Forest,NULL,Water,Water,Water,NULL,Forest,Forest
9765,Forest,NULL,Water,Water,Water,Grassland,Grassland,Grassland
9766,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
9767,Forest,NULL,Water,Water,Water,Grassland,Wetland,Wetland
9768,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
9769,Forest,NULL,Water,Water,Water,Grassland,Bareland,Grassland
9770,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
9771,Forest,NULL,Water,Water,Water,Wetland,NULL,Grassland
9772,Forest,NULL,Water,Water,Water,Wetland,NULL,Forest
9773,Forest,NULL,Water,Water,Water,Wetland,Grassland,Grassland
9774,Forest,NULL,Water,Water,Water,Wetland,Grassland,Wetland
9775,Forest,NULL,Water,Water,Water,Wetland,Grassland,Forest
9776,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
9777,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
9778,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
9779,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
9780,Forest,NULL,Water,Water,Water,Wetland,Bareland,Grassland
9781,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
9782,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
9783,Forest,NULL,Water,Water,Water,Wetland,Water,Water
9784,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
9785,Forest,NULL,Water,Water,Water,Wetland,Forest,Grassland
9786,Forest,NULL,Water,Water,Water,Wetland,Forest,Water
9787,Forest,NULL,Water,Water,Water,Wetland,Forest,Forest
9788,Forest,NULL,Water,Water,Water,Bareland,Grassland,Grassland
9789,Forest,NULL,Water,Water,Water,Bareland,Water,Forest
9790,Forest,NULL,Water,Water,Water,Water,Grassland,Grassland
9791,Forest,NULL,Water,Water,Water,Water,Grassland,Wetland
9792,Forest,NULL,Water,Water,Water,Water,Grassland,Water
9793,Forest,NULL,Water,Water,Water,Water,Grassland,Forest
9794,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
9795,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
9796,Forest,NULL,Water,Water,Water,Water,Wetland,Water
9797,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
9798,Forest,NULL,Water,Water,Water,Water,Water,Grassland
9799,Forest,NULL,Water,Water,Water,Water,Water,Wetland
9800,Forest,NULL,Water,Water,Water,Water,Water,Water
9801,Forest,NULL,Water,Water,Water,Water,Water,Forest
9802,Forest,NULL,Water,Water,Water,Water,Forest,Grassland
9803,Forest,NULL,Water,Water,Water,Water,Forest,Water
9804,Forest,NULL,Water,Water,Water,Water,Forest,Forest
9805,Forest,NULL,Water,Water,Water,Forest,Wetland,Forest
9806,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9807,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9808,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9809,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9810,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9811,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
9812,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9813,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9814,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9815,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9816,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9817,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9818,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9819,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
9820,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9821,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
9822,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
9823,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
9824,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
9825,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9826,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
9827,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9828,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9829,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9830,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
9831,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9832,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
9833,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9834,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9835,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9836,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9837,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
9838,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
9839,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
9840,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
9841,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9842,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
9843,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9844,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9845,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9846,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
9847,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9848,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
9849,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
9850,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
9851,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
9852,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
9853,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
9854,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
9855,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
9856,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
9857,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
9858,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9859,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
9860,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
9861,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
9862,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
9863,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
9864,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9865,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
9866,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9867,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
9868,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
9869,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9870,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9871,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9872,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
9873,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9874,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
9875,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9876,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9877,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
9878,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9879,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9880,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9881,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9882,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
9883,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9884,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9885,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9886,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9887,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
9888,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9889,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
9890,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
9891,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
9892,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9893,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
9894,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
9895,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
9896,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
9897,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
9898,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
9899,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
9900,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
9901,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
9902,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
9903,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
9904,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
9905,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
9906,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
9907,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
9908,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
9909,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
9910,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
9911,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
9912,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Forest
