Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQL_M_R
5195,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
5196,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5197,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5198,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5199,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5200,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5201,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5202,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
5203,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5204,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5205,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
5206,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
5207,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
5208,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
5209,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5210,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5211,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
5212,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
5213,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5214,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
5215,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
5216,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
5217,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5218,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
5219,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
5220,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
5221,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5222,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
5223,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5224,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
5225,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5226,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5227,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5228,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5229,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
5230,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5231,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5232,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5233,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5234,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
5235,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
5236,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5237,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5238,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5239,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5240,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5241,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
5242,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
5243,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5244,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
5245,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
5246,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5247,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Bareland
5248,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
5249,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
5250,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
5251,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
5252,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
5253,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
5254,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
5255,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
5256,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5257,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5258,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5259,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5260,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5261,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5262,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5263,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5264,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5265,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5266,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5267,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5268,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5269,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5270,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5271,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5272,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5273,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5274,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
5275,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5276,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5277,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5278,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5279,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5280,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5281,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5282,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5283,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5284,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5285,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5286,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5287,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5288,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5289,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5290,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5291,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5292,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5293,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5294,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5295,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5296,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5297,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5298,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5299,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
5300,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
5301,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
5302,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5303,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
5304,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5305,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
5306,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5307,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5308,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
5309,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
5310,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
5311,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
5312,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
5313,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
5314,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
5315,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
5316,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5317,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5318,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5319,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5320,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
5321,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
5322,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
5323,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
5324,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
5325,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5326,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
5327,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
5328,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
5329,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
5330,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
5331,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
5332,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
5333,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
5334,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
5335,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
5336,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
5337,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
5338,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
5339,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
5340,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
5341,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
5342,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
5343,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5344,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5345,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5346,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5347,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5348,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5349,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5350,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5351,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5352,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5353,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5354,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5355,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5356,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5357,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5358,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5359,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5360,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5361,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5362,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
5363,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
5364,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5365,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5366,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5367,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5368,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
5369,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
5370,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
5371,Forest,Bareland,Water,NULL,Water,NULL,NULL,Grassland
5372,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5373,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
5374,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5375,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5376,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5377,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5378,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5379,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5380,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5381,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5382,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5383,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5384,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5385,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5386,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5387,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5388,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5389,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5390,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5391,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5392,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5393,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5394,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
5395,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5396,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
5397,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5398,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5399,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5400,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5401,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5402,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5403,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5404,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5405,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
5406,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5407,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
5408,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
5409,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5410,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
5411,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
5412,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5413,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5414,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
5415,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5416,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5417,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5418,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5419,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5420,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5421,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
5422,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5423,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5424,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5425,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
5426,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5427,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5428,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5429,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5430,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5431,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,NULL
5432,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
5433,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
5434,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
5435,Forest,Built-up,Wetland,NULL,Wetland,Water,Grassland,Forest
5436,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
5437,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5438,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5439,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5440,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5441,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5442,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5443,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
5444,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5445,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
5446,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
5447,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5448,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
5449,Forest,Built-up,Water,NULL,Water,Wetland,Grassland,Forest
5450,Forest,Built-up,Water,Water,Water,NULL,NULL,Wetland
5451,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5452,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5453,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
5454,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5455,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5456,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5457,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5458,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5459,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5460,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5461,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5462,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5463,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
5464,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
5465,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5466,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
5467,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5468,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5469,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5470,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,NULL
5471,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5472,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5473,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5474,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
5475,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
5476,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
5477,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
5478,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
5479,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
5480,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5481,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5482,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5483,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5484,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
5485,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5486,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5487,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5488,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5489,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
5490,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5491,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5492,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5493,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5494,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
5495,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
5496,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
5497,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
5498,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
5499,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5500,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5501,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5502,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
5503,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5504,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5505,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5506,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5507,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5508,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5509,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5510,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5511,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5512,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5513,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5514,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5515,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5516,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
5517,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5518,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Forest
5519,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
5520,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5521,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
5522,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5523,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5524,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5525,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
