Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMB_M_R
13697,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
13698,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
13699,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
13700,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
13701,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
13702,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
13703,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
13704,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
13705,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
13706,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
13707,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
13708,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
13709,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
13710,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
13711,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
13712,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
13713,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13714,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
13715,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
13716,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
13717,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
13718,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
13719,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
13720,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13721,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
13722,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
13723,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
13724,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
13725,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13726,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
13727,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
13728,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
13729,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
13730,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
13731,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
13732,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
13733,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
13734,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
13735,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
13736,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
13737,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
13738,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
13739,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
13740,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
13741,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
13742,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
13743,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
13744,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
13745,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13746,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13747,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
13748,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13749,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13750,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
13751,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
13752,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
13753,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13754,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
13755,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13756,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
13757,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
13758,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
13759,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13760,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
13761,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
13762,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
13763,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
13764,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13765,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
13766,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13767,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
13768,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
13769,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
13770,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
13771,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
13772,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
13773,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
13774,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
13775,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
13776,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
13777,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
13778,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
13779,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
13780,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
13781,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
13782,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
13783,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
13784,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
13785,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
13786,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
13787,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
13788,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
13789,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
13790,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
13791,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
13792,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
13793,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
13794,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
13795,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
13796,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
13797,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
13798,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
13799,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
13800,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
13801,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
13802,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
13803,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
13804,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
13805,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
13806,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
13807,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
13808,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
13809,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
13810,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Cropland
13811,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
13812,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
13813,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
13814,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
13815,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
13816,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
13817,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
13818,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
13819,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
13820,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
13821,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
13822,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
13823,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
13824,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
13825,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
13826,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
13827,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
13828,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
13829,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
13830,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
13831,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Cropland
13832,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
13833,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
13834,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
13835,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Bareland
13836,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Water
13837,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
13838,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
13839,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
13840,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
13841,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
13842,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
13843,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
13844,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
13845,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13846,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
13847,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
13848,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
13849,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
13850,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
13851,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
13852,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
13853,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
13854,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
13855,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13856,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
13857,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
13858,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
13859,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13860,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
13861,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
13862,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
13863,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
13864,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
13865,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
13866,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
13867,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
13868,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
13869,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
13870,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
13871,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
13872,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
13873,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
13874,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
13875,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
13876,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
13877,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13878,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
13879,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
13880,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
13881,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
13882,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
13883,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
13884,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
13885,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
13886,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
13887,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
13888,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
13889,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
13890,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
13891,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
13892,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
13893,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
13894,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
13895,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
13896,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
13897,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13898,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
13899,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
13900,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
13901,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
13902,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
13903,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
13904,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
13905,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
13906,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13907,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
13908,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
13909,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
13910,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
13911,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
13912,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
13913,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
13914,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
13915,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
13916,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
13917,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
13918,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,Cropland
13919,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
13920,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
13921,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
13922,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
13923,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
13924,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
13925,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
13926,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Cropland
13927,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
13928,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
13929,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
13930,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
13931,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13932,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13933,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13934,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
13935,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
13936,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
13937,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
13938,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
13939,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
13940,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
13941,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
13942,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
13943,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
13944,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
13945,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
13946,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
13947,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
13948,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
13949,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
13950,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
13951,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
13952,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
13953,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,NULL
13954,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
13955,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
13956,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
13957,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
13958,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
13959,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
13960,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
13961,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
13962,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
13963,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
13964,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
13965,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Bareland
13966,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
13967,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
13968,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
13969,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Cropland
13970,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
13971,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Cropland
13972,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
13973,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
13974,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
13975,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
13976,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
13977,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
13978,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
13979,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Cropland
13980,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
13981,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
13982,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
13983,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
13984,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
13985,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
13986,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
13987,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13988,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,NULL
13989,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,NULL
13990,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
13991,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
13992,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
13993,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
13994,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Cropland
13995,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
13996,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
13997,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
13998,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
13999,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
14000,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
14001,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
14002,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
14003,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
14004,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
14005,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
14006,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
14007,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
14008,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
14009,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland,Shrubland,Cropland
14010,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
14011,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
