Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCM_M_R
8498,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
8499,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
8500,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
8501,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Water
8502,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
8503,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Bareland,Forest
8504,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Grassland
8505,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Water
8506,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
8507,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Grassland
8508,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Forest
8509,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,NULL,Forest
8510,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
8511,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
8512,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
8513,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Bareland
8514,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
8515,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
8516,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
8517,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Bareland,Water
8518,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
8519,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
8520,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Bareland
8521,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Water
8522,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
8523,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
8524,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Water
8525,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
8526,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
8527,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
8528,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
8529,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
8530,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
8531,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
8532,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
8533,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Bareland
8534,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Water
8535,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
8536,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
8537,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
8538,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
8539,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
8540,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
8541,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
8542,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Bareland
8543,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
8544,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
8545,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
8546,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
8547,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
8548,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
8549,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
8550,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Water
8551,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Forest
8552,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Forest,Grassland
8553,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Forest,Bareland
8554,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Forest,Water
8555,Forest,Forest,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
8556,Forest,Forest,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
8557,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
8558,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Bareland
8559,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
8560,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
8561,Forest,Forest,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
8562,Forest,Forest,Grassland,Water,Non_Wetland,Water,Bareland,Water
8563,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
8564,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Bareland
8565,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
8566,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
8567,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Grassland
8568,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Bareland
8569,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Forest
8570,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Grassland
8571,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Grassland
8572,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8573,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8574,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
8575,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
8576,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
8577,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
8578,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8579,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8580,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8581,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8582,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8583,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
8584,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
8585,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8586,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
8587,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8588,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
8589,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8590,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Water
8591,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8592,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8593,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
8594,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8595,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
8596,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8597,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
8598,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
8599,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
8600,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
8601,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
8602,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
8603,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8604,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8605,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8606,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
8607,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8608,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8609,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8610,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8611,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8612,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
8613,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8614,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
8615,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
8616,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
8617,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
8618,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Water
8619,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
8620,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
8621,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
8622,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
8623,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
8624,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8625,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8626,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
8627,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
8628,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8629,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8630,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8631,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
8632,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
8633,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
8634,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8635,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8636,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8637,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Water
8638,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8639,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
8640,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
8641,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8642,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
8643,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
8644,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
8645,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
8646,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
8647,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8648,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
8649,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8650,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8651,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
8652,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
8653,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
8654,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Water
8655,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
8656,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8657,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
8658,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8659,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8660,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
8661,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
8662,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
8663,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8664,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
8665,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
8666,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
8667,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Bareland,Forest
8668,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
8669,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Water
8670,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
8671,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
8672,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
8673,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8674,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
8675,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
8676,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
8677,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
8678,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Grassland
8679,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Water
8680,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
8681,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
8682,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
8683,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
8684,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
8685,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
8686,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
8687,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
8688,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Water
8689,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
8690,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
8691,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Forest
8692,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
8693,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Grassland,Forest
8694,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
8695,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
8696,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
8697,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Water
8698,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Forest
8699,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Forest,Water
8700,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Forest,Forest
8701,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Water
8702,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Forest
8703,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Forest,Forest
8704,Forest,Forest,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
8705,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
8706,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Water
8707,Forest,Forest,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
8708,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Grassland
8709,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Bareland
8710,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Water
8711,Forest,Forest,Cropland,Water,Non_Wetland,Water,Forest,Grassland
8712,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
8713,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8714,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
8715,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
8716,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
8717,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
8718,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
8719,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Grassland
8720,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
8721,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
8722,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
8723,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
8724,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
8725,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
8726,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
8727,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
8728,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
8729,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8730,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Water
8731,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
8732,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
8733,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8734,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
8735,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
8736,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
8737,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Water
8738,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
8739,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
8740,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
8741,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
8742,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
8743,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
8744,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Water
8745,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
8746,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
8747,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
8748,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
8749,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
8750,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8751,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
8752,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8753,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
8754,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
8755,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
8756,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
8757,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
8758,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
8759,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
8760,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
8761,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
8762,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
8763,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
8764,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
8765,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
8766,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
8767,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
8768,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
8769,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
8770,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
8771,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
8772,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
8773,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
8774,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
8775,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Bareland
8776,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
8777,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
8778,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
8779,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
8780,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
8781,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
8782,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
8783,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
8784,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
8785,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
8786,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
8787,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Grassland
8788,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
8789,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Grassland
8790,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
8791,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
8792,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
8793,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
8794,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
8795,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
8796,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
8797,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
8798,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
8799,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
8800,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
8801,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
8802,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
8803,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
8804,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8805,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
8806,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
8807,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
8808,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
8809,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
8810,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
8811,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
8812,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
8813,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
8814,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
8815,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
8816,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
8817,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
8818,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
8819,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
8820,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
8821,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
8822,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
8823,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Water
8824,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
8825,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
8826,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
8827,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8828,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
8829,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8830,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
8831,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
8832,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
8833,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
8834,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8835,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
8836,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Water
8837,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
8838,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
