Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUU_M_R
2175,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
2176,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2177,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2178,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2179,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2180,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2181,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2182,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
2183,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
2184,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2185,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
2186,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2187,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2188,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2189,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2190,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
2191,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
2192,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2193,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2194,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2195,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2196,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
2197,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
2198,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2199,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2200,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2201,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2202,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2203,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2204,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
2205,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2206,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2207,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
2208,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2209,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
2210,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2211,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
2212,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2213,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2214,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2215,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2216,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2217,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
2218,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2219,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2220,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2221,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Wetland
2222,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2223,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2224,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
2225,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2226,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2227,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2228,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2229,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2230,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2231,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
2232,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2233,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2234,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
2235,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2236,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2237,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2238,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2239,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2240,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2241,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2242,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2243,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2244,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2245,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2246,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2247,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2248,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2249,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2250,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
2251,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2252,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2253,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2254,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2255,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
2256,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
2257,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2258,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2259,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2260,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2261,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2262,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2263,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
2264,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2265,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
2266,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2267,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2268,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2269,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2270,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
2271,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2272,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Water
2273,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2274,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
2275,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2276,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2277,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
2278,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2279,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2280,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2281,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
2282,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
2283,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2284,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
2285,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Water
2286,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2287,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2288,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2289,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2290,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
2291,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2292,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
2293,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2294,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2295,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
2296,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2297,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2298,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2299,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
2300,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
2301,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2302,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2303,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
2304,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
2305,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2306,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
2307,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2308,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2309,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2310,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2311,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
2312,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2313,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2314,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
2315,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
2316,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
2317,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
2318,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2319,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2320,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
2321,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2322,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
2323,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
2324,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
2325,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
2326,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
2327,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2328,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2329,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2330,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
2331,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2332,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2333,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2334,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2335,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2336,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2337,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2338,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2339,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2340,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2341,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2342,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2343,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2344,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2345,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2346,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2347,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2348,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2349,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2350,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2351,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2352,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2353,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2354,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2355,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2356,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2357,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2358,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2359,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2360,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2361,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2362,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2363,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2364,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2365,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2366,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2367,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2368,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2369,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2370,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2371,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2372,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2373,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2374,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
2375,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2376,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2377,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2378,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2379,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2380,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2381,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2382,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2383,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
2384,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2385,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
2386,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2387,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2388,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2389,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2390,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
2391,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
2392,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2393,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2394,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2395,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2396,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2397,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
2398,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2399,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2400,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2401,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2402,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2403,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2404,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
2405,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2406,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
2407,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
2408,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2409,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
2410,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
2411,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
2412,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
2413,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
2414,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2415,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2416,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2417,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
2418,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
2419,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
2420,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2421,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2422,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2423,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
2424,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2425,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2426,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2427,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2428,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2429,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2430,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2431,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2432,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2433,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2434,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2435,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2436,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2437,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2438,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2439,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2440,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2441,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2442,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2443,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2444,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2445,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
2446,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2447,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2448,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2449,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2450,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2451,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2452,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2453,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2454,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2455,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2456,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
2457,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2458,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2459,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
2460,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2461,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2462,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2463,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2464,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
2465,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
2466,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2467,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2468,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2469,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
2470,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2471,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2472,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2473,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2474,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
2475,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
2476,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Forest
2477,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
2478,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
2479,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
2480,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
2481,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2482,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2483,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
2484,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2485,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2486,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2487,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
2488,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
2489,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2490,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
2491,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2492,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2493,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2494,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2495,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2496,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2497,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2498,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2499,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2500,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
2501,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2502,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
2503,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2504,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2505,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2506,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2507,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2508,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2509,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2510,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
