Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTF_M_R
2396,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2397,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2398,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2399,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2400,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2401,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2402,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2403,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2404,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2405,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2406,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2407,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2408,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2409,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2410,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2411,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2412,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2413,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2414,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2415,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2416,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2417,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2418,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2419,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2420,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2421,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2422,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2423,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2424,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2425,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2426,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2427,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2428,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2429,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2430,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2431,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2432,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2433,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
2434,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
2435,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2436,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2437,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2438,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2439,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2440,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2441,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2442,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2443,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2444,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2445,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2446,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2447,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2448,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2449,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2450,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2451,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2452,Permanent_ice_and_snow,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2453,Permanent_ice_and_snow,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2454,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2455,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2456,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2457,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2458,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Forest
2459,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
2460,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
2461,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2462,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2463,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2464,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2465,Permanent_ice_and_snow,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2466,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2467,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2468,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2469,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2470,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2471,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2472,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2473,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2474,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2475,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2476,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2477,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
2478,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2479,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2480,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2481,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2482,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2483,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2484,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2485,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2486,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2487,Permanent_ice_and_snow,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
2488,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2489,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2490,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2491,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2492,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2493,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2494,Permanent_ice_and_snow,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2495,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2496,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2497,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2498,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2499,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2500,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
2501,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Bareland
2502,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
2503,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
2504,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Water
2505,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Forest
2506,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Wetland
2507,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
2508,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
2509,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
2510,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2511,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2512,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2513,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2514,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2515,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2516,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2517,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2518,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2519,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2520,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2521,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2522,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2523,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2524,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2525,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2526,Permanent_ice_and_snow,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2527,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2528,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2529,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2530,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2531,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2532,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2533,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Forest
2534,Permanent_ice_and_snow,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2535,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,NULL,Forest
2536,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2537,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2538,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2539,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2540,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2541,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2542,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2543,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2544,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2545,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2546,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2547,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2548,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2549,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2550,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2551,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2552,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2553,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2554,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2555,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2556,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2557,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2558,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2559,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2560,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2561,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2562,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2563,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2564,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2565,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2566,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2567,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2568,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2569,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2570,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2571,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2572,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2573,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2574,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2575,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2576,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2577,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2578,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2579,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2580,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2581,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2582,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2583,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2584,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2585,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2586,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2587,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2588,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2589,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2590,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2591,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2592,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2593,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2594,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2595,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2596,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2597,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2598,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2599,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2600,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2601,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2602,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2603,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2604,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2605,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2606,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2607,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2608,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2609,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2610,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2611,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2612,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2613,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2614,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2615,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2616,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2617,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2618,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2619,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2620,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2621,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2622,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2623,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2624,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2625,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2626,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2627,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2628,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2629,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2630,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2631,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2632,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2633,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2634,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2635,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2636,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2637,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2638,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2639,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2640,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2641,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2642,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2643,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2644,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2645,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2646,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2647,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2648,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2649,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2650,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2651,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2652,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2653,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2654,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2655,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2656,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2657,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2658,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2659,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2660,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2661,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2662,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2663,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2664,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2665,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2666,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2667,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2668,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2669,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2670,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2671,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2672,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2673,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2674,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2675,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2676,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2677,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2678,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2679,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2680,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2681,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2682,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2683,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2684,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2685,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2686,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2687,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
2688,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2689,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
2690,Forest,Cropland,Water,Water,Water,NULL,NULL,Bareland
2691,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
2692,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2693,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2694,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2695,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2696,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2697,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2698,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2699,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2700,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2701,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2702,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2703,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2704,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
2705,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2706,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2707,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2708,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2709,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2710,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2711,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2712,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
