Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKE_M_R
1338,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1339,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1340,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1341,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1342,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1343,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1344,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1345,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1346,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1347,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1348,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1349,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1350,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1351,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1352,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1353,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1354,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1355,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1356,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1357,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1358,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1359,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1360,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1361,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1362,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1363,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1364,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1365,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1366,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1367,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1368,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1369,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1370,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1371,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1372,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
1373,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1374,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1375,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1376,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1377,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1378,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1379,Water,NULL,Water,Water,Water,NULL,NULL,Water
1380,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1381,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1382,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1383,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1384,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1385,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1386,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1387,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1388,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1389,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1390,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1391,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1392,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1393,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1394,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1395,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1396,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1397,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1398,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1399,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1400,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1401,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1402,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1403,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1404,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1405,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1406,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1407,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1408,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1409,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1410,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1411,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1412,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1413,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1414,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1415,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1416,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1417,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1418,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1419,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1420,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1421,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1422,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1423,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1424,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1425,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1426,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1427,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
1428,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
1429,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1430,Water,Cropland,Water,Water,Water,NULL,NULL,Cropland
1431,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1432,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1433,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1434,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1435,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1436,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1437,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1438,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1439,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1440,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1441,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1442,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1443,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1444,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1445,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1446,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1447,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1448,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1449,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1450,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1451,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1452,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1453,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1454,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1455,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1456,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1457,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1458,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1459,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1460,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1461,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1462,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1463,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1464,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1465,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1466,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1467,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1468,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1469,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1470,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1471,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1472,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1473,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1474,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1475,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1476,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1477,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1478,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1479,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1480,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1481,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1482,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1483,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1484,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1485,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1486,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1487,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1488,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1489,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1490,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1491,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1492,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1493,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1494,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1495,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1496,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1497,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1498,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1499,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1500,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1501,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1502,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1503,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1504,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1505,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1506,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1507,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1508,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1509,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1510,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1511,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1512,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1513,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1514,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1515,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1516,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1517,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1518,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1519,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1520,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1521,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1522,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1523,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1524,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1525,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1526,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1527,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1528,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1529,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1530,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1531,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1532,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1533,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1534,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1535,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1536,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1537,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1538,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1539,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1540,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1541,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1542,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1543,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1544,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1545,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1546,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1547,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1548,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1549,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1550,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1551,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1552,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1553,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1554,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1555,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1556,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1557,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1558,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1559,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1560,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1561,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1562,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1563,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1564,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1565,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1566,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1567,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1568,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1569,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1570,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1571,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1572,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1573,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1574,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1575,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1576,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1577,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1578,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1579,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1580,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1581,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1582,Water,Water,Water,NULL,Water,NULL,NULL,NULL
1583,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1584,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1585,Water,Water,Water,NULL,Water,NULL,NULL,Water
1586,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1587,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1588,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1589,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1590,Water,Water,Water,Water,Water,NULL,NULL,NULL
1591,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1592,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1593,Water,Water,Water,Water,Water,NULL,NULL,Water
1594,Water,Water,Water,Water,Water,NULL,NULL,Forest
1595,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1596,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1597,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1598,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1599,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1600,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1601,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1602,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1603,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1604,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1605,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1606,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1607,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1608,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1609,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1610,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1611,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1612,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1613,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1614,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1615,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1616,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1617,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1618,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1619,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
1620,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1621,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1622,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1623,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1624,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1625,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1626,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1627,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1628,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1629,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1630,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1631,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1632,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1633,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1634,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1635,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1636,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1637,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1638,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1639,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1640,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
1641,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1642,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1643,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1644,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1645,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1646,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1647,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1648,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1649,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1650,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1651,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1652,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1653,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1654,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1655,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1656,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1657,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1658,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1659,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1660,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1661,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1662,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1663,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1664,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1665,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1666,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1667,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1668,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1669,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1670,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1671,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1672,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1673,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1674,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1675,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1676,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1677,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1678,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1679,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1680,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1681,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1682,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1683,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1684,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1685,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1686,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
