Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNA_M_R
6158,Forest,Water,Water,Water,Water,NULL,Wetland,Water
6159,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
6160,Forest,Water,Water,Water,Water,NULL,Water,Grassland
6161,Forest,Water,Water,Water,Water,NULL,Water,Wetland
6162,Forest,Water,Water,Water,Water,NULL,Water,Water
6163,Forest,Water,Water,Water,Water,NULL,Water,Forest
6164,Forest,Water,Water,Water,Water,NULL,Forest,Forest
6165,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
6166,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
6167,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
6168,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
6169,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
6170,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
6171,Forest,Water,Water,Water,Water,Wetland,Water,Water
6172,Forest,Water,Water,Water,Water,Wetland,Water,Forest
6173,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
6174,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
6175,Forest,Water,Water,Water,Water,Water,Wetland,Water
6176,Forest,Water,Water,Water,Water,Water,Wetland,Forest
6177,Forest,Water,Water,Water,Water,Water,Water,Grassland
6178,Forest,Water,Water,Water,Water,Water,Water,Wetland
6179,Forest,Water,Water,Water,Water,Water,Water,Water
6180,Forest,Water,Water,Water,Water,Water,Water,Forest
6181,Forest,Water,Water,Water,Water,Water,Forest,Grassland
6182,Forest,Water,Water,Water,Water,Water,Forest,Water
6183,Forest,Water,Water,Water,Water,Water,Forest,Forest
6184,Forest,Water,Water,Water,Water,Forest,Wetland,Grassland
6185,Forest,Water,Water,Water,Water,Forest,Wetland,Wetland
6186,Forest,Water,Water,Water,Water,Forest,Wetland,Water
6187,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
6188,Forest,Water,Water,Water,Water,Forest,Water,Grassland
6189,Forest,Water,Water,Water,Water,Forest,Water,Water
6190,Forest,Water,Water,Water,Water,Forest,Water,Forest
6191,Forest,Water,Water,Water,Water,Forest,Forest,Forest
6192,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6193,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
6194,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6195,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
6196,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
6197,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
6198,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6199,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6200,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6201,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6202,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
6203,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6204,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6205,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6206,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6207,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6208,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
6209,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6210,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
6211,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6212,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6213,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6214,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6215,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
6216,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
6217,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6218,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
6219,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
6220,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
6221,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
6222,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
6223,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
6224,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
6225,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6226,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
6227,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
6228,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
6229,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
6230,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6231,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
6232,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
6233,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
6234,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
6235,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6236,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6237,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
6238,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6239,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
6240,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6241,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
6242,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
6243,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
6244,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
6245,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
6246,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
6247,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
6248,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
6249,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
6250,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
6251,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
6252,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
6253,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6254,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
6255,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
6256,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
6257,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
6258,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
6259,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
6260,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
6261,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
6262,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
6263,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
6264,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
6265,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
6266,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
6267,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
6268,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
6269,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
6270,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
6271,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
6272,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
6273,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
6274,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
6275,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
6276,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
6277,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
6278,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
6279,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
6280,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
6281,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
6282,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
6283,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
6284,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
6285,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6286,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6287,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
6288,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
6289,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6290,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
6291,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
6292,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6293,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6294,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6295,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6296,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6297,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
6298,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6299,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6300,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
6301,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6302,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6303,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6304,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6305,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
6306,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6307,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
6308,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6309,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6310,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6311,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6312,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6313,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
6314,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6315,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6316,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
6317,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
6318,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6319,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
6320,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
6321,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
6322,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
6323,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
6324,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6325,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
6326,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
6327,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
6328,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
6329,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6330,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6331,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6332,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
6333,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
6334,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6335,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6336,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6337,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6338,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
6339,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
6340,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
6341,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
6342,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6343,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
6344,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
6345,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
6346,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6347,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6348,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6349,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
6350,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
6351,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
6352,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
6353,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6354,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6355,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
6356,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
6357,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
6358,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
6359,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6360,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6361,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
6362,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
6363,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6364,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6365,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6366,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
6367,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6368,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
6369,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
6370,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
6371,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
6372,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
6373,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
6374,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
6375,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
6376,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6377,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
6378,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
6379,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
6380,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
6381,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
6382,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
6383,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
6384,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
6385,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
6386,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
6387,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
6388,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Grassland
6389,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
6390,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
6391,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
6392,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
6393,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
6394,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Water
6395,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
6396,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
6397,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Wetland
6398,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
6399,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
6400,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
6401,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
6402,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
6403,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
6404,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
6405,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
6406,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
6407,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Grassland
6408,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
6409,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
6410,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
6411,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Water
6412,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
6413,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6414,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6415,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6416,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6417,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6418,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
6419,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
6420,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6421,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6422,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6423,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6424,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6425,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6426,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6427,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6428,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6429,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6430,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6431,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6432,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
6433,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6434,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
6435,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6436,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6437,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6438,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6439,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6440,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6441,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6442,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
6443,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6444,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6445,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
6446,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6447,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6448,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
6449,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6450,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6451,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6452,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6453,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
6454,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
6455,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6456,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6457,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6458,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6459,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
6460,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6461,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
6462,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
6463,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6464,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6465,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
6466,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6467,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
6468,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
6469,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
6470,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6471,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6472,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6473,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
6474,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
6475,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6476,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6477,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
6478,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6479,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6480,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6481,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6482,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6483,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
6484,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6485,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6486,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
6487,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
6488,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
6489,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
6490,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6491,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6492,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6493,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
6494,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
6495,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
6496,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
6497,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
6498,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
6499,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6500,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
6501,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
6502,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
