Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCF_M_R
3147,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3148,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3149,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3150,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3151,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
3152,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3153,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3154,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3155,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3156,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3157,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
3158,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
3159,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3160,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
3161,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
3162,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3163,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3164,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3165,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3166,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3167,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3168,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3169,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
3170,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3171,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
3172,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
3173,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3174,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3175,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
3176,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3177,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3178,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3179,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
3180,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
3181,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3182,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3183,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
3184,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Forest
3185,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3186,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
3187,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3188,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
3189,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
3190,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
3191,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
3192,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
3193,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
3194,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
3195,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3196,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3197,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3198,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3199,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3200,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
3201,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3202,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
3203,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
3204,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
3205,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3206,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
3207,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
3208,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
3209,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
3210,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
3211,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
3212,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
3213,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
3214,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3215,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3216,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3217,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
3218,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3219,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
3220,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Bareland
3221,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Water
3222,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3223,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
3224,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
3225,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3226,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3227,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
3228,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
3229,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
3230,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3231,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
3232,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
3233,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3234,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3235,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3236,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
3237,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3238,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
3239,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
3240,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
3241,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
3242,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
3243,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
3244,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
3245,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
3246,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3247,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3248,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Water
3249,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
3250,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
3251,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
3252,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
3253,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3254,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
3255,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Grassland
3256,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
3257,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3258,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
3259,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3260,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
3261,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
3262,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3263,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3264,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3265,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3266,Forest,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
3267,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3268,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
3269,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3270,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
3271,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3272,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
3273,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3274,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3275,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3276,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
3277,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3278,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
3279,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3280,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3281,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3282,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
3283,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
3284,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3285,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
3286,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3287,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
3288,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3289,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
3290,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3291,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3292,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
3293,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3294,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3295,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
3296,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
3297,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3298,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
3299,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3300,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3301,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
3302,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
3303,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3304,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
3305,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3306,Forest,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Water
3307,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
3308,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
3309,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3310,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
3311,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
3312,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3313,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3314,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
3315,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
3316,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
3317,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
3318,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
3319,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
3320,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
3321,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3322,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
3323,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
3324,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
3325,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
3326,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
3327,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
3328,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3329,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3330,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3331,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
3332,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3333,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3334,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3335,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3336,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3337,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3338,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3339,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3340,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
3341,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3342,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3343,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
3344,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3345,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3346,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
3347,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3348,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
3349,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3350,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
3351,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
3352,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
3353,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
3354,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
3355,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
3356,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
3357,Forest,Water,Water,NULL,Water,NULL,Water,Water
3358,Forest,Water,Water,NULL,Water,NULL,Water,Forest
3359,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
3360,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
3361,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
3362,Forest,Water,Water,NULL,Water,Wetland,Bareland,Forest
3363,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
3364,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
3365,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
3366,Forest,Water,Water,NULL,Water,Bareland,Grassland,Forest
3367,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
3368,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
3369,Forest,Water,Water,NULL,Water,Bareland,Bareland,Grassland
3370,Forest,Water,Water,NULL,Water,Bareland,Bareland,Forest
3371,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
3372,Forest,Water,Water,NULL,Water,Water,Wetland,Water
3373,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
3374,Forest,Water,Water,NULL,Water,Water,Bareland,Water
3375,Forest,Water,Water,NULL,Water,Water,Water,Bareland
3376,Forest,Water,Water,NULL,Water,Water,Water,Water
3377,Forest,Water,Water,NULL,Water,Water,Water,Forest
3378,Forest,Water,Water,NULL,Water,Water,Forest,Water
3379,Forest,Water,Water,NULL,Water,Water,Forest,Forest
3380,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
3381,Forest,Water,Water,NULL,Water,Forest,Water,Forest
3382,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
3383,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
3384,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
3385,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
3386,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
3387,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
3388,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
3389,Forest,Water,Water,Non_Water,Water,Wetland,Bareland,Grassland
3390,Forest,Water,Water,Non_Water,Water,Wetland,Bareland,Forest
3391,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
3392,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
3393,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Water
3394,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
3395,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
3396,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
3397,Forest,Water,Water,Non_Water,Water,Bareland,Forest,Water
3398,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
3399,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
3400,Forest,Water,Water,Non_Water,Water,Water,Bareland,Water
3401,Forest,Water,Water,Non_Water,Water,Water,Water,Bareland
3402,Forest,Water,Water,Non_Water,Water,Water,Water,Water
3403,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
3404,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
3405,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
3406,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
3407,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
3408,Forest,Water,Water,Water,Water,NULL,Grassland,Forest
3409,Forest,Water,Water,Water,Water,NULL,Wetland,Water
3410,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
3411,Forest,Water,Water,Water,Water,NULL,Bareland,Forest
3412,Forest,Water,Water,Water,Water,NULL,Water,Bareland
3413,Forest,Water,Water,Water,Water,NULL,Water,Water
3414,Forest,Water,Water,Water,Water,NULL,Water,Forest
3415,Forest,Water,Water,Water,Water,Grassland,Water,Forest
3416,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
3417,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
3418,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
3419,Forest,Water,Water,Water,Water,Wetland,Bareland,Bareland
3420,Forest,Water,Water,Water,Water,Wetland,Bareland,Water
3421,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
3422,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
3423,Forest,Water,Water,Water,Water,Wetland,Water,Bareland
3424,Forest,Water,Water,Water,Water,Wetland,Water,Water
3425,Forest,Water,Water,Water,Water,Wetland,Water,Forest
3426,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
3427,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
3428,Forest,Water,Water,Water,Water,Bareland,Bareland,Water
3429,Forest,Water,Water,Water,Water,Bareland,Water,Water
3430,Forest,Water,Water,Water,Water,Bareland,Water,Forest
3431,Forest,Water,Water,Water,Water,Bareland,Forest,Forest
3432,Forest,Water,Water,Water,Water,Water,Wetland,Water
3433,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3434,Forest,Water,Water,Water,Water,Water,Water,Grassland
3435,Forest,Water,Water,Water,Water,Water,Water,Water
3436,Forest,Water,Water,Water,Water,Water,Water,Forest
3437,Forest,Water,Water,Water,Water,Water,Forest,Water
3438,Forest,Water,Water,Water,Water,Water,Forest,Forest
3439,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3440,Forest,Water,Water,Water,Water,Forest,Bareland,Water
3441,Forest,Water,Water,Water,Water,Forest,Water,Water
3442,Forest,Water,Water,Water,Water,Forest,Forest,Water
3443,Forest,Water,Water,Water,Water,Forest,Forest,Forest
3444,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3445,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3446,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3447,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3448,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3449,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3450,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3451,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3452,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3453,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3454,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3455,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3456,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3457,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3458,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3459,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3460,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
3461,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
3462,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3463,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3464,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
3465,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3466,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
3467,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3468,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3469,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3470,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3471,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3472,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3473,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3474,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3475,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
3476,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3477,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
3478,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3479,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3480,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3481,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3482,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3483,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
3484,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3485,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3486,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3487,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3488,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3489,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3490,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3491,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
3492,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3493,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3494,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3495,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3496,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
3497,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3498,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3499,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
3500,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3501,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3502,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
3503,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
3504,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3505,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
3506,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3507,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3508,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
3509,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3510,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3511,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3512,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Water
3513,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
3514,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3515,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
3516,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
