Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NLF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NLF_M_R
1100,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1101,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1102,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1103,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1104,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
1105,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1106,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
1107,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
1108,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1109,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1110,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1111,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1112,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1113,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1114,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1115,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
1116,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1117,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1118,Forest,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
1119,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1120,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1121,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1122,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1123,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1124,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1125,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1126,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1127,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1128,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
1129,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1130,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1131,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1132,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1133,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1134,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1135,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1136,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1137,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1138,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1139,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1140,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1141,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1142,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1143,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1144,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
1145,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
1146,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1147,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1148,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
1149,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1150,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1151,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1152,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1153,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1154,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1155,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1156,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1157,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1158,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1159,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1160,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1161,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1162,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1163,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1164,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1165,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1166,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1167,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1168,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1169,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1170,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1171,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1172,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
1173,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1174,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1175,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1176,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1177,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1178,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1179,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1180,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1181,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1182,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1183,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1184,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1185,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1186,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1187,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1188,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1189,Forest,NULL,Water,NULL,Water,NULL,Wetland,Grassland
1190,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1191,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
1192,Forest,NULL,Water,NULL,Water,Grassland,Water,Wetland
1193,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
1194,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
1195,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1196,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1197,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1198,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
1199,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
1200,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
1201,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
1202,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
1203,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
1204,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
1205,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
1206,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
1207,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
1208,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
1209,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Water
1210,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
1211,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1212,Forest,NULL,Water,Water,Water,Grassland,Wetland,Wetland
1213,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
1214,Forest,NULL,Water,Water,Water,Grassland,Water,Wetland
1215,Forest,NULL,Water,Water,Water,Wetland,Grassland,Forest
1216,Forest,NULL,Water,Water,Water,Wetland,Wetland,NULL
1217,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1218,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1219,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
1220,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
1221,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
1222,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
1223,Forest,NULL,Water,Water,Water,Wetland,Water,Water
1224,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
1225,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
1226,Forest,NULL,Water,Water,Water,Water,Wetland,Water
1227,Forest,NULL,Water,Water,Water,Water,Water,Grassland
1228,Forest,NULL,Water,Water,Water,Water,Water,Wetland
1229,Forest,NULL,Water,Water,Water,Water,Water,Water
1230,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1231,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1232,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1233,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1234,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1235,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1236,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1237,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1238,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1239,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1240,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1241,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1242,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1243,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1244,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1245,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
1246,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1247,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1248,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1249,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1250,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1251,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1252,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1253,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1254,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1255,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1256,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1257,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1258,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1259,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1260,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1261,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1262,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1263,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1264,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1265,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1266,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1267,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1268,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1269,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1270,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1271,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1272,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1273,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1274,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1275,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1276,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1277,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1278,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1279,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Water,Forest
1280,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
1281,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1282,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1283,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1284,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1285,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1286,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1287,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
1288,Forest,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Forest
1289,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1290,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1291,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1292,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1293,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1294,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1295,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1296,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1297,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1298,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
1299,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
1300,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
1301,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
1302,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1303,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1304,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1305,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1306,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1307,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1308,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1309,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1310,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
1311,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1312,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1313,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1314,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1315,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1316,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1317,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1318,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1319,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1320,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1321,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1322,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1323,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1324,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1325,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1326,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1327,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
1328,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
1329,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1330,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1331,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1332,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1333,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1334,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1335,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1336,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1337,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1338,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1339,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
1340,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1341,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1342,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1343,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1344,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1345,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1346,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1347,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1348,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,NULL
1349,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
1350,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1351,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
1352,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
1353,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
1354,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
1355,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
1356,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1357,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
1358,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
1359,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
1360,Forest,Wetland,Water,Water,Water,Wetland,Wetland,NULL
1361,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1362,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1363,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1364,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
1365,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
1366,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
1367,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
1368,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
1369,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
1370,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
1371,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
1372,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
1373,Forest,Wetland,Water,Water,Water,Water,Water,Water
1374,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1375,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
1376,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1377,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1378,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
1379,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1380,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1381,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1382,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1383,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1384,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1385,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1386,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1387,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1388,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1389,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1390,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1391,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
1392,Forest,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1393,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Water,Forest
1394,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1395,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
1396,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1397,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1398,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
1399,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1400,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1401,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1402,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1403,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Built-up
1404,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1405,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1406,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1407,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1408,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1409,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1410,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1411,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1412,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1413,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1414,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1415,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1416,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1417,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1418,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1419,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1420,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1421,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1422,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1423,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1424,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1425,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,NULL
1426,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1427,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Built-up
1428,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1429,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1430,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1431,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Built-up
1432,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1433,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
1434,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1435,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1436,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1437,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1438,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1439,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1440,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,Grassland
1441,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
1442,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1443,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1444,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1445,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1446,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1447,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1448,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
1449,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1450,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
1451,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
