Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQA_M_R
326,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
327,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
328,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
329,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
330,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
331,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
332,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
333,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
334,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
335,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
336,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
337,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
338,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
339,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
340,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
341,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
342,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
343,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
344,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
345,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
346,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
347,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
348,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
349,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
350,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
351,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
352,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
353,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
354,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
355,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
356,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
357,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
358,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
359,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
360,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
361,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
362,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
363,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
364,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
365,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
366,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
367,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
368,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
369,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
370,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
371,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
372,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
373,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
374,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
375,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
376,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
377,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
378,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
379,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
380,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
381,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
382,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
383,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
384,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
385,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
386,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
387,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
388,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
389,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
390,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
391,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
392,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
393,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
394,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
395,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
396,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
397,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
398,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
399,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
400,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
401,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
402,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
403,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
404,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
405,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
406,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
407,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
408,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
409,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
410,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
411,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
412,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
413,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
414,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
415,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
416,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
417,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
418,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
419,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
420,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
421,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
422,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
423,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
424,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
425,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
426,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
427,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
428,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
429,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
430,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
431,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
432,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Forest
433,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
434,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
435,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
436,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
437,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
438,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
439,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
440,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
441,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
442,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
443,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
444,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
445,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
446,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
447,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
448,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
449,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
450,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
451,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
452,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
453,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
454,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
455,NULL,NULL,Wetland,Water,Wetland,Built-up,Water,Grassland
456,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
457,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
458,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
459,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
460,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
461,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
462,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
463,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
464,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
465,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
466,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
467,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
468,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
469,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
470,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
471,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
472,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
473,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
474,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
475,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
476,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
477,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
478,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
479,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
480,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
481,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
482,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
483,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
484,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
485,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
486,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
487,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
488,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
489,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
490,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
491,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
492,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
493,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
494,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
495,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
496,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Bareland
497,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
498,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
499,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
500,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
501,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Bareland
502,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
503,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
504,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
505,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Built-up
506,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
507,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
508,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Wetland
509,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
510,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
511,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
512,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
513,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
514,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
515,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
516,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
517,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Bareland
518,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
519,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
520,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
521,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
522,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
523,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
524,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
525,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
526,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
527,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
528,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
529,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
530,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
531,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
532,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
533,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
534,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
535,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
536,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
537,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
538,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
539,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
540,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
541,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
542,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
543,NULL,NULL,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
544,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
545,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
546,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
547,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
548,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
549,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
550,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
551,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
552,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
553,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
554,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Forest
555,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
556,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
557,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
558,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
559,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
560,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
561,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
562,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
563,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
564,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
565,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
566,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
567,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
568,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
569,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
570,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Wetland
571,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
572,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
573,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
574,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Forest,Grassland
575,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
576,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
577,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
578,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
579,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Bareland
580,NULL,NULL,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
581,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
582,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
583,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
584,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
585,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
586,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
587,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
588,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
589,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
590,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
591,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
592,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
593,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
594,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
595,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
596,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
597,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
598,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
599,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
600,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
601,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
602,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
603,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
604,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
605,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
606,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
607,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
608,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
609,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
610,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
611,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
612,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
613,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
614,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
615,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
616,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
617,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
618,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
619,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
620,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
621,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
622,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
623,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
624,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
625,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
626,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
627,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
628,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
629,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
630,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
631,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
632,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
633,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
634,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Forest
635,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
636,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
637,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
638,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
639,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
640,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
641,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
642,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
643,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
644,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Water
645,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
646,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
647,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
648,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
649,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
650,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
651,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Forest,Grassland
652,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
653,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
654,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
655,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
656,NULL,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Grassland
657,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
658,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
659,NULL,NULL,Water,NULL,Water,NULL,Wetland,Forest
660,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
661,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
662,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
663,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
664,NULL,NULL,Water,NULL,Water,Wetland,Water,Forest
665,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Wetland
666,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Forest
667,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
668,NULL,NULL,Water,NULL,Water,Water,Wetland,Forest
669,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
670,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
671,NULL,NULL,Water,NULL,Water,Water,Water,Water
672,NULL,NULL,Water,NULL,Water,Water,Water,Forest
673,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
