Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRF_M_R
2819,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2820,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
2821,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
2822,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
2823,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
2824,Forest,Water,Wetland,Water,Wetland,Forest,Grassland,Water
2825,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
2826,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2827,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
2828,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
2829,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2830,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2831,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
2832,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2833,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2834,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2835,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2836,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2837,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2838,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2839,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
2840,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
2841,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2842,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2843,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2844,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2845,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2846,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2847,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2848,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2849,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2850,Forest,Water,Water,NULL,Water,NULL,Water,Water
2851,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2852,Forest,Water,Water,NULL,Water,NULL,Forest,Water
2853,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
2854,Forest,Water,Water,NULL,Water,Grassland,Grassland,Grassland
2855,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
2856,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
2857,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
2858,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2859,Forest,Water,Water,NULL,Water,Wetland,Water,Water
2860,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2861,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
2862,Forest,Water,Water,NULL,Water,Water,Grassland,Water
2863,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
2864,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
2865,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2866,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2867,Forest,Water,Water,NULL,Water,Water,Water,Grassland
2868,Forest,Water,Water,NULL,Water,Water,Water,Bareland
2869,Forest,Water,Water,NULL,Water,Water,Water,Water
2870,Forest,Water,Water,NULL,Water,Water,Water,Forest
2871,Forest,Water,Water,NULL,Water,Water,Forest,Water
2872,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2873,Forest,Water,Water,NULL,Water,Forest,Water,Water
2874,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2875,Forest,Water,Water,NULL,Water,Forest,Forest,Water
2876,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2877,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
2878,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2879,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2880,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2881,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
2882,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
2883,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2884,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2885,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2886,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2887,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
2888,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
2889,Forest,Water,Water,Water,Water,NULL,Wetland,Water
2890,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2891,Forest,Water,Water,Water,Water,NULL,Water,Grassland
2892,Forest,Water,Water,Water,Water,NULL,Water,Water
2893,Forest,Water,Water,Water,Water,NULL,Water,Forest
2894,Forest,Water,Water,Water,Water,NULL,Forest,Water
2895,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
2896,Forest,Water,Water,Water,Water,Grassland,Water,Water
2897,Forest,Water,Water,Water,Water,Grassland,Water,Forest
2898,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
2899,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
2900,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
2901,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
2902,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
2903,Forest,Water,Water,Water,Water,Wetland,Water,Water
2904,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2905,Forest,Water,Water,Water,Water,Wetland,Forest,Water
2906,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
2907,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
2908,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
2909,Forest,Water,Water,Water,Water,Bareland,Water,Water
2910,Forest,Water,Water,Water,Water,Bareland,Water,Forest
2911,Forest,Water,Water,Water,Water,Water,Grassland,Forest
2912,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
2913,Forest,Water,Water,Water,Water,Water,Wetland,Water
2914,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2915,Forest,Water,Water,Water,Water,Water,Water,Grassland
2916,Forest,Water,Water,Water,Water,Water,Water,Bareland
2917,Forest,Water,Water,Water,Water,Water,Water,Water
2918,Forest,Water,Water,Water,Water,Water,Water,Forest
2919,Forest,Water,Water,Water,Water,Water,Forest,Grassland
2920,Forest,Water,Water,Water,Water,Water,Forest,Water
2921,Forest,Water,Water,Water,Water,Water,Forest,Forest
2922,Forest,Water,Water,Water,Water,Forest,Grassland,Forest
2923,Forest,Water,Water,Water,Water,Forest,Wetland,Water
2924,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2925,Forest,Water,Water,Water,Water,Forest,Water,Water
2926,Forest,Water,Water,Water,Water,Forest,Water,Forest
2927,Forest,Water,Water,Water,Water,Forest,Forest,Water
2928,Forest,Water,Water,Water,Water,Forest,Forest,Forest
2929,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2930,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2931,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2932,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2933,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2934,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2935,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2936,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
2937,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2938,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2939,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2940,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2941,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2942,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
2943,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2944,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2945,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2946,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2947,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2948,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2949,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2950,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2951,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2952,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2953,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2954,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
2955,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2956,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2957,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2958,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2959,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2960,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2961,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2962,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2963,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2964,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2965,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2966,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2967,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
2968,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2969,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2970,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2971,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
2972,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2973,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
2974,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2975,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2976,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2977,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2978,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2979,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
2980,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2981,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2982,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2983,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2984,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2985,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
2986,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2987,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2988,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2989,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2990,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2991,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2992,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2993,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2994,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
2995,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2996,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
2997,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
2998,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2999,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3000,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3001,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3002,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
3003,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
3004,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
3005,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
3006,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
3007,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Bareland
3008,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3009,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3010,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Bareland
3011,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
3012,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
3013,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
3014,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
3015,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
3016,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3017,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3018,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3019,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
3020,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
3021,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3022,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3023,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3024,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3025,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
3026,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
3027,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3028,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3029,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
3030,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3031,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3032,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3033,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3034,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3035,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3036,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3037,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3038,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3039,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3040,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3041,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3042,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3043,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3044,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3045,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3046,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3047,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3048,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3049,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3050,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
3051,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3052,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
3053,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3054,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3055,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3056,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3057,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3058,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3059,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3060,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3061,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3062,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3063,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3064,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3065,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3066,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
3067,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3068,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
3069,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3070,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3071,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3072,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3073,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3074,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3075,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3076,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3077,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3078,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3079,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3080,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3081,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3082,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3083,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3084,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3085,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3086,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3087,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3088,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3089,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3090,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3091,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3092,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3093,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3094,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3095,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
3096,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3097,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3098,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3099,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3100,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3101,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3102,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3103,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3104,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3105,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3106,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3107,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3108,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3109,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3110,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3111,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3112,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3113,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3114,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3115,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3116,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3117,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3118,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3119,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
3120,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
3121,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3122,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3123,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3124,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3125,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
3126,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3127,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3128,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3129,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3130,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
3131,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3132,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3133,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
3134,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3135,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3136,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3137,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3138,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3139,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3140,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3141,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3142,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3143,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3144,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
3145,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
3146,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
3147,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
3148,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3149,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
3150,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
3151,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
3152,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Water
3153,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3154,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
3155,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
3156,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
3157,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3158,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3159,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3160,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3161,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3162,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3163,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3164,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3165,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3166,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3167,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3168,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3169,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3170,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3171,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3172,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3173,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3174,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3175,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3176,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3177,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
