Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NWH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NWH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NWH_M_R
1037,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1038,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1039,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1040,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1041,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1042,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1043,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1044,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1045,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1046,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1047,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1048,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1049,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1050,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1051,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1052,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1053,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1054,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1055,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1056,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1057,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1058,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1059,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1060,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1061,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1062,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1063,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1064,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1065,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1066,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1067,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1068,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1069,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1070,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1071,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1072,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1073,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1074,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1075,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1076,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1077,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1078,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1079,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1080,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1081,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1082,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1083,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1084,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1085,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1086,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1087,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1088,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1089,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1090,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1091,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1092,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1093,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1094,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1095,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1096,Water,NULL,Water,Water,Water,NULL,NULL,Water
1097,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1098,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1099,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1100,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1101,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1102,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1103,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1104,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1105,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1106,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1107,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1108,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1109,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1110,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1111,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1112,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1113,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1114,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1115,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1116,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1117,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1118,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1119,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1120,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1121,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1122,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1123,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1124,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1125,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1126,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1127,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1128,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1129,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1130,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1131,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1132,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1133,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1134,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1135,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1136,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1137,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1138,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1139,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1140,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1141,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1142,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1143,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
1144,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1145,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
1146,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
1147,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1148,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
1149,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1150,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1151,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1152,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1153,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1154,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1155,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1156,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1157,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1158,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1159,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1160,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1161,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1162,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1163,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1164,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1165,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1166,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1167,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1168,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1169,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1170,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1171,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1172,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1173,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1174,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1175,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1176,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1177,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1178,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1179,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1180,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1181,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1182,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1183,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1184,Water,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1185,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1186,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1187,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1188,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1189,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1190,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1191,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1192,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1193,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1194,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1195,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1196,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1197,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1198,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1199,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1200,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1201,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1202,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1203,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1204,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1205,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1206,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1207,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1208,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1209,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1210,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1211,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1212,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1213,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1214,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1215,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1216,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1217,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1218,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1219,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1220,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1221,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1222,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1223,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1224,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1225,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1226,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1227,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1228,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1229,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1230,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1231,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
1232,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1233,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1234,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1235,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1236,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1237,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1238,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
1239,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1240,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1241,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1242,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1243,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1244,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1245,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1246,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1247,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1248,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1249,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1250,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1251,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1252,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1253,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1254,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1255,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1256,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1257,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1258,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1259,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1260,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
1261,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1262,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
1263,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
1264,Water,Built-up,Water,Water,Water,NULL,NULL,Water
1265,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1266,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1267,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1268,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1269,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1270,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1271,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1272,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1273,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1274,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1275,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1276,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1277,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1278,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1279,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1280,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1281,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1282,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1283,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1284,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1285,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1286,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1287,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1288,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1289,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1290,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1291,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1292,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1293,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1294,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1295,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1296,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1297,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1298,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1299,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1300,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1301,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1302,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1303,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1304,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1305,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1306,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1307,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1308,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1309,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1310,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1311,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1312,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1313,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1314,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1315,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1316,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1317,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1318,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1319,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1320,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1321,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1322,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1323,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1324,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1325,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1326,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1327,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1328,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1329,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1330,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1331,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1332,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1333,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1334,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1335,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1336,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1337,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1338,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1339,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1340,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1341,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1342,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1343,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1344,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1345,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1346,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1347,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1348,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1349,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1350,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1351,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1352,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1353,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1354,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1355,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1356,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1357,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1358,Water,Water,Water,NULL,Water,NULL,NULL,Water
1359,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1360,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1361,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1362,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1363,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1364,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1365,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1366,Water,Water,Water,Water,Water,NULL,NULL,Cropland
1367,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1368,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1369,Water,Water,Water,Water,Water,NULL,NULL,Water
1370,Water,Water,Water,Water,Water,NULL,NULL,Forest
1371,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1372,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1373,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1374,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1375,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1376,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1377,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1378,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1379,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1380,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1381,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1382,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1383,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1384,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1385,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1386,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1387,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1388,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1389,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1390,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1391,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1392,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1393,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1394,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1395,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1396,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
