Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDH_M_R
4213,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
4214,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
4215,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4216,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4217,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4218,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4219,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
4220,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4221,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
4222,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4223,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4224,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
4225,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4226,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4227,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4228,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
4229,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
4230,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4231,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4232,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4233,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4234,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4235,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4236,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4237,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4238,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4239,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
4240,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4241,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4242,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4243,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4244,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4245,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
4246,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
4247,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4248,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
4249,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
4250,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4251,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
4252,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
4253,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
4254,Forest,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Forest
4255,Forest,Built-up,Wetland,NULL,Wetland,Water,NULL,Forest
4256,Forest,Built-up,Wetland,NULL,Wetland,Forest,NULL,Forest
4257,Forest,Built-up,Wetland,NULL,Wetland,Forest,Bareland,Forest
4258,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4259,Forest,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
4260,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4261,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4262,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4263,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4264,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
4265,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4266,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4267,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4268,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4269,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4270,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
4271,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
4272,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
4273,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
4274,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4275,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4276,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
4277,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
4278,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4279,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
4280,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
4281,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
4282,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4283,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4284,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
4285,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
4286,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
4287,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
4288,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4289,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4290,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4291,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4292,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4293,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4294,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4295,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4296,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4297,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4298,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4299,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
4300,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4301,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4302,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4303,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4304,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4305,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4306,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
4307,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4308,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
4309,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
4310,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
4311,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
4312,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
4313,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
4314,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
4315,Forest,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Built-up
4316,Forest,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
4317,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4318,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4319,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4320,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4321,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
4322,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4323,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
4324,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4325,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
4326,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
4327,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4328,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
4329,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4330,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
4331,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4332,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4333,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Water
4334,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4335,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4336,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
4337,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4338,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
4339,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4340,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
4341,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
4342,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4343,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4344,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
4345,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
4346,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
4347,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4348,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
4349,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
4350,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
4351,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
4352,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
4353,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
4354,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
4355,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4356,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4357,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
4358,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4359,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4360,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
4361,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
4362,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4363,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
4364,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4365,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4366,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Water
4367,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
4368,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
4369,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
4370,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
4371,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
4372,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
4373,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4374,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
4375,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
4376,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
4377,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
4378,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
4379,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
4380,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
4381,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
4382,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
4383,Forest,Water,NULL,Water,Non_Wetland,NULL,Grassland,Forest
4384,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
4385,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
4386,Forest,Water,NULL,Water,Non_Wetland,Grassland,NULL,Water
4387,Forest,Water,NULL,Water,Non_Wetland,Grassland,NULL,Forest
4388,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
4389,Forest,Water,NULL,Water,Non_Wetland,Grassland,Forest,Water
4390,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
4391,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Grassland
4392,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Water
4393,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
4394,Forest,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
4395,Forest,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
4396,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
4397,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
4398,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
4399,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
4400,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
4401,Forest,Water,NULL,Water,Non_Wetland,Forest,NULL,Forest
4402,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
4403,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
4404,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4405,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4406,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4407,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4408,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
4409,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4410,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4411,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4412,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
4413,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4414,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
4415,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4416,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
4417,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
4418,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
4419,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4420,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4421,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
4422,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4423,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
4424,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4425,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4426,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
4427,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4428,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4429,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
4430,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4431,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
4432,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
4433,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
4434,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
4435,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
4436,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Water
4437,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
4438,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
4439,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
4440,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
4441,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
4442,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
4443,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4444,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
4445,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
4446,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
4447,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Water
4448,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
4449,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4450,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
4451,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
4452,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
4453,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
4454,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Water
4455,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
4456,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
4457,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
4458,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
4459,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
4460,Forest,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
4461,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
4462,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
4463,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
4464,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
4465,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
4466,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
4467,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
4468,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Water
4469,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4470,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
4471,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4472,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4473,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Water
4474,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4475,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4476,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4477,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
4478,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4479,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
4480,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4481,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4482,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
4483,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4484,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4485,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4486,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
4487,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
4488,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
4489,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4490,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4491,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
4492,Forest,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4493,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4494,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4495,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4496,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4497,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
4498,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
4499,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
4500,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
4501,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Water
4502,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
4503,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4504,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4505,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
4506,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4507,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
4508,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
4509,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
4510,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4511,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
4512,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
4513,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
4514,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
4515,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
4516,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
4517,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
4518,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
4519,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
4520,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
4521,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
4522,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
4523,Forest,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
4524,Forest,Water,Grassland,Water,Non_Wetland,Water,NULL,Forest
4525,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Grassland
4526,Forest,Water,Grassland,Water,Non_Wetland,Forest,NULL,Forest
4527,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4528,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4529,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4530,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4531,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4532,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4533,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4534,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
4535,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4536,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4537,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4538,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
4539,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
4540,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
4541,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4542,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4543,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
4544,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4545,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
4546,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4547,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
4548,Forest,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
4549,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
4550,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
4551,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
4552,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
