Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25MCM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MCM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MCM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MCM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MCM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MCM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MCM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25MCM_M_R
990,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
991,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
992,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
993,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
994,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
995,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
996,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
997,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
998,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
999,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1000,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1001,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
1002,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1003,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1004,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1005,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1006,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1007,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1008,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1009,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
1010,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1011,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
1012,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Forest
1013,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
1014,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1015,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
1016,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1017,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1018,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
1019,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
1020,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1021,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1022,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1023,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1024,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Bareland,Grassland
1025,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
1026,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Grassland
1027,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1028,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,Bareland,Grassland
1029,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1030,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1031,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
1032,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
1033,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
1034,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1035,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1036,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1037,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1038,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1039,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1040,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1041,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1042,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1043,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1044,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1045,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1046,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1047,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1048,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1049,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1050,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1051,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1052,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1053,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1054,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1055,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1056,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1057,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
1058,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1059,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1060,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Grassland
1061,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
1062,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1063,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1064,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
1065,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Bareland
1066,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1067,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
1068,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1069,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1070,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Bareland
1071,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1072,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1073,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1074,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1075,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1076,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1077,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1078,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1079,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1080,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
1081,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1082,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1083,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1084,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1085,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1086,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1087,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1088,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1089,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1090,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1091,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1092,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1093,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
1094,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
1095,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1096,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
1097,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1098,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1099,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1100,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
1101,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1102,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
1103,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1104,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1105,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
1106,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
1107,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
1108,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
1109,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland,Bareland
1110,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1111,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1112,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1113,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Built-up,Bareland
1114,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Built-up,Water
1115,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1116,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
1117,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Bareland,Water
1118,Bareland,Bareland,Wetland,Water,NULL,Bareland,Bareland,Bareland
1119,Bareland,Bareland,Wetland,Water,NULL,Bareland,Bareland,Water
1120,Bareland,Bareland,Wetland,Water,Wetland,NULL,Bareland,Bareland
1121,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1122,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1123,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
1124,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Built-up,Bareland
1125,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
1126,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Bareland
1127,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Water
1128,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1129,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
1130,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
1131,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Bareland,Bareland
1132,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1133,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1134,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Bareland
1135,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Built-up,Bareland
1136,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Bareland,Bareland
1137,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
1138,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1139,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1140,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1141,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1142,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1143,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1144,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Built-up,Water
1145,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1146,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1147,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1148,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Built-up,Bareland
1149,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Bareland,Bareland
1150,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1151,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1152,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1153,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1154,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1155,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1156,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1157,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
1158,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1159,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
1160,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1161,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1162,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1163,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
1164,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland,Grassland
1165,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland,Water
1166,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1167,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1168,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1169,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
1170,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
1171,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Bareland
1172,Bareland,Bareland,Water,NULL,NULL,Bareland,Bareland,Bareland
1173,Bareland,Bareland,Water,Non_Water,NULL,Bareland,Bareland,Bareland
1174,Bareland,Bareland,Water,Water,NULL,Bareland,Bareland,Grassland
1175,Bareland,Bareland,Water,Water,NULL,Bareland,Bareland,Bareland
1176,Bareland,Bareland,Water,Water,NULL,Bareland,Built-up,Water
1177,Bareland,Bareland,Water,Water,NULL,Water,Bareland,Bareland
1178,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Grassland
1179,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
1180,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Water
1181,Bareland,Bareland,Water,Water,Water,Bareland,Built-up,Bareland
1182,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1183,Bareland,Built-up,NULL,Water,Non_Wetland,Bareland,Built-up,Grassland
1184,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1185,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1186,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1187,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1188,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1189,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1190,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
1191,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1192,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1193,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1194,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1195,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1196,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1197,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1198,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1199,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1200,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1201,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1202,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1203,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
1204,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
1205,Bareland,Built-up,Wetland,NULL,Wetland,NULL,Water,Grassland
1206,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1207,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
1208,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1209,Bareland,Built-up,Wetland,Water,NULL,Bareland,Bareland,Bareland
1210,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1211,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Water
1212,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Bareland
1213,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Bareland,Grassland
1214,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Bareland,Forest
1215,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Built-up,Grassland
1216,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
1217,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
1218,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Grassland
1219,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1220,Bareland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Grassland
1221,Bareland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Bareland
1222,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1223,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
1224,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1225,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1226,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1227,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
1228,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1229,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1230,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1231,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1232,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1233,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1234,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1235,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1236,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1237,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1238,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1239,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1240,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1241,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1242,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
1243,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
1244,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,Bareland,Grassland
1245,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1246,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
1247,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1248,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
1249,Bareland,Built-up,Water,Non_Water,NULL,Bareland,Built-up,Bareland
1250,Bareland,Built-up,Water,Water,NULL,Bareland,Bareland,Grassland
1251,Bareland,Built-up,Water,Water,NULL,Bareland,Built-up,Grassland
1252,Bareland,Built-up,Water,Water,Water,NULL,Built-up,Grassland
1253,Bareland,Built-up,Water,Water,Water,Bareland,Bareland,Grassland
1254,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1255,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
1256,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1257,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1258,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
1259,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1260,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1261,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1262,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1263,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1264,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1265,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1266,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
1267,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
1268,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1269,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1270,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1271,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
1272,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1273,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1274,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
1275,Bareland,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
1276,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
1277,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1278,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
1279,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1280,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1281,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1282,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1283,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1284,Bareland,Water,Wetland,Water,NULL,Bareland,Bareland,Grassland
1285,Bareland,Water,Wetland,Water,NULL,Bareland,Bareland,Bareland
1286,Bareland,Water,Wetland,Water,NULL,Bareland,Built-up,Bareland
1287,Bareland,Water,Wetland,Water,Wetland,NULL,Bareland,Grassland
1288,Bareland,Water,Wetland,Water,Wetland,NULL,Water,Bareland
1289,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1290,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1291,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
1292,Bareland,Water,Wetland,Water,Wetland,Bareland,Built-up,Bareland
1293,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
1294,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
1295,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
1296,Bareland,Water,Wetland,Water,Wetland,Water,Built-up,Bareland
1297,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
1298,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
1299,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
1300,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1301,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Grassland
1302,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1303,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1304,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1305,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1306,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
