Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUA_M_R
2660,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2661,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2662,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2663,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2664,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2665,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Wetland
2666,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
2667,Forest,NULL,Water,NULL,Water,Grassland,NULL,Wetland
2668,Forest,NULL,Water,NULL,Water,Grassland,NULL,Forest
2669,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
2670,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
2671,Forest,NULL,Water,NULL,Water,Wetland,NULL,Grassland
2672,Forest,NULL,Water,NULL,Water,Wetland,NULL,Wetland
2673,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
2674,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
2675,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
2676,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
2677,Forest,NULL,Water,NULL,Water,Water,NULL,Wetland
2678,Forest,NULL,Water,NULL,Water,Water,Grassland,Wetland
2679,Forest,NULL,Water,NULL,Water,Forest,NULL,Wetland
2680,Forest,NULL,Water,NULL,Water,Forest,Grassland,Wetland
2681,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
2682,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2683,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2684,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2685,Forest,NULL,Water,Non_Water,Water,Shrubland,Grassland,Wetland
2686,Forest,NULL,Water,Non_Water,Water,Grassland,NULL,Wetland
2687,Forest,NULL,Water,Non_Water,Water,Grassland,NULL,Forest
2688,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
2689,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
2690,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
2691,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
2692,Forest,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
2693,Forest,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
2694,Forest,NULL,Water,Non_Water,Water,Wetland,NULL,Forest
2695,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
2696,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
2697,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
2698,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
2699,Forest,NULL,Water,Non_Water,Water,Water,NULL,Wetland
2700,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
2701,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
2702,Forest,NULL,Water,Non_Water,Water,Forest,Grassland,Wetland
2703,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2704,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2705,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2706,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2707,Forest,NULL,Water,Water,Water,Grassland,NULL,Wetland
2708,Forest,NULL,Water,Water,Water,Grassland,NULL,Water
2709,Forest,NULL,Water,Water,Water,Grassland,Grassland,Wetland
2710,Forest,NULL,Water,Water,Water,Wetland,NULL,Wetland
2711,Forest,NULL,Water,Water,Water,Wetland,Grassland,Wetland
2712,Forest,NULL,Water,Water,Water,Wetland,Grassland,Water
2713,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2714,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
2715,Forest,NULL,Water,Water,Water,Wetland,Water,Water
2716,Forest,NULL,Water,Water,Water,Water,NULL,Wetland
2717,Forest,NULL,Water,Water,Water,Water,NULL,Water
2718,Forest,NULL,Water,Water,Water,Water,Grassland,Wetland
2719,Forest,NULL,Water,Water,Water,Water,Grassland,Water
2720,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
2721,Forest,NULL,Water,Water,Water,Water,Wetland,Water
2722,Forest,NULL,Water,Water,Water,Water,Water,Wetland
2723,Forest,NULL,Water,Water,Water,Water,Water,Water
2724,Forest,NULL,Water,Water,Water,Forest,Grassland,Forest
2725,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2726,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2727,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2728,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2729,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2730,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2731,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
2732,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2733,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2734,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2735,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2736,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2737,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2738,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2739,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2740,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
2741,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2742,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
2743,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2744,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2745,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2746,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2747,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2748,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2749,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2750,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2751,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
2752,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2753,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2754,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
2755,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
2756,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2757,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2758,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2759,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2760,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2761,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2762,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2763,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2764,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2765,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
2766,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2767,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
2768,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
2769,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
2770,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
2771,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2772,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2773,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2774,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
2775,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2776,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
2777,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2778,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
2779,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2780,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
2781,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2782,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2783,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2784,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2785,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2786,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2787,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2788,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2789,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
2790,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2791,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2792,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2793,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2794,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2795,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
2796,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2797,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2798,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2799,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2800,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2801,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
2802,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
2803,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
2804,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
2805,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
2806,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
2807,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
2808,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2809,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2810,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2811,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
2812,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
2813,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
2814,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
2815,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
2816,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2817,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2818,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2819,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2820,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2821,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2822,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2823,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2824,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2825,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2826,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2827,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2828,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2829,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2830,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2831,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2832,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
2833,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2834,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2835,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2836,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
2837,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
2838,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2839,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2840,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2841,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2842,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
2843,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2844,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
2845,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
2846,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2847,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2848,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
2849,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2850,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Water
2851,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
2852,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2853,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Water
2854,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2855,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2856,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2857,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2858,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
2859,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
2860,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Wetland
2861,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
2862,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
2863,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2864,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
2865,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Wetland
2866,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
2867,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2868,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2869,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2870,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
2871,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
2872,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
2873,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
2874,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2875,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2876,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2877,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2878,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
2879,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Water
2880,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2881,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2882,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
2883,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2884,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2885,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2886,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2887,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
2888,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
2889,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
2890,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2891,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Water
2892,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2893,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2894,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
2895,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
2896,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
2897,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2898,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2899,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2900,Forest,Wetland,Wetland,Water,Wetland,Grassland,NULL,Wetland
2901,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
2902,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Water
2903,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
2904,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Water
2905,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2906,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
2907,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2908,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
2909,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
2910,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
2911,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Water
2912,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
2913,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
2914,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
2915,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
2916,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
2917,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
2918,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
2919,Forest,Wetland,Wetland,Water,Wetland,Forest,Grassland,Wetland
2920,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2921,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
2922,Forest,Wetland,Water,NULL,Water,Grassland,NULL,Wetland
2923,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Forest
2924,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Wetland
2925,Forest,Wetland,Water,NULL,Water,Water,NULL,Wetland
2926,Forest,Wetland,Water,NULL,Water,Water,NULL,Forest
2927,Forest,Wetland,Water,NULL,Water,Water,Grassland,Wetland
2928,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
2929,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
2930,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
2931,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
2932,Forest,Wetland,Water,Non_Water,Water,Grassland,NULL,Wetland
2933,Forest,Wetland,Water,Non_Water,Water,Grassland,Grassland,Wetland
2934,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Wetland
2935,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Wetland
2936,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Water
2937,Forest,Wetland,Water,Non_Water,Water,Wetland,NULL,Wetland
2938,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
2939,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Water
2940,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
2941,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
2942,Forest,Wetland,Water,Non_Water,Water,Water,NULL,Wetland
2943,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
2944,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
2945,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
2946,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
2947,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
2948,Forest,Wetland,Water,Water,Water,Shrubland,Grassland,Wetland
2949,Forest,Wetland,Water,Water,Water,Grassland,NULL,Wetland
2950,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Wetland
2951,Forest,Wetland,Water,Water,Water,Wetland,NULL,Wetland
2952,Forest,Wetland,Water,Water,Water,Wetland,NULL,Water
2953,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
2954,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Water
2955,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
2956,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
2957,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
2958,Forest,Wetland,Water,Water,Water,Water,NULL,Wetland
2959,Forest,Wetland,Water,Water,Water,Water,NULL,Water
2960,Forest,Wetland,Water,Water,Water,Water,Grassland,Wetland
2961,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
2962,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
2963,Forest,Wetland,Water,Water,Water,Water,Water,Water
2964,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2965,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2966,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2967,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2968,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
2969,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2970,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2971,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2972,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
2973,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2974,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2975,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2976,Forest,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Wetland
2977,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2978,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2979,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
2980,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2981,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2982,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2983,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2984,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2985,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2986,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
2987,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
2988,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
2989,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2990,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2991,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2992,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2993,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2994,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2995,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2996,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2997,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
2998,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2999,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
3000,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
3001,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
3002,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
3003,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
3004,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
3005,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
3006,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3007,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
3008,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
3009,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
3010,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3011,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
