Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWH_M_R
327,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
328,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
329,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
330,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
331,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
332,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
333,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
334,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
335,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
336,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
337,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
338,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
339,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
340,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
341,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
342,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
343,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
344,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
345,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
346,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
347,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
348,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
349,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
350,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
351,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
352,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
353,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
354,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
355,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
356,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
357,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
358,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
359,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
360,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
361,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
362,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
363,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
364,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
365,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
366,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
367,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
368,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
369,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
370,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
371,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
372,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
373,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
374,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
375,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
376,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
377,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
378,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
379,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
380,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Bareland
381,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
382,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
383,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
384,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
385,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
386,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
387,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
388,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
389,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
390,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
391,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
392,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
393,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
394,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
395,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
396,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
397,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
398,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
399,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
400,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
401,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
402,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
403,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
404,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
405,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
406,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
407,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
408,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
409,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
410,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
411,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
412,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
413,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
414,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
415,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
416,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
417,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
418,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
419,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
420,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
421,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
422,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
423,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
424,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
425,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
426,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
427,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
428,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
429,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
430,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
431,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
432,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
433,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
434,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
435,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
436,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
437,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
438,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
439,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
440,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
441,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
442,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
443,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
444,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
445,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
446,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
447,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
448,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
449,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
450,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
451,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
452,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
453,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
454,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
455,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
456,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
457,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
458,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
459,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
460,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
461,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
462,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
463,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
464,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
465,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Wetland
466,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
467,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
468,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
469,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
470,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
471,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
472,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
473,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
474,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
475,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
476,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
477,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
478,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,NULL
479,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
480,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Forest
481,NULL,NULL,Wetland,NULL,Wetland,NULL,Built-up,Grassland
482,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
483,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
484,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
485,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
486,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
487,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
488,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
489,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
490,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
491,NULL,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
492,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
493,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
494,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
495,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
496,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
497,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
498,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
499,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
500,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
501,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
502,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
503,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
504,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
505,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
506,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
507,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Water
508,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
509,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
510,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
511,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
512,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
513,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
514,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
515,NULL,NULL,Wetland,Non_Water,NULL,Bareland,Bareland,Bareland
516,NULL,NULL,Wetland,Non_Water,NULL,Bareland,Bareland,Water
517,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
518,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
519,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
520,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
521,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
522,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
523,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
524,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
525,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
526,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
527,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
528,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
529,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
530,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
531,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
532,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
533,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
534,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
535,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
536,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
537,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
538,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
539,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
540,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
541,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
542,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
543,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
544,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
545,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
546,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
547,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
548,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
549,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
550,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
551,NULL,NULL,Wetland,Water,Wetland,NULL,Bareland,Grassland
552,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
553,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
554,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
555,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
556,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
557,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
558,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
559,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Bareland,NULL
560,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,NULL
561,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,NULL,NULL
562,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,NULL,Grassland
563,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
564,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,NULL,NULL
565,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
566,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
567,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
568,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
569,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
570,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
571,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
572,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,NULL
573,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
574,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
575,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
576,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,NULL
577,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
578,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
579,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
580,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
581,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
582,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
583,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
584,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
585,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
586,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
587,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
588,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
589,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
590,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
591,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
592,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
593,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
594,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
595,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
596,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
597,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
598,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
599,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
600,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
601,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
602,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
603,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
604,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
605,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
606,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
607,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
608,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
609,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
610,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Wetland
611,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
612,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
613,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
614,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
615,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
616,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
617,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
618,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
619,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
620,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
621,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
622,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
623,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
624,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
625,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
626,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
627,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
628,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
629,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
630,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
631,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
632,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
633,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
634,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
635,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
636,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
637,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
638,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Water
639,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
640,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
641,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
642,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
643,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
644,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
645,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Wetland
646,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
647,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Wetland
648,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
649,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
650,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,NULL
651,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Built-up
652,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
653,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
654,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
655,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Grassland
656,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Wetland
657,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
658,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,NULL
659,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
660,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
661,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,NULL
662,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
