Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LMJ_M_R
1372,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1373,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1374,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1375,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1376,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1377,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1378,Water,Water,Water,NULL,Water,NULL,NULL,Water
1379,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1380,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
1381,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1382,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1383,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1384,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1385,Water,Water,Water,Water,Water,NULL,NULL,NULL
1386,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1387,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1388,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1389,Water,Water,Water,Water,Water,NULL,NULL,Water
1390,Water,Water,Water,Water,Water,NULL,NULL,Forest
1391,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1392,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1393,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1394,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1395,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1396,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1397,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1398,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1399,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1400,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1401,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1402,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1403,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1404,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1405,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1406,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1407,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1408,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1409,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1410,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1411,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1412,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1413,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1414,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1415,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1416,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1417,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1418,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1419,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
1420,Water,Forest,Water,Water,Water,NULL,NULL,Water
1421,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1422,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1423,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1424,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1425,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1426,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1427,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1428,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1429,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1430,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1431,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1432,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1433,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1434,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1435,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1436,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1437,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1438,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1439,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1440,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1441,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1442,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1443,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1444,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1445,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1446,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1447,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1448,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1449,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1450,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1451,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1452,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1453,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1454,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1455,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1456,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1457,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1458,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1459,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1460,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1461,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1462,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1463,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1464,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1465,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1466,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1467,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1468,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1469,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1470,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1471,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1472,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1473,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1474,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1475,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1476,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1477,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1478,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1479,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1480,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1481,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1482,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1483,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1484,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1485,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1486,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1487,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1488,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1489,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1490,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1491,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1492,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1493,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1494,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1495,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1496,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1497,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1498,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1499,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1500,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1501,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1502,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1503,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1504,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1505,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1506,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1507,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1508,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1509,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1510,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1511,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1512,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1513,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1514,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1515,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1516,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1517,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1518,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1519,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1520,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1521,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1522,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1523,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
1524,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1525,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
1526,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1527,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1528,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1529,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1530,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1531,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1532,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1533,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1534,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1535,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
1536,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1537,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1538,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1539,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1540,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1541,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1542,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1543,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1544,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1545,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1546,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1547,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1548,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1549,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1550,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1551,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1552,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1553,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1554,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1555,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1556,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1557,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1558,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1559,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1560,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1561,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1562,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1563,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1564,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1565,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1566,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1567,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1568,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1569,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1570,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1571,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1572,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1573,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1574,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1575,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1576,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1577,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1578,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1579,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1580,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1581,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1582,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1583,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1584,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1585,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1586,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1587,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1588,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1589,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1590,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1591,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1592,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1593,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1594,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1595,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1596,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1597,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1598,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1599,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1600,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1601,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1602,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1603,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1604,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1605,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1606,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1607,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1608,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1609,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1610,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1611,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1612,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1613,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1614,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1615,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1616,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1617,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1618,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1619,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1620,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1621,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1622,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1623,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1624,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1625,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1626,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1627,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
1628,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1629,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1630,Forest,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1631,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
1632,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1633,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1634,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1635,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
1636,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
1637,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1638,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1639,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1640,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1641,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1642,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1643,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1644,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1645,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1646,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1647,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1648,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1649,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1650,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1651,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1652,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1653,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1654,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1655,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1656,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1657,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1658,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1659,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1660,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1661,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1662,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1663,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1664,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1665,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1666,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1667,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1668,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1669,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1670,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1671,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1672,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1673,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1674,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1675,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1676,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1677,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1678,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1679,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1680,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1681,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1682,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1683,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1684,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1685,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1686,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1687,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1688,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1689,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1690,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1691,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1692,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1693,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1694,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1695,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1696,Forest,Wetland,Water,NULL,Water,NULL,NULL,NULL
1697,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1698,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1699,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1700,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1701,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1702,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1703,Forest,Wetland,Water,Water,Water,NULL,NULL,NULL
1704,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1705,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1706,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1707,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1708,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1709,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1710,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1711,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1712,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1713,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1714,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1715,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1716,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1717,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
