Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LZM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LZM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LZM_M_R
1359,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1360,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1361,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1362,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1363,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1364,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1365,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1366,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1367,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1368,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1369,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1370,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1371,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1372,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1373,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1374,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1375,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1376,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1377,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1378,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1379,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1380,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1381,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1382,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1383,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1384,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1385,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1386,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1387,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1388,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1389,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1390,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1391,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1392,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1393,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1394,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1395,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1396,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1397,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1398,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1399,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1400,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1401,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1402,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1403,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1404,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1405,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1406,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1407,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1408,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1409,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1410,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1411,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1412,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1413,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1414,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1415,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1416,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1417,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1418,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1419,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1420,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1421,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1422,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1423,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1424,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1425,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1426,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1427,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1428,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1429,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1430,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1431,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1432,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1433,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1434,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1435,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1436,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1437,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1438,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1439,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1440,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1441,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1442,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1443,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1444,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1445,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1446,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1447,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1448,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1449,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1450,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1451,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1452,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1453,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1454,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1455,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1456,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1457,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1458,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1459,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1460,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1461,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1462,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1463,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1464,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1465,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1466,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1467,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1468,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1469,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1470,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1471,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1472,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1473,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1474,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1475,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1476,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1477,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1478,Forest,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1479,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1480,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1481,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1482,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1483,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1484,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1485,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1486,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1487,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1488,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1489,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1490,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1491,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1492,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1493,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1494,Forest,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1495,Forest,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1496,Forest,Bareland,Water,NULL,Water,NULL,NULL,Water
1497,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
1498,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
1499,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1500,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1501,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1502,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1503,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1504,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1505,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1506,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1507,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1508,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1509,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1510,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1511,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1512,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1513,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1514,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1515,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1516,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1517,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1518,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1519,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1520,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1521,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1522,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1523,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1524,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1525,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1526,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1527,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1528,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1529,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1530,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1531,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1532,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1533,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1534,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1535,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1536,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1537,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1538,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1539,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1540,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1541,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1542,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1543,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1544,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1545,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1546,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1547,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1548,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1549,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1550,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1551,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1552,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1553,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1554,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1555,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1556,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1557,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1558,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1559,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1560,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1561,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1562,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1563,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1564,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1565,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1566,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1567,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1568,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1569,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1570,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1571,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1572,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1573,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1574,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1575,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1576,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1577,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1578,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1579,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1580,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1581,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1582,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1583,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1584,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1585,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1586,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1587,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1588,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1589,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1590,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1591,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1592,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1593,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1594,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1595,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1596,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1597,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1598,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1599,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1600,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1601,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1602,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1603,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1604,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1605,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1606,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1607,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1608,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1609,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1610,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1611,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1612,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1613,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1614,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1615,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
1616,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1617,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1618,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1619,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1620,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1621,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1622,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1623,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1624,Forest,Water,Water,Water,Water,NULL,NULL,Water
1625,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1626,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1627,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1628,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1629,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1630,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1631,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1632,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1633,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1634,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1635,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1636,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1637,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1638,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1639,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1640,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1641,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1642,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1643,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1644,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1645,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1646,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1647,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1648,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1649,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1650,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1651,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1652,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1653,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1654,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1655,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1656,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1657,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1658,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1659,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1660,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1661,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1662,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1663,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1664,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1665,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1666,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1667,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1668,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1669,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1670,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1671,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1672,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1673,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1674,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1675,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1676,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1677,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1678,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1679,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1680,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1681,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1682,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1683,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1684,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1685,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1686,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1687,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1688,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1689,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1690,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1691,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1692,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1693,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1694,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1695,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1696,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1697,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1698,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1699,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1700,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1701,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1702,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
