Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MER_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MER_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MER_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MER_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MER_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MER_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MER_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MER_M_R
4022,Forest,Water,Grassland,Water,Non_Wetland,Water,Bareland,Forest
4023,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
4024,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
4025,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
4026,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
4027,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
4028,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
4029,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
4030,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
4031,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4032,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
4033,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
4034,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
4035,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
4036,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
4037,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
4038,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4039,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4040,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
4041,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4042,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4043,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
4044,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4045,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4046,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
4047,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
4048,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4049,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
4050,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
4051,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
4052,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
4053,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4054,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4055,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4056,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
4057,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
4058,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Water
4059,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
4060,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4061,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
4062,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
4063,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
4064,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
4065,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4066,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
4067,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4068,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Water
4069,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
4070,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
4071,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4072,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
4073,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4074,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4075,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4076,Forest,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Water
4077,Forest,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
4078,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
4079,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4080,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
4081,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4082,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4083,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
4084,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4085,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4086,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
4087,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
4088,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
4089,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
4090,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
4091,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4092,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
4093,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4094,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
4095,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4096,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4097,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4098,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4099,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
4100,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
4101,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
4102,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4103,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
4104,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4105,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4106,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
4107,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
4108,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
4109,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4110,Forest,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
4111,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
4112,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
4113,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
4114,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4115,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
4116,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
4117,Forest,Water,Wetland,Water,Wetland,NULL,Bareland,Water
4118,Forest,Water,Wetland,Water,Wetland,NULL,Bareland,Forest
4119,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
4120,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
4121,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
4122,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
4123,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
4124,Forest,Water,Wetland,Water,Wetland,Grassland,Bareland,Grassland
4125,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
4126,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
4127,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
4128,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4129,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
4130,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
4131,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
4132,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
4133,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
4134,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
4135,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
4136,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
4137,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
4138,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Water
4139,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
4140,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
4141,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
4142,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
4143,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
4144,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4145,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
4146,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
4147,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Water
4148,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Forest
4149,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
4150,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
4151,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
4152,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
4153,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
4154,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
4155,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
4156,Forest,Water,Wetland,Water,Wetland,Forest,Bareland,Water
4157,Forest,Water,Wetland,Water,Wetland,Forest,Bareland,Forest
4158,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
4159,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
4160,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
4161,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
4162,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Forest
4163,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
4164,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Forest
4165,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Wetland,Forest
4166,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Bareland,Bareland
4167,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Bareland,Water
4168,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
4169,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4170,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Water
4171,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
4172,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
4173,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4174,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
4175,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
4176,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4177,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
4178,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4179,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Water
4180,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
4181,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4182,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4183,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4184,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
4185,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
4186,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4187,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4188,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
4189,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
4190,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
4191,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
4192,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
4193,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
4194,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
4195,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
4196,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Bareland
4197,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4198,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4199,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,NULL
4200,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
4201,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
4202,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
4203,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
4204,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4205,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
4206,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
4207,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4208,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
4209,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
4210,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Bareland,Water
4211,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
4212,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
4213,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
4214,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
4215,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
4216,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4217,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Water
4218,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Forest
4219,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
4220,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
4221,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
4222,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
4223,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4224,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
4225,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4226,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
4227,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
4228,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4229,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
4230,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4231,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Grassland
4232,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
4233,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
4234,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4235,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4236,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4237,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Bareland,Forest
4238,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
4239,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
4240,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Water
4241,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
4242,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
4243,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
4244,Forest,Water,Bareland,Water,Non_Wetland,NULL,Bareland,Water
4245,Forest,Water,Bareland,Water,Non_Wetland,NULL,Bareland,Forest
4246,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
4247,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
4248,Forest,Water,Bareland,Water,Non_Wetland,NULL,Forest,Forest
4249,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
4250,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
4251,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Bareland,Water
4252,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
4253,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
4254,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
4255,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
4256,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
4257,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
4258,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
4259,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
4260,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
4261,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
4262,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
4263,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
4264,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
4265,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Bareland
4266,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
4267,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
4268,Forest,Water,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
4269,Forest,Water,Bareland,Water,Non_Wetland,Water,Bareland,Bareland
4270,Forest,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
4271,Forest,Water,Bareland,Water,Non_Wetland,Water,Bareland,Forest
4272,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
4273,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4274,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
4275,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Grassland
4276,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
4277,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
4278,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Water
4279,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
4280,Forest,Water,Bareland,Water,Non_Wetland,Forest,Bareland,Forest
4281,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
4282,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
4283,Forest,Water,Bareland,Water,Non_Wetland,Forest,Forest,Water
4284,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
4285,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
4286,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4287,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4288,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
4289,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4290,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
4291,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
4292,Forest,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
4293,Forest,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
4294,Forest,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
4295,Forest,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
4296,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
4297,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Bareland
4298,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
4299,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4300,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
4301,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Grassland
4302,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Water
4303,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
4304,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
4305,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
4306,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
4307,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
4308,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Water,Forest
4309,Forest,Water,Built-up,Water,Non_Wetland,Water,Bareland,Grassland
4310,Forest,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
4311,Forest,Water,Built-up,Water,Non_Wetland,Water,Bareland,Forest
4312,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
4313,Forest,Water,Water,NULL,Water,NULL,Wetland,Grassland
4314,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
4315,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
4316,Forest,Water,Water,NULL,Water,NULL,Bareland,Water
4317,Forest,Water,Water,NULL,Water,NULL,Bareland,Forest
4318,Forest,Water,Water,NULL,Water,NULL,Water,Water
4319,Forest,Water,Water,NULL,Water,NULL,Water,Forest
4320,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
4321,Forest,Water,Water,NULL,Water,Grassland,Bareland,Forest
4322,Forest,Water,Water,NULL,Water,Wetland,Bareland,Water
4323,Forest,Water,Water,NULL,Water,Wetland,Bareland,Forest
4324,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
4325,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
4326,Forest,Water,Water,NULL,Water,Bareland,Bareland,Grassland
4327,Forest,Water,Water,NULL,Water,Bareland,Bareland,Bareland
4328,Forest,Water,Water,NULL,Water,Bareland,Bareland,Water
4329,Forest,Water,Water,NULL,Water,Bareland,Bareland,Forest
4330,Forest,Water,Water,NULL,Water,Bareland,Water,Water
4331,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
4332,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
4333,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
4334,Forest,Water,Water,NULL,Water,Water,Wetland,Water
4335,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
4336,Forest,Water,Water,NULL,Water,Water,Bareland,Grassland
4337,Forest,Water,Water,NULL,Water,Water,Bareland,Bareland
4338,Forest,Water,Water,NULL,Water,Water,Bareland,Water
4339,Forest,Water,Water,NULL,Water,Water,Bareland,Forest
4340,Forest,Water,Water,NULL,Water,Water,Water,Grassland
4341,Forest,Water,Water,NULL,Water,Water,Water,Water
4342,Forest,Water,Water,NULL,Water,Water,Water,Forest
4343,Forest,Water,Water,NULL,Water,Water,Forest,Water
4344,Forest,Water,Water,NULL,Water,Water,Forest,Forest
4345,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
4346,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
4347,Forest,Water,Water,NULL,Water,Forest,Bareland,Water
4348,Forest,Water,Water,NULL,Water,Forest,Bareland,Forest
4349,Forest,Water,Water,NULL,Water,Forest,Water,Water
4350,Forest,Water,Water,NULL,Water,Forest,Water,Forest
4351,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
4352,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
4353,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
4354,Forest,Water,Water,Non_Water,Water,NULL,Bareland,Forest
4355,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
4356,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
4357,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
4358,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
4359,Forest,Water,Water,Non_Water,Water,Wetland,Bareland,Water
4360,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Grassland
4361,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Water
4362,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
4363,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
4364,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Water
4365,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
4366,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
4367,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
4368,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
4369,Forest,Water,Water,Non_Water,Water,Water,Bareland,Grassland
4370,Forest,Water,Water,Non_Water,Water,Water,Bareland,Water
4371,Forest,Water,Water,Non_Water,Water,Water,Bareland,Forest
4372,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
4373,Forest,Water,Water,Non_Water,Water,Water,Water,Water
4374,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
4375,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
4376,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
4377,Forest,Water,Water,Non_Water,Water,Forest,Bareland,Water
4378,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
4379,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
4380,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
4381,Forest,Water,Water,Water,Water,NULL,Wetland,Water
4382,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
4383,Forest,Water,Water,Water,Water,NULL,Bareland,Water
4384,Forest,Water,Water,Water,Water,NULL,Bareland,Forest
4385,Forest,Water,Water,Water,Water,NULL,Water,Water
4386,Forest,Water,Water,Water,Water,NULL,Water,Forest
4387,Forest,Water,Water,Water,Water,NULL,Forest,Water
4388,Forest,Water,Water,Water,Water,NULL,Forest,Forest
4389,Forest,Water,Water,Water,Water,Wetland,Bareland,Water
4390,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
4391,Forest,Water,Water,Water,Water,Wetland,Water,Water
4392,Forest,Water,Water,Water,Water,Bareland,Wetland,Grassland
