Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LVQ_M_R
1292,Bareland,Cropland,Forest,Water,Non_Wetland,Bareland
1293,Bareland,Cropland,Forest,Water,Non_Wetland,Forest
1294,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1295,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1296,Bareland,Bareland,NULL,NULL,Non_Wetland,Water
1297,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
1298,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland
1299,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1300,Bareland,Bareland,NULL,Water,Non_Wetland,Water
1301,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1302,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1303,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1304,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1305,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1306,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1307,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1308,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1309,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1310,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1311,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1312,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1313,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
1314,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1315,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1316,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1317,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1318,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1319,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1320,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
1321,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1322,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1323,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1324,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1325,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1326,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
1327,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1328,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1329,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1330,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1331,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
1332,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1333,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1334,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1335,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1336,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1337,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1338,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1339,Bareland,Bareland,Wetland,NULL,Wetland,Water
1340,Bareland,Bareland,Wetland,NULL,Wetland,Forest
1341,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
1342,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1343,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1344,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
1345,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1346,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1347,Bareland,Bareland,Wetland,Water,Wetland,Water
1348,Bareland,Bareland,Wetland,Water,Wetland,Forest
1349,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1350,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1351,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1352,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
1353,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1354,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1355,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1356,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1357,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1358,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1359,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1360,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
1361,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1362,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1363,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1364,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1365,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1366,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1367,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1368,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1369,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1370,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
1371,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1372,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1373,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
1374,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Forest
1375,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
1376,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1377,Bareland,Bareland,Built-up,Water,Non_Wetland,Built-up
1378,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1379,Bareland,Bareland,Water,NULL,Water,Grassland
1380,Bareland,Bareland,Water,NULL,Water,Bareland
1381,Bareland,Bareland,Water,NULL,Water,Water
1382,Bareland,Bareland,Water,NULL,Water,Forest
1383,Bareland,Bareland,Water,Non_Water,Water,Grassland
1384,Bareland,Bareland,Water,Non_Water,Water,Bareland
1385,Bareland,Bareland,Water,Non_Water,Water,Water
1386,Bareland,Bareland,Water,Non_Water,Water,Forest
1387,Bareland,Bareland,Water,Water,Water,Grassland
1388,Bareland,Bareland,Water,Water,Water,Bareland
1389,Bareland,Bareland,Water,Water,Water,Water
1390,Bareland,Bareland,Water,Water,Water,Forest
1391,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1392,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1393,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up
1394,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1395,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1396,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1397,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1398,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1399,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1400,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1401,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1402,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1403,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
1404,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1405,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1406,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1407,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1408,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1409,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1410,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1411,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland
1412,Bareland,Built-up,Shrubland,Water,Non_Wetland,Forest
1413,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1414,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1415,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1416,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1417,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1418,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1419,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1420,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1421,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Water
1422,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1423,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland
1424,Bareland,Built-up,Cropland,Water,Non_Wetland,Water
1425,Bareland,Built-up,Cropland,Water,Non_Wetland,Forest
1426,Bareland,Built-up,Wetland,Water,Wetland,Bareland
1427,Bareland,Built-up,Wetland,Water,Wetland,Water
1428,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1429,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1430,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1431,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Water
1432,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Forest
1433,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1434,Bareland,Built-up,Bareland,Water,Non_Wetland,Forest
1435,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1436,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1437,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1438,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1439,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Forest
1440,Bareland,Built-up,Water,NULL,Water,Grassland
1441,Bareland,Built-up,Water,NULL,Water,Bareland
1442,Bareland,Built-up,Water,Non_Water,Water,Grassland
1443,Bareland,Built-up,Water,Non_Water,Water,Bareland
1444,Bareland,Built-up,Water,Non_Water,Water,Water
1445,Bareland,Built-up,Water,Water,Water,Water
1446,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
1447,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1448,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1449,Bareland,Built-up,Forest,NULL,Non_Wetland,Water
1450,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1451,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1452,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Bareland
1453,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Water
1454,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Forest
1455,Bareland,Built-up,Forest,Water,Non_Wetland,Grassland
1456,Bareland,Built-up,Forest,Water,Non_Wetland,Bareland
1457,Bareland,Built-up,Forest,Water,Non_Wetland,Water
1458,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1459,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1460,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland
1461,Bareland,Water,NULL,Non_Water,Non_Wetland,Water
1462,Bareland,Water,NULL,Water,Non_Wetland,Bareland
1463,Bareland,Water,NULL,Water,Non_Wetland,Water
1464,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1465,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1466,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1467,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1468,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1469,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1470,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1471,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1472,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1473,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1474,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1475,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1476,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1477,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1478,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1479,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1480,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
1481,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
1482,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1483,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1484,Bareland,Water,Grassland,Water,Non_Wetland,Water
1485,Bareland,Water,Grassland,Water,Non_Wetland,Forest
1486,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1487,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1488,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1489,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1490,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1491,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1492,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1493,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1494,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1495,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1496,Bareland,Water,Cropland,Water,Non_Wetland,Water
1497,Bareland,Water,Cropland,Water,Non_Wetland,Forest
1498,Bareland,Water,Wetland,NULL,Wetland,Bareland
1499,Bareland,Water,Wetland,NULL,Wetland,Water
1500,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1501,Bareland,Water,Wetland,Non_Water,Wetland,Water
1502,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1503,Bareland,Water,Wetland,Water,Wetland,Grassland
1504,Bareland,Water,Wetland,Water,Wetland,Bareland
1505,Bareland,Water,Wetland,Water,Wetland,Water
1506,Bareland,Water,Wetland,Water,Wetland,Forest
1507,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1508,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1509,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1510,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1511,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1512,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1513,Bareland,Water,Bareland,Non_Water,Non_Wetland,Built-up
1514,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1515,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1516,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1517,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1518,Bareland,Water,Bareland,Water,Non_Wetland,Water
1519,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1520,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1521,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1522,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1523,Bareland,Water,Built-up,Non_Water,Non_Wetland,Built-up
1524,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
1525,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1526,Bareland,Water,Built-up,Water,Non_Wetland,Water
1527,Bareland,Water,Water,NULL,Water,Grassland
1528,Bareland,Water,Water,NULL,Water,Bareland
1529,Bareland,Water,Water,NULL,Water,Water
1530,Bareland,Water,Water,NULL,Water,Forest
1531,Bareland,Water,Water,Non_Water,Water,Grassland
1532,Bareland,Water,Water,Non_Water,Water,Bareland
1533,Bareland,Water,Water,Non_Water,Water,Water
1534,Bareland,Water,Water,Non_Water,Water,Forest
1535,Bareland,Water,Water,Water,Water,Grassland
1536,Bareland,Water,Water,Water,Water,Bareland
1537,Bareland,Water,Water,Water,Water,Water
1538,Bareland,Water,Water,Water,Water,Forest
1539,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1540,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1541,Bareland,Water,Forest,NULL,Non_Wetland,Built-up
1542,Bareland,Water,Forest,NULL,Non_Wetland,Water
1543,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1544,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1545,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1546,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1547,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1548,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1549,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1550,Bareland,Water,Forest,Water,Non_Wetland,Water
1551,Bareland,Water,Forest,Water,Non_Wetland,Forest
1552,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1553,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1554,Bareland,Forest,NULL,Water,Non_Wetland,Bareland
1555,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1556,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1557,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1558,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water
1559,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1560,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1561,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1562,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1563,Bareland,Forest,Shrubland,Water,Non_Wetland,Grassland
1564,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland
1565,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1566,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1567,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1568,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1569,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1570,Bareland,Forest,Cropland,NULL,Non_Wetland,Water
1571,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1572,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1573,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1574,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1575,Bareland,Forest,Cropland,Water,Non_Wetland,Grassland
1576,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland
1577,Bareland,Forest,Cropland,Water,Non_Wetland,Forest
1578,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland
1579,Bareland,Forest,Wetland,Water,Wetland,Bareland
1580,Bareland,Forest,Wetland,Water,Wetland,Water
1581,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1582,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1583,Bareland,Forest,Bareland,NULL,Non_Wetland,Water
1584,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1585,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1586,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1587,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1588,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland
1589,Bareland,Forest,Bareland,Water,Non_Wetland,Water
1590,Bareland,Forest,Bareland,Water,Non_Wetland,Forest
1591,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
1592,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
1593,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1594,Bareland,Forest,Built-up,Water,Non_Wetland,Bareland
1595,Bareland,Forest,Water,NULL,Water,Water
1596,Bareland,Forest,Water,NULL,Water,Forest
1597,Bareland,Forest,Water,Non_Water,Water,Grassland
1598,Bareland,Forest,Water,Water,Water,Bareland
1599,Bareland,Forest,Water,Water,Water,Water
1600,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1601,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1602,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1603,Bareland,Forest,Forest,NULL,Non_Wetland,Water
1604,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1605,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1606,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland
1607,Bareland,Forest,Forest,Non_Water,Non_Wetland,Water
1608,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1609,Bareland,Forest,Forest,Water,Non_Wetland,Bareland
1610,Bareland,Forest,Forest,Water,Non_Wetland,Water
1611,Bareland,Forest,Forest,Water,Non_Wetland,Forest
1612,Water,NULL,NULL,NULL,Non_Wetland,NULL
1613,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1614,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1615,Water,NULL,NULL,NULL,Non_Wetland,Water
1616,Water,NULL,NULL,NULL,Non_Wetland,Forest
1617,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1618,Water,NULL,NULL,Water,Non_Wetland,Forest
1619,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1620,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1621,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1622,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1623,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1624,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1625,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1626,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1627,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1628,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1629,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1630,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1631,Water,NULL,Shrubland,Water,Non_Wetland,Water
1632,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1633,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1634,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1635,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1636,Water,NULL,Grassland,NULL,Non_Wetland,Water
1637,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1638,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1639,Water,NULL,Grassland,Water,Non_Wetland,Forest
1640,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1641,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1642,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1643,Water,NULL,Cropland,NULL,Non_Wetland,Water
1644,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1645,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1646,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1647,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1648,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1649,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1650,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1651,Water,NULL,Cropland,Water,Non_Wetland,Water
1652,Water,NULL,Cropland,Water,Non_Wetland,Forest
1653,Water,NULL,Wetland,NULL,Wetland,Forest
1654,Water,NULL,Wetland,Non_Water,Wetland,Forest
1655,Water,NULL,Wetland,Water,Wetland,Bareland
1656,Water,NULL,Wetland,Water,Wetland,Water
1657,Water,NULL,Wetland,Water,Wetland,Forest
1658,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1659,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1660,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1661,Water,NULL,Bareland,NULL,Non_Wetland,Water
1662,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1663,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1664,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1665,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1666,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1667,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1668,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1669,Water,NULL,Bareland,Water,Non_Wetland,Built-up
1670,Water,NULL,Bareland,Water,Non_Wetland,Water
1671,Water,NULL,Bareland,Water,Non_Wetland,Forest
1672,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1673,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1674,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1675,Water,NULL,Water,NULL,Water,Grassland
1676,Water,NULL,Water,NULL,Water,Bareland
1677,Water,NULL,Water,NULL,Water,Water
1678,Water,NULL,Water,NULL,Water,Forest
1679,Water,NULL,Water,Non_Water,Water,Water
1680,Water,NULL,Water,Water,Water,Grassland
1681,Water,NULL,Water,Water,Water,Bareland
1682,Water,NULL,Water,Water,Water,Water
1683,Water,NULL,Water,Water,Water,Forest
1684,Water,NULL,Forest,NULL,Non_Wetland,NULL
1685,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1686,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1687,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1688,Water,NULL,Forest,NULL,Non_Wetland,Water
1689,Water,NULL,Forest,NULL,Non_Wetland,Forest
1690,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1691,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1692,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1693,Water,NULL,Forest,Water,Non_Wetland,Grassland
1694,Water,NULL,Forest,Water,Non_Wetland,Bareland
1695,Water,NULL,Forest,Water,Non_Wetland,Water
1696,Water,NULL,Forest,Water,Non_Wetland,Forest
1697,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1698,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1699,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1700,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1701,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1702,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1703,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1704,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1705,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up
1706,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1707,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1708,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1709,Water,Cropland,Forest,NULL,Non_Wetland,Water
1710,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1711,Water,Cropland,Forest,Water,Non_Wetland,Water
1712,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1713,Water,Wetland,Wetland,Water,Wetland,Forest
1714,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1715,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1716,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
