Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFL_M_R
7451,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
7452,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
7453,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
7454,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
7455,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
7456,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
7457,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
7458,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7459,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
7460,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
7461,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
7462,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7463,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
7464,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
7465,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
7466,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
7467,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
7468,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7469,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
7470,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7471,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
7472,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
7473,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
7474,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7475,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7476,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
7477,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
7478,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
7479,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
7480,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
7481,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
7482,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
7483,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
7484,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
7485,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
7486,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
7487,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
7488,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
7489,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
7490,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
7491,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
7492,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
7493,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Grassland
7494,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
7495,Forest,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
7496,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
7497,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Water
7498,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
7499,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
7500,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
7501,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
7502,Forest,Water,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
7503,Forest,Water,NULL,Water,Non_Wetland,Grassland,Forest,Water
7504,Forest,Water,NULL,Water,Non_Wetland,Grassland,Forest,Forest
7505,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
7506,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
7507,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
7508,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
7509,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
7510,Forest,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
7511,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
7512,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
7513,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
7514,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
7515,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
7516,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
7517,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
7518,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
7519,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
7520,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
7521,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
7522,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
7523,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
7524,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
7525,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
7526,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
7527,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
7528,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
7529,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
7530,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7531,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7532,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7533,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7534,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
7535,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
7536,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
7537,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7538,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
7539,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7540,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
7541,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
7542,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
7543,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
7544,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
7545,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
7546,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
7547,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
7548,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Water
7549,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
7550,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7551,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
7552,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7553,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7554,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
7555,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
7556,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7557,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
7558,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7559,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7560,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
7561,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
7562,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7563,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
7564,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
7565,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
7566,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
7567,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
7568,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
7569,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
7570,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
7571,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
7572,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
7573,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
7574,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
7575,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
7576,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
7577,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
7578,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
7579,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
7580,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7581,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
7582,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
7583,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
7584,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
7585,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
7586,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7587,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7588,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7589,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7590,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
7591,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
7592,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
7593,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
7594,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
7595,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
7596,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
7597,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
7598,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Water
7599,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
7600,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
7601,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
7602,Forest,Water,Grassland,Water,Non_Wetland,NULL,Forest,Forest
7603,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
7604,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
7605,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
7606,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
7607,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
7608,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
7609,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
7610,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
7611,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
7612,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
7613,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
7614,Forest,Water,Grassland,Water,Non_Wetland,Forest,Forest,Forest
7615,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7616,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7617,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7618,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
7619,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7620,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7621,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
7622,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
7623,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7624,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
7625,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
7626,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7627,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Water
7628,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7629,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7630,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7631,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
7632,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
7633,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
7634,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
7635,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
7636,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
7637,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7638,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
7639,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
7640,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7641,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
7642,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
7643,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
7644,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
7645,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7646,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
7647,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
7648,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
7649,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
7650,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
7651,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7652,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
7653,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
7654,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
7655,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7656,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
7657,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7658,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7659,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
7660,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7661,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Water
7662,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7663,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
7664,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
7665,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
7666,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
7667,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
7668,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
7669,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
7670,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
7671,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
7672,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
7673,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
7674,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
7675,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Water,Forest
7676,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
7677,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Water,Forest
7678,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
7679,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
7680,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
7681,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
7682,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
7683,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
7684,Forest,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
7685,Forest,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
7686,Forest,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
7687,Forest,Water,Cropland,Water,Non_Wetland,Water,Wetland,Forest
7688,Forest,Water,Cropland,Water,Non_Wetland,Water,Bareland,Water
7689,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
7690,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Water
7691,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
7692,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
7693,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
7694,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
7695,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
7696,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
7697,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
7698,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
7699,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
7700,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
7701,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
7702,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
7703,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
7704,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
7705,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
7706,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7707,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
7708,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
7709,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
7710,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
7711,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
7712,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
7713,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
7714,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
7715,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
7716,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
7717,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
7718,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
7719,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
7720,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
7721,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
7722,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7723,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
7724,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
7725,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
7726,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
7727,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
7728,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
7729,Forest,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
7730,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
7731,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
7732,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
7733,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
7734,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
7735,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
7736,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
7737,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
7738,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
7739,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
7740,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
7741,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
7742,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
7743,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
7744,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
7745,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
7746,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
7747,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
7748,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
7749,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
7750,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
7751,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
7752,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
7753,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
7754,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
7755,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Grassland
7756,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
7757,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
7758,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
7759,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
7760,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
7761,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
7762,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
7763,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Water
7764,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
7765,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
7766,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
7767,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
7768,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
7769,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
7770,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
7771,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
7772,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
7773,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
7774,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
7775,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
7776,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
7777,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
7778,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
7779,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
7780,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
7781,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
7782,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
7783,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
7784,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
7785,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
7786,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7787,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
7788,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
7789,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
7790,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
7791,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
7792,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
7793,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
7794,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
7795,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
7796,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
7797,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
7798,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
7799,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
7800,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
7801,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
7802,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
7803,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
7804,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
