Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LBJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LBJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LBJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LBJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LBJ_M_R
1062,Forest,Forest,Water,NULL,Water,Water,Water,Water
1063,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1064,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1065,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1066,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1067,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1068,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1069,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1070,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1071,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1072,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1073,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1074,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
1075,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1076,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1077,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
1078,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1079,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1080,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1081,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1082,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1083,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1084,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1085,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1086,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1087,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1088,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1089,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1090,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1091,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1092,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1093,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1094,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1095,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1096,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1097,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1098,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1099,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1100,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1101,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1102,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1103,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1104,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1105,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1106,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1107,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1108,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1109,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1110,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1111,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1112,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1113,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1114,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1115,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1116,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1117,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1118,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1119,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1120,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Water
1121,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
1122,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1123,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
