Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDV_M_R
2099,Forest,Water,Water,Water,Water,Forest,Water,Water
2100,Forest,Water,Water,Water,Water,Forest,Water,Forest
2101,Forest,Water,Water,Water,Water,Forest,Forest,Forest
2102,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2103,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2104,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2105,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2106,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2107,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2108,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2109,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2110,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2111,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
2112,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
2113,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2114,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2115,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2116,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2117,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2118,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2119,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2120,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2121,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2122,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
2123,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2124,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2125,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
2126,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2127,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
2128,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2129,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2130,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
2131,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2132,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2133,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2134,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
2135,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2136,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2137,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2138,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2139,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2140,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2141,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2142,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2143,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
2144,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2145,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2146,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2147,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2148,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2149,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2150,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2151,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
2152,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2153,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2154,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2155,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2156,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2157,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
2158,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2159,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2160,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2161,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2162,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Bareland
2163,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2164,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2165,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
2166,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2167,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2168,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2169,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
2170,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2171,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2172,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2173,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2174,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
2175,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2176,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2177,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2178,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2179,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2180,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2181,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2182,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2183,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2184,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2185,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2186,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2187,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2188,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2189,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
2190,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2191,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2192,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
2193,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2194,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2195,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2196,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2197,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2198,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2199,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2200,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Water
2201,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2202,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2203,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2204,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2205,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2206,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2207,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2208,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2209,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2210,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2211,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2212,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2213,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2214,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2215,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2216,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2217,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2218,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2219,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
2220,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Water
2221,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2222,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
2223,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2224,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2225,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2226,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2227,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Bareland
2228,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2229,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2230,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2231,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2232,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2233,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2234,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2235,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2236,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2237,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2238,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2239,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2240,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
2241,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2242,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2243,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2244,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2245,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2246,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2247,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2248,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
2249,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2250,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2251,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2252,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
2253,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2254,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2255,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2256,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2257,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2258,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2259,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2260,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2261,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2262,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2263,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2264,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2265,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2266,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2267,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2268,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2269,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2270,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2271,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2272,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2273,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2274,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2275,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2276,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2277,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2278,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2279,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2280,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2281,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2282,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2283,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2284,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2285,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2286,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2287,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2288,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2289,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2290,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2291,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2292,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2293,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2294,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2295,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2296,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2297,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2298,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
2299,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2300,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
2301,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2302,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2303,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2304,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2305,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2306,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2307,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2308,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2309,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2310,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2311,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2312,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2313,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
2314,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
2315,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
2316,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
2317,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2318,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2319,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2320,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2321,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2322,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
2323,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2324,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2325,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2326,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2327,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2328,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2329,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2330,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2331,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2332,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2333,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2334,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2335,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2336,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2337,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
2338,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2339,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2340,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2341,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2342,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2343,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2344,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2345,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2346,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2347,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2348,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2349,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2350,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2351,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2352,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2353,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2354,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2355,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2356,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2357,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2358,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2359,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2360,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2361,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2362,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2363,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2364,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
2365,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2366,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2367,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
2368,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
2369,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2370,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2371,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2372,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
2373,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2374,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2375,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2376,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2377,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2378,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2379,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
2380,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2381,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2382,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2383,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2384,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2385,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2386,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2387,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2388,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2389,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2390,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2391,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2392,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2393,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2394,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2395,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2396,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2397,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
2398,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2399,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2400,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2401,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2402,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2403,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
2404,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2405,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
2406,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
2407,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2408,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2409,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
2410,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2411,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
2412,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
2413,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2414,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2415,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2416,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
2417,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2418,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2419,Forest,Forest,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
2420,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2421,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2422,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2423,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
2424,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
2425,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2426,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2427,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2428,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2429,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2430,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2431,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2432,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
2433,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2434,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
