Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLC_M_R
2266,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2267,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2268,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2269,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2270,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2271,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2272,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
2273,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2274,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
2275,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2276,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
2277,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2278,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
2279,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2280,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2281,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2282,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
2283,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2284,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
2285,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2286,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2287,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2288,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
2289,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
2290,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2291,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2292,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2293,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2294,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2295,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2296,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2297,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2298,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2299,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
2300,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2301,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2302,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2303,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
2304,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
2305,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2306,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
2307,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2308,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2309,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2310,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
2311,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
2312,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
2313,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
2314,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2315,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
2316,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2317,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
2318,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2319,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
2320,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2321,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2322,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2323,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2324,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2325,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2326,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2327,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2328,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2329,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2330,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2331,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2332,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2333,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2334,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2335,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2336,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2337,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2338,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2339,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2340,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2341,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2342,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2343,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2344,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2345,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
2346,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2347,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
2348,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2349,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2350,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2351,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
2352,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
2353,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
2354,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2355,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2356,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2357,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2358,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2359,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2360,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2361,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
2362,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2363,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
2364,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2365,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
2366,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
2367,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2368,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
2369,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
2370,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2371,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
2372,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
2373,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2374,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
2375,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
2376,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
2377,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2378,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2379,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2380,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2381,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2382,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2383,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2384,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2385,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2386,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2387,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2388,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2389,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2390,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2391,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2392,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2393,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2394,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2395,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2396,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2397,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2398,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2399,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2400,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2401,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2402,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2403,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2404,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2405,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2406,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2407,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
2408,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
2409,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2410,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2411,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2412,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2413,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2414,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2415,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2416,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2417,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2418,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2419,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2420,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
2421,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
2422,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
2423,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
2424,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
2425,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2426,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2427,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
2428,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2429,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
2430,Forest,Water,Water,NULL,Water,Wetland,Water,Water
2431,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2432,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
2433,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
2434,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2435,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2436,Forest,Water,Water,NULL,Water,Water,Water,Grassland
2437,Forest,Water,Water,NULL,Water,Water,Water,Water
2438,Forest,Water,Water,NULL,Water,Water,Water,Forest
2439,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2440,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2441,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2442,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2443,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2444,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
2445,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
2446,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
2447,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2448,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2449,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
2450,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
2451,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2452,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2453,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
2454,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
2455,Forest,Water,Water,Water,Water,NULL,Wetland,Water
2456,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2457,Forest,Water,Water,Water,Water,NULL,Water,Grassland
2458,Forest,Water,Water,Water,Water,NULL,Water,Water
2459,Forest,Water,Water,Water,Water,NULL,Water,Forest
2460,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
2461,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
2462,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
2463,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
2464,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
2465,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
2466,Forest,Water,Water,Water,Water,Wetland,Water,Water
2467,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2468,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
2469,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
2470,Forest,Water,Water,Water,Water,Water,Wetland,Water
2471,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2472,Forest,Water,Water,Water,Water,Water,Water,Grassland
2473,Forest,Water,Water,Water,Water,Water,Water,Wetland
2474,Forest,Water,Water,Water,Water,Water,Water,Water
2475,Forest,Water,Water,Water,Water,Water,Water,Forest
2476,Forest,Water,Water,Water,Water,Water,Forest,Water
2477,Forest,Water,Water,Water,Water,Water,Forest,Forest
2478,Forest,Water,Water,Water,Water,Forest,Water,Forest
2479,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2480,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2481,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2482,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2483,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2484,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2485,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2486,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2487,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2488,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2489,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2490,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2491,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2492,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2493,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2494,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2495,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2496,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2497,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2498,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2499,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2500,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2501,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2502,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2503,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2504,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2505,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2506,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2507,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2508,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2509,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2510,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2511,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2512,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2513,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2514,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2515,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2516,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2517,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2518,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2519,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2520,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2521,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2522,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2523,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2524,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2525,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2526,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2527,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
2528,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2529,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2530,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2531,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2532,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2533,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2534,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2535,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2536,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2537,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2538,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2539,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2540,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2541,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
2542,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2543,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2544,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2545,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2546,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2547,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2548,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2549,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
2550,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2551,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2552,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2553,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2554,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2555,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2556,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2557,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2558,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2559,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2560,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2561,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2562,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2563,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2564,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
2565,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2566,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2567,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2568,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2569,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2570,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2571,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
2572,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2573,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
2574,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2575,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2576,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2577,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2578,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2579,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
2580,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
2581,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2582,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2583,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2584,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2585,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2586,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
2587,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2588,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2589,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2590,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2591,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2592,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2593,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2594,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2595,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2596,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
2597,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2598,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2599,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
2600,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2601,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2602,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2603,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
2604,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2605,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2606,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
2607,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2608,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2609,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2610,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
2611,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
2612,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
2613,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2614,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2615,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2616,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2617,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2618,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2619,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2620,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2621,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2622,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2623,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2624,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2625,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2626,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2627,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2628,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
