Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NXJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NXJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NXJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NXJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NXJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NXJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NXJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NXJ_M_R
2632,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2633,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2634,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2635,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2636,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2637,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2638,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2639,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2640,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2641,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2642,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2643,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2644,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2645,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2646,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2647,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2648,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2649,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2650,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2651,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2652,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2653,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2654,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2655,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2656,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2657,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2658,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2659,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2660,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2661,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2662,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2663,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2664,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2665,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2666,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2667,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2668,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2669,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2670,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2671,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2672,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2673,Water,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
2674,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2675,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2676,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2677,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2678,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2679,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2680,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2681,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2682,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2683,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2684,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2685,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2686,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2687,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2688,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2689,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2690,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2691,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2692,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
2693,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2694,Water,Forest,Water,NULL,Water,NULL,NULL,Wetland
2695,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
2696,Water,Forest,Water,NULL,Water,NULL,NULL,Water
2697,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2698,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2699,Water,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
2700,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
2701,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2702,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
2703,Water,Forest,Water,Water,Water,NULL,NULL,Bareland
2704,Water,Forest,Water,Water,Water,NULL,NULL,Water
2705,Water,Forest,Water,Water,Water,NULL,NULL,Forest
2706,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2707,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2708,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2709,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2710,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2711,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2712,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2713,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2714,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2715,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2716,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2717,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2718,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2719,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2720,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2721,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2722,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2723,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2724,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2725,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2726,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2727,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2728,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2729,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2730,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2731,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2732,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2733,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2734,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2735,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2736,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2737,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2738,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2739,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2740,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2741,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2742,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2743,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2744,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2745,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2746,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2747,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2748,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2749,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2750,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2751,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2752,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2753,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2754,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2755,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2756,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2757,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2758,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2759,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2760,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2761,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2762,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2763,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2764,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2765,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2766,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2767,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2768,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2769,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2770,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2771,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2772,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2773,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2774,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2775,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2776,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2777,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2778,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2779,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2780,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2781,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2782,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2783,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2784,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2785,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2786,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2787,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2788,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2789,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2790,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2791,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2792,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2793,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2794,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2795,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2796,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2797,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2798,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2799,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2800,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2801,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2802,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2803,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2804,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2805,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2806,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2807,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2808,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2809,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2810,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2811,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2812,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2813,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2814,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2815,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2816,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2817,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2818,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2819,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2820,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
2821,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2822,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2823,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2824,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2825,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2826,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2827,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2828,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
2829,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2830,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2831,Forest,NULL,Water,NULL,Water,NULL,NULL,Built-up
2832,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2833,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2834,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2835,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2836,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2837,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2838,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2839,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2840,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2841,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
2842,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2843,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2844,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2845,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2846,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2847,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2848,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2849,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2850,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2851,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2852,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2853,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2854,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2855,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2856,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2857,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2858,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2859,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2860,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2861,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2862,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2863,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2864,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2865,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2866,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2867,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2868,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2869,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2870,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2871,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2872,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2873,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2874,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2875,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2876,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2877,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2878,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2879,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2880,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2881,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2882,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2883,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2884,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2885,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2886,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2887,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2888,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2889,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2890,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2891,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2892,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2893,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2894,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2895,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2896,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2897,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2898,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2899,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2900,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2901,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2902,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2903,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2904,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2905,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2906,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2907,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2908,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2909,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2910,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2911,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2912,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2913,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2914,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2915,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2916,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2917,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2918,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2919,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2920,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2921,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2922,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2923,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2924,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2925,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2926,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2927,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2928,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2929,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2930,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2931,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2932,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2933,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2934,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2935,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2936,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2937,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2938,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2939,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2940,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2941,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
2942,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
2943,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2944,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2945,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2946,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2947,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2948,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2949,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2950,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2951,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2952,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2953,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2954,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2955,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2956,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2957,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2958,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
2959,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2960,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2961,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2962,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2963,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2964,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
2965,Forest,Cropland,Water,NULL,Water,NULL,NULL,Wetland
2966,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2967,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
2968,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
2969,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2970,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
2971,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
2972,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
2973,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Water
2974,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2975,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
2976,Forest,Cropland,Water,Water,Water,NULL,NULL,Cropland
2977,Forest,Cropland,Water,Water,Water,NULL,NULL,Wetland
