Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NUG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NUG_M_R
339,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
340,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
341,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
342,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
343,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
344,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
345,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
346,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
347,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
348,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
349,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
350,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
351,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
352,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
353,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
354,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
355,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
356,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
357,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
358,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
359,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
360,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
361,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
362,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
363,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
364,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
365,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
366,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
367,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
368,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
369,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
370,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
371,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
372,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
373,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
374,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
375,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
376,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
377,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
378,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
379,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Wetland
380,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Water
381,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
382,NULL,Built-up,Water,Water,Water,NULL,NULL,Wetland
383,NULL,Built-up,Water,Water,Water,NULL,NULL,Bareland
384,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
385,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
386,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
387,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
388,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
389,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
390,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
391,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
392,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
393,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
394,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
395,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
396,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
397,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
398,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
399,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
400,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
401,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
402,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
403,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
404,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
405,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
406,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
407,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
408,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
409,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
410,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
411,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
412,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
413,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
414,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
415,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
416,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
417,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
418,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
419,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
420,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
421,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
422,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
423,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
424,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
425,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
426,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
427,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
428,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
429,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
430,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
431,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
432,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
433,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
434,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
435,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
436,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
437,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
438,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
439,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
440,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
441,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
442,NULL,Water,Water,NULL,Water,NULL,NULL,Wetland
443,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
444,NULL,Water,Water,NULL,Water,NULL,NULL,Water
445,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
446,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
447,NULL,Water,Water,Non_Water,Water,NULL,NULL,Wetland
448,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
449,NULL,Water,Water,Non_Water,Water,NULL,NULL,Forest
450,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
451,NULL,Water,Water,Water,Water,NULL,NULL,Wetland
452,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
453,NULL,Water,Water,Water,Water,NULL,NULL,Water
454,NULL,Water,Water,Water,Water,NULL,NULL,Forest
455,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
456,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
457,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
458,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
459,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
460,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
461,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
462,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
463,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
464,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
465,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
466,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
467,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
468,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
469,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
470,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
471,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
472,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
473,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
474,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
475,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
476,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
477,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
478,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
479,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
480,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
481,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
482,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
483,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
484,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
485,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
486,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
487,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
488,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
489,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
490,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
491,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
492,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
493,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
494,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
495,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
496,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
497,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
498,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
499,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
500,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
501,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
502,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
503,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
504,NULL,Forest,Water,Water,Water,NULL,NULL,Water
505,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
506,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
507,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
508,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
509,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
510,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
511,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
512,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
513,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
514,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
515,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
516,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
517,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
518,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
519,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
520,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
521,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
522,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
523,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
524,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
525,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
526,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
527,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
528,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
529,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
530,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
531,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
532,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
533,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
534,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
535,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
536,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
537,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
538,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
539,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
540,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
541,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
542,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
543,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
544,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
545,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
546,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
547,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
548,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
549,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
550,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
551,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
552,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
553,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
554,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
555,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
556,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
557,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
558,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
559,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
560,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
561,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
562,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
563,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
564,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
565,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
566,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
567,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
568,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
569,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
570,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
571,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
572,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
573,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
574,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
575,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
576,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
577,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
578,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
579,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
580,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
581,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
582,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
583,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
584,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
585,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
586,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
587,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
588,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
589,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
590,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
591,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
592,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
593,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
594,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
595,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
596,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
597,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
598,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
599,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
600,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
601,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
602,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
603,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
604,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
605,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
606,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
607,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
608,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
609,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
610,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
611,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
612,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
613,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
614,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
615,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
616,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
617,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
618,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
619,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
620,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
621,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
622,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
623,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
624,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
625,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
626,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
627,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
628,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
629,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
630,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
631,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
632,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
633,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
634,Grassland,Water,Water,NULL,Water,NULL,NULL,Wetland
635,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
636,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
637,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
638,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
639,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
640,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
641,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
642,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
643,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
644,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
645,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
646,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
647,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
648,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
649,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
650,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
651,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
652,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
653,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
654,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
655,Grassland,Forest,Water,NULL,Water,NULL,NULL,Wetland
656,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
657,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
658,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
659,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
660,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
661,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
662,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
663,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
664,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
665,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
666,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
667,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
668,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
669,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
670,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
671,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
672,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
673,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
674,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
675,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
676,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
677,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
678,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
679,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
680,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
681,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
682,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
683,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
684,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
685,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
686,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
687,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
688,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
689,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
