Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQN_M_R
320,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
321,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
322,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Cropland
323,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Bareland
324,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
325,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
326,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
327,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Bareland
328,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
329,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
330,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
331,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
332,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
333,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
334,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
335,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
336,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
337,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
338,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
339,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
340,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
341,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
342,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
343,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
344,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
345,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
346,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
347,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
348,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
349,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
350,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
351,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
352,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
353,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
354,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
355,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
356,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
357,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
358,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
359,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
360,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
361,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
362,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
363,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
364,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
365,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
366,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
367,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
368,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
369,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
370,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
371,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
372,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
373,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
374,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
375,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
376,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
377,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
378,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
379,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
380,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
381,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
382,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
383,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
384,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
385,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
386,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
387,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
388,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
389,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
390,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
391,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
392,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
393,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
394,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
395,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
396,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
397,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
398,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
399,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
400,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
401,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
402,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
403,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
404,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
405,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
406,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
407,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
408,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
409,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
410,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
411,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
412,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
413,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
414,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
415,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
416,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
417,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
418,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
419,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
420,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
421,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
422,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
423,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
424,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
425,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
426,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
427,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
428,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
429,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
430,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
431,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
432,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
433,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
434,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
435,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
436,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
437,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
438,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
439,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
440,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
441,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
442,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
443,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
444,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
446,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
447,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
448,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
449,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
450,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
451,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
452,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
454,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
455,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
456,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
462,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
463,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
464,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
467,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
473,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
476,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
477,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
481,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
482,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
483,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
486,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
487,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
491,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
494,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
496,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
499,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
500,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
505,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
506,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
508,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
511,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
512,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
513,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
514,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
515,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
516,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
517,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
518,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
519,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
520,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
521,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
522,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
523,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
524,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
525,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
526,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
527,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
528,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
529,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
530,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
531,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
532,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
533,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
534,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
535,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
536,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
537,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
538,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
539,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
540,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
541,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
542,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
543,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
544,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
545,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
546,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
547,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
548,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
549,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
550,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
551,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
552,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
553,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
554,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
555,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
556,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Bareland
557,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
558,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
559,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
560,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
561,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
562,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
563,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Bareland
564,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
565,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
566,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
567,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
568,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
569,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
570,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
571,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
572,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
573,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
574,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
575,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
576,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
577,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
578,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
579,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
580,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
581,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
582,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
583,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Grassland,Grassland
584,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
585,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
586,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
587,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
588,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
589,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
590,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
591,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
592,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
593,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
594,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
595,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
596,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
597,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
598,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
599,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
600,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
601,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Cropland
602,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
603,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
604,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
605,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
606,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
607,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
608,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
609,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
610,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
611,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
612,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
613,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
614,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
615,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
616,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
617,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
618,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
619,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
620,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
621,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
622,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
623,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
624,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
625,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
626,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
627,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
628,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
629,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
630,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
631,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
632,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
633,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
634,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
635,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
636,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
637,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
638,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
639,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
640,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
641,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
642,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
643,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
644,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
645,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
646,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
647,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Forest
648,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
649,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
650,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
651,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
