Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHP_M_R
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
488,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
489,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
490,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
491,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
492,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
493,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
494,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
495,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
496,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
497,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
498,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
499,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,NULL
500,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
501,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
502,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
503,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
504,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
505,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
506,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
507,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
508,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
509,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
510,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,NULL
511,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
512,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
513,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
514,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
515,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
516,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
517,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
518,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
519,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
520,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Cropland
521,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
522,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
523,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
524,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
525,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
526,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
527,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
528,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
529,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
530,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
531,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
532,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
533,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
534,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
535,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
536,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
537,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
538,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
539,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
540,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
541,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
542,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
543,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
544,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
545,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
546,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
547,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
548,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
549,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
550,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
551,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
552,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
553,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
554,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
555,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
556,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
557,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
558,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
559,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
560,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
561,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
562,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
563,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
564,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
565,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
566,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
567,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
568,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
569,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
570,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
571,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
572,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
573,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
574,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
575,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
576,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
577,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
578,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
579,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
580,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
581,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
582,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
583,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
584,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
585,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
586,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
587,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
588,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
589,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
590,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
591,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
592,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
593,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
594,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
595,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
596,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
597,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
598,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
599,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
600,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
601,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
602,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
603,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
604,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
605,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
606,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
607,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
608,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
609,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
610,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
611,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
612,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
613,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
614,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
615,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
616,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
617,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
618,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
619,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
620,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
622,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
623,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
624,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
625,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
627,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
628,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
629,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
630,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
631,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
632,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
633,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
634,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
635,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
636,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
637,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
638,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
639,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
640,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
641,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
645,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
646,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
647,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
648,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
