Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEG_M_R
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Forest,Grassland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
497,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
498,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
499,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
500,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
501,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
502,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
503,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
504,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
505,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
506,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
507,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
508,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Built-up
509,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
510,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
511,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
512,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
513,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
514,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
515,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
516,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
517,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
518,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
519,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
520,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
521,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
522,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
523,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
524,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
525,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
526,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
527,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
528,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
529,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
530,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
531,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
532,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
533,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
534,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
536,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
537,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
538,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
539,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
540,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
542,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
543,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
544,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
545,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
547,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
549,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
550,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
551,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
552,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
553,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
554,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
555,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
556,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
557,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
558,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
559,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
560,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
561,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
562,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
563,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
564,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
565,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
566,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
567,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Water
568,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
569,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
570,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
574,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
575,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
576,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
577,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
581,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
582,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
583,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
584,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
588,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
589,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
590,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
592,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
593,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
596,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
597,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
599,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
601,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
602,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
606,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
607,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
608,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
609,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
613,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
614,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
615,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
616,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
621,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
622,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
623,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
624,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
627,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
628,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
629,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
633,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
637,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
638,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Built-up
642,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
643,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
644,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
645,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
649,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Water
650,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
651,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
652,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
