Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LZQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LZQ_M_R
3716,Forest,Water,Water,Water,Water,Built-up,Built-up,Water
3717,Forest,Water,Water,Water,Water,Built-up,Water,Water
3718,Forest,Water,Water,Water,Water,Built-up,Forest,Grassland
3719,Forest,Water,Water,Water,Water,Built-up,Forest,Forest
3720,Forest,Water,Water,Water,Water,Water,Grassland,Water
3721,Forest,Water,Water,Water,Water,Water,Grassland,Forest
3722,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
3723,Forest,Water,Water,Water,Water,Water,Wetland,Bareland
3724,Forest,Water,Water,Water,Water,Water,Wetland,Water
3725,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3726,Forest,Water,Water,Water,Water,Water,Water,Grassland
3727,Forest,Water,Water,Water,Water,Water,Water,Bareland
3728,Forest,Water,Water,Water,Water,Water,Water,Water
3729,Forest,Water,Water,Water,Water,Water,Water,Forest
3730,Forest,Water,Water,Water,Water,Water,Forest,Grassland
3731,Forest,Water,Water,Water,Water,Water,Forest,Bareland
3732,Forest,Water,Water,Water,Water,Water,Forest,Water
3733,Forest,Water,Water,Water,Water,Water,Forest,Forest
3734,Forest,Water,Water,Water,Water,Forest,NULL,Water
3735,Forest,Water,Water,Water,Water,Forest,NULL,Forest
3736,Forest,Water,Water,Water,Water,Forest,Wetland,Water
3737,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3738,Forest,Water,Water,Water,Water,Forest,Bareland,Water
3739,Forest,Water,Water,Water,Water,Forest,Bareland,Forest
3740,Forest,Water,Water,Water,Water,Forest,Water,Bareland
3741,Forest,Water,Water,Water,Water,Forest,Water,Water
3742,Forest,Water,Water,Water,Water,Forest,Water,Forest
3743,Forest,Water,Water,Water,Water,Forest,Forest,Water
3744,Forest,Water,Water,Water,Water,Forest,Forest,Forest
3745,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
3746,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3747,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3748,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3749,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3750,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3751,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Bareland
3752,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3753,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3754,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
3755,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3756,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3757,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3758,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
3759,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3760,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3761,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3762,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3763,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3764,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
3765,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3766,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3767,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
3768,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
3769,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3770,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3771,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3772,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
3773,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
3774,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3775,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
3776,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
3777,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3778,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Water,Water
3779,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Water,Forest
3780,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
3781,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
3782,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
3783,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
3784,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3785,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
3786,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3787,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3788,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3789,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
3790,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
3791,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3792,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3793,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
3794,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3795,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3796,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3797,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
3798,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3799,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3800,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
3801,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3802,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
3803,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3804,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3805,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3806,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3807,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Bareland
3808,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3809,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3810,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3811,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
3812,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3813,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3814,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3815,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
3816,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3817,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3818,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
3819,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3820,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
3821,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3822,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
3823,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3824,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3825,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3826,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
3827,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3828,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3829,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
3830,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3831,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3832,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
3833,Forest,Water,Forest,Non_Water,Non_Wetland,Built-up,Water,Water
3834,Forest,Water,Forest,Non_Water,Non_Wetland,Built-up,Water,Forest
3835,Forest,Water,Forest,Non_Water,Non_Wetland,Built-up,Forest,Forest
3836,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
3837,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3838,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3839,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3840,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
3841,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3842,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3843,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
3844,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Bareland
3845,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3846,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3847,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
3848,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
3849,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
3850,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3851,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
3852,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
3853,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3854,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
3855,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
3856,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3857,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
3858,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
3859,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3860,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3861,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3862,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3863,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
3864,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
3865,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
3866,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3867,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
3868,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
3869,Forest,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
3870,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
3871,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Bareland
3872,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
3873,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
3874,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
3875,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
3876,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
3877,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
3878,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
3879,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
3880,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
3881,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
3882,Forest,Water,Forest,Water,Non_Wetland,Built-up,Water,Water
3883,Forest,Water,Forest,Water,Non_Wetland,Built-up,Water,Forest
3884,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
3885,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Bareland
3886,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3887,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3888,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
3889,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
3890,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3891,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3892,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
3893,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
3894,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3895,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3896,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
3897,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
3898,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
3899,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
3900,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3901,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
3902,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3903,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
3904,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
3905,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
3906,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3907,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3908,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3909,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Bareland
3910,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3911,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3912,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3913,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
3914,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3915,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3916,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
3917,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
3918,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3919,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3920,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
3921,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3922,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3923,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
3924,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3925,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3926,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3927,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
3928,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Water
3929,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3930,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3931,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
3932,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Water
3933,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3934,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
3935,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3936,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3937,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
3938,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3939,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3940,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
3941,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Water
3942,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3943,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
3944,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
3945,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Water
3946,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
3947,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
3948,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Water
3949,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3950,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
3951,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
3952,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3953,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3954,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
3955,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Bareland
3956,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
3957,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3958,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3959,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Bareland
3960,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
3961,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3962,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3963,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3964,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3965,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3966,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
3967,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3968,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
3969,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3970,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3971,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
3972,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
3973,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3974,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3975,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3976,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
3977,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3978,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
3979,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3980,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3981,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
3982,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
3983,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3984,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
3985,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3986,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3987,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
3988,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
3989,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3990,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3991,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3992,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Forest
3993,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3994,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3995,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3996,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Bareland
3997,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Water
3998,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
3999,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
4000,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
4001,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
4002,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Bareland
4003,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Water
4004,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
4005,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
4006,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
4007,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Bareland
4008,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4009,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4010,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
4011,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Bareland
4012,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Water
4013,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
4014,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
4015,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
4016,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4017,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Water
4018,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
4019,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
4020,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
4021,Forest,Forest,NULL,Water,Non_Wetland,NULL,Grassland,Forest
4022,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4023,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Water
4024,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
4025,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Water
4026,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
4027,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
4028,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
4029,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Bareland
4030,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Water
4031,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
4032,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
4033,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Water
4034,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
4035,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
4036,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Bareland
4037,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Water
4038,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
4039,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
4040,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Bareland
4041,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Water
4042,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
4043,Forest,Forest,NULL,Water,Non_Wetland,Built-up,Forest,Water
4044,Forest,Forest,NULL,Water,Non_Wetland,Water,NULL,Water
4045,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
4046,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
4047,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
4048,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
4049,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Bareland
4050,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
4051,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
4052,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Grassland
4053,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Bareland
4054,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
4055,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
4056,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Water
4057,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
4058,Forest,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Forest
4059,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
4060,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Water
4061,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
4062,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Water
4063,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
4064,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4065,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4066,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4067,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4068,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Water
4069,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4070,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
4071,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
