Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWS_M_R
324,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
325,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
326,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
327,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
328,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
329,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
330,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
331,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
332,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
333,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
334,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
335,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
336,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
337,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
338,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
339,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
340,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
341,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
342,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
343,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
344,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
345,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
346,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
347,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
348,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
349,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
350,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
351,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
352,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
353,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
354,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
355,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
356,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
357,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
358,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
359,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
360,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
361,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
362,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
363,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
364,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
365,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
366,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
368,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
369,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
370,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
371,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
372,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
373,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
374,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
375,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
376,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
377,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
378,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
379,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
380,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
381,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,NULL
382,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
383,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
384,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
385,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
386,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
387,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
388,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
389,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
390,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
391,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
392,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
393,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
394,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
395,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
396,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
397,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
398,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
399,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
400,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
401,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
402,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
403,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
404,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
405,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
406,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
407,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
408,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
409,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
410,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
411,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
412,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
413,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Cropland
414,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
415,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
416,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
417,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
418,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
419,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
420,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
421,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
422,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
423,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
424,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
425,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
426,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
427,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
428,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
429,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
430,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
431,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
432,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
433,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
434,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
435,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
436,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
437,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
438,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
439,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
440,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
441,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
442,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
443,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
444,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
445,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
446,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
447,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
448,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
449,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
450,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
451,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
452,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
453,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
454,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
455,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
456,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
457,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
458,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
459,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
460,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
461,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
462,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
463,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
464,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
465,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
467,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
468,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
470,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
471,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
474,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
475,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
476,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
477,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
479,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
480,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
483,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
485,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
486,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
487,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
488,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
490,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
491,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
496,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
497,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
498,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
499,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
503,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
504,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
508,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
511,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
514,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
518,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
519,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
522,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
523,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
526,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
531,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
532,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
534,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
535,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
537,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
539,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
540,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
541,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
543,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
544,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
545,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
547,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
548,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
552,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
553,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
554,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
555,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
558,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
563,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
564,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
565,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
566,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
568,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
572,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
573,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
576,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
579,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
580,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
582,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
585,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
586,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
587,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
590,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
595,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
597,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
599,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
600,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
602,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
604,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
605,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
607,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
608,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
609,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
610,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
611,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
612,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
613,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
614,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
615,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
616,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
617,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
618,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
619,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
620,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
621,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
622,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
623,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
624,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
625,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
626,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
627,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
628,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
629,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Bareland
630,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Water
631,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
632,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
633,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
634,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
635,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
636,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
637,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
638,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
639,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
640,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Water
641,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
642,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
643,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
644,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
645,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
646,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
647,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
648,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
649,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
650,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
651,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
652,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
653,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
654,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
655,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
656,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
657,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
