Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFD_M_R
339,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
340,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
341,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
342,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
343,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
344,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
345,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
346,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
347,NULL,Built-up,Water,Water,Water,NULL,NULL,Bareland
348,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
349,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
350,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
351,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
352,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
353,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
354,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
355,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
356,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
357,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
358,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
359,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
360,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
361,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
362,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
363,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
364,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
365,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
366,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
367,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
368,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
369,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
370,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
371,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
372,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
373,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
374,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
375,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
376,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
377,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
378,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
379,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
380,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
381,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
382,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
383,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
384,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
385,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
386,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
387,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
388,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
389,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
390,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
391,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
392,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
393,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
394,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
395,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
396,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
397,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
398,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
399,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
400,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
401,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
402,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
403,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
404,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
405,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
406,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
407,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
408,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
409,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
410,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
411,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
412,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
413,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
414,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
415,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
416,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
417,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
418,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
419,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
420,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
421,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
422,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
423,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
424,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
425,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
426,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
427,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
428,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
429,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
430,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
431,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
432,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
433,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
434,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
435,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
436,NULL,Water,Water,Non_Water,Water,NULL,NULL,Bareland
437,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
438,NULL,Water,Water,Non_Water,Water,NULL,NULL,Forest
439,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
440,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
441,NULL,Water,Water,Water,Water,NULL,NULL,Water
442,NULL,Water,Water,Water,Water,NULL,NULL,Forest
443,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
444,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
445,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
446,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
447,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
448,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
449,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
450,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
451,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
452,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
453,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
454,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
455,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
456,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
457,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
458,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
459,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
460,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
461,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
462,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
463,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
464,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
465,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
466,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
467,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
468,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
469,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
470,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
471,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
472,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
473,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
474,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
475,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
476,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
477,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
478,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
479,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
480,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
481,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
482,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
483,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
484,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
485,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
486,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
487,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
488,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
489,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
490,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
491,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
492,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
493,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
494,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
495,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
496,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
497,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
498,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
499,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
500,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
501,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
502,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
503,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
504,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
505,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
506,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
507,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
508,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
509,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
510,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
511,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
512,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
513,NULL,Forest,Water,Water,Water,NULL,NULL,Bareland
514,NULL,Forest,Water,Water,Water,NULL,NULL,Water
515,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
516,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
517,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
518,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
519,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
520,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
521,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
522,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
523,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
524,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
525,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
526,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
527,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
528,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
529,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
530,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
531,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
532,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
533,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
534,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
535,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
536,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
537,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
538,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
539,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
540,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
541,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
542,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
543,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
544,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
545,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
546,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
547,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
548,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
549,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
550,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
551,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
552,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
553,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
554,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
555,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
556,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
557,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
558,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
559,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
560,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
561,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
562,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
563,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
564,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
565,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
566,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
567,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
568,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
569,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
570,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
571,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
572,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
573,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
574,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
575,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
576,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
577,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
578,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
579,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
580,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
581,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
582,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
583,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
584,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
585,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
586,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
587,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
588,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
589,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
590,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
591,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
592,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
593,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
594,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
595,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
596,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
597,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
598,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
599,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
600,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
601,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
602,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
603,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
604,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
605,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
606,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
607,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
608,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
609,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
610,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
611,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
612,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
613,Grassland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
614,Grassland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
615,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
616,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
617,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
618,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
619,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
620,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
621,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
622,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
623,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
624,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
625,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
626,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
627,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
628,Grassland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
629,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
630,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
631,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
632,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
633,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
634,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
635,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
636,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
637,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
638,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
639,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
640,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
641,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
642,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
643,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
644,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
645,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
646,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
647,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
648,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
649,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
650,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
651,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
652,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
653,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
654,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
655,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
656,Grassland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
657,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
658,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
659,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
660,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
661,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
662,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
663,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
664,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
665,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
666,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
667,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
668,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
669,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
670,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
671,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
672,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
673,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
674,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
675,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
676,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
677,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
678,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
679,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
680,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
681,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
682,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
683,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
684,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
685,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
686,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
