Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQB_M_R
18221,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
18222,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
18223,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
18224,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
18225,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
18226,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
18227,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
18228,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
18229,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
18230,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
18231,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Water
18232,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
18233,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
18234,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
18235,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
18236,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
18237,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
18238,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
18239,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
18240,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
18241,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
18242,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
18243,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
18244,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
18245,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
18246,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
18247,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
18248,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
18249,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
18250,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
18251,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
18252,Forest,Water,Grassland,Water,Non_Wetland,Wetland,NULL,Forest
18253,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
18254,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Water
18255,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
18256,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
18257,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
18258,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
18259,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
18260,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Bareland,Wetland
18261,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Bareland,Forest
18262,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
18263,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
18264,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
18265,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
18266,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
18267,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Water
18268,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
18269,Forest,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
18270,Forest,Water,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
18271,Forest,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
18272,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
18273,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
18274,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
18275,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
18276,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
18277,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
18278,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
18279,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
18280,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Grassland
18281,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Wetland
18282,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
18283,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
18284,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
18285,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
18286,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
18287,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
18288,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
18289,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
18290,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
18291,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
18292,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
18293,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
18294,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
18295,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
18296,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
18297,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
18298,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
18299,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
18300,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
18301,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
18302,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
18303,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
18304,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
18305,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
18306,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
18307,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
18308,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
18309,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
18310,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
18311,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
18312,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
18313,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
18314,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
18315,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
18316,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
18317,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
18318,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
18319,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
18320,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
18321,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
18322,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
18323,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
18324,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Water
18325,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
18326,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
18327,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
18328,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
18329,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
18330,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
18331,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
18332,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
18333,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
18334,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
18335,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
18336,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
18337,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
18338,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
18339,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Bareland
18340,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
18341,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
18342,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
18343,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
18344,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
18345,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
18346,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
18347,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
18348,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
18349,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
18350,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
18351,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
18352,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
18353,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
18354,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
18355,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
18356,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
18357,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
18358,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
18359,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
18360,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
18361,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
18362,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
18363,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
18364,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
18365,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
18366,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
18367,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
18368,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
18369,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
18370,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
18371,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
18372,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
18373,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
18374,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
18375,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
18376,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
18377,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
18378,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
18379,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
18380,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
18381,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
18382,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
18383,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
18384,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
18385,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
18386,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
18387,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
18388,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
18389,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
18390,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
18391,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
18392,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
18393,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
18394,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
18395,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
18396,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
18397,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
18398,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
18399,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
18400,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
18401,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
18402,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
18403,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
18404,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
18405,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
18406,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
18407,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
18408,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
18409,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
18410,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
18411,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
18412,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
18413,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
18414,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
18415,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
18416,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
18417,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
18418,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
18419,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
18420,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
18421,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
18422,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
18423,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
18424,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
18425,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
18426,Forest,Water,Wetland,Water,Wetland,NULL,Bareland,Forest
18427,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
18428,Forest,Water,Wetland,Water,Wetland,NULL,Water,Wetland
18429,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
18430,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
18431,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
18432,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
18433,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
18434,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
18435,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
18436,Forest,Water,Wetland,Water,Wetland,Grassland,Bareland,Grassland
18437,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
18438,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
18439,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
18440,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
18441,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
18442,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
18443,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
18444,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
18445,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
18446,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
18447,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
18448,Forest,Water,Wetland,Water,Wetland,Wetland,Bareland,Grassland
18449,Forest,Water,Wetland,Water,Wetland,Wetland,Bareland,Wetland
18450,Forest,Water,Wetland,Water,Wetland,Wetland,Bareland,Forest
18451,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
18452,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
18453,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
18454,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
18455,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
18456,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Wetland
18457,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
18458,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
18459,Forest,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
18460,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
18461,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
18462,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
18463,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
18464,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
18465,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
18466,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
18467,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
18468,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
18469,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
18470,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
18471,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Wetland
18472,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
18473,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
18474,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
18475,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
18476,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
18477,Forest,Water,Wetland,Water,Wetland,Water,Forest,Wetland
18478,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
18479,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
18480,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
18481,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
18482,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
18483,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
18484,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
18485,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
18486,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
18487,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
18488,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
18489,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
18490,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
18491,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
18492,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
18493,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
18494,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
18495,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
18496,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
18497,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
18498,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
18499,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
18500,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
18501,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
18502,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
18503,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
18504,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Built-up
18505,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
18506,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
18507,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
18508,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
18509,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
18510,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
18511,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
18512,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
18513,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
18514,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
18515,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
18516,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
18517,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
18518,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
18519,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
18520,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
18521,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
18522,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
18523,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
18524,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
18525,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
18526,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
18527,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
18528,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
18529,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
18530,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
18531,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
18532,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
18533,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
18534,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
18535,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
18536,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
18537,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
18538,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Wetland
18539,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
18540,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
18541,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
18542,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
18543,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
18544,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
18545,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
18546,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
18547,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
18548,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Water
18549,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
18550,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
18551,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
18552,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
18553,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
18554,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
18555,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
18556,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
18557,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
18558,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
18559,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
18560,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
18561,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
18562,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
18563,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
18564,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
18565,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
18566,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
18567,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
18568,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
18569,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
18570,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
18571,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
18572,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
18573,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
18574,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
18575,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
18576,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
