Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTC_M_R
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Wetland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Cropland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Cropland
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
426,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
427,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
428,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
429,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
430,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Wetland
431,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
432,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
433,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
434,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
435,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
436,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
437,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
438,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,NULL
439,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
440,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
441,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
442,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
443,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
444,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Cropland
445,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
446,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
447,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
448,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
449,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
450,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
451,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
452,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
453,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
454,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
455,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
456,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
457,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
458,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
459,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
460,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
461,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
462,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
463,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
464,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
465,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
466,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
467,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
468,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
469,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
470,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
471,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
472,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
473,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
474,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
475,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
476,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
477,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
478,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
479,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
480,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
481,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
482,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
483,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
484,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
485,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
486,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
487,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
488,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
489,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
490,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
491,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
492,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
493,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
494,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
495,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
496,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
497,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
498,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
499,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
500,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
501,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
502,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
503,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
504,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
505,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
506,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
507,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
508,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
509,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
510,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
511,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
512,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
513,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
514,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
515,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
516,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
517,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
518,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
520,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
521,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
525,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
526,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
529,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
530,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
534,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
537,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
539,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
541,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
542,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
547,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
548,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
549,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
554,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
555,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
556,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
561,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
562,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
563,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
564,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
569,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
570,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
575,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
576,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
581,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
586,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
587,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
590,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
591,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
596,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
599,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
600,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
601,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
605,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
606,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
611,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
612,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
617,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
618,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
619,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
620,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
625,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
626,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
628,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
631,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
635,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
638,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
639,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
642,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
643,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
644,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
649,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
