Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGT_M_R
5841,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5842,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
5843,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
5844,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
5845,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
5846,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
5847,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
5848,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
5849,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
5850,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
5851,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
5852,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
5853,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
5854,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
5855,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
5856,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
5857,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
5858,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
5859,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
5860,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
5861,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5862,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5863,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
5864,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
5865,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5866,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5867,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5868,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5869,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
5870,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
5871,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5872,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5873,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5874,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5875,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,NULL
5876,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5877,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5878,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
5879,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5880,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
5881,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
5882,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
5883,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
5884,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
5885,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5886,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5887,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
5888,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5889,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
5890,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
5891,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
5892,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
5893,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
5894,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5895,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Grassland
5896,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Water
5897,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
5898,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
5899,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
5900,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
5901,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
5902,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
5903,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Water
5904,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
5905,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5906,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
5907,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
5908,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
5909,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
5910,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
5911,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
5912,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,NULL
5913,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5914,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5915,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
5916,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
5917,Forest,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Forest
5918,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,NULL
5919,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
5920,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
5921,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
5922,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
5923,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Grassland
5924,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
5925,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
5926,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
5927,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
5928,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
5929,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
5930,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
5931,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
5932,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
5933,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
5934,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
5935,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
5936,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
5937,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Grassland
5938,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
5939,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Grassland
5940,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
5941,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
5942,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5943,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Grassland
5944,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Forest
5945,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Water,Grassland
5946,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
5947,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
5948,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5949,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5950,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
5951,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
5952,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5953,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
5954,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
5955,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5956,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5957,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
5958,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5959,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
5960,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
5961,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
5962,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
5963,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
5964,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
5965,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
5966,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
5967,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
5968,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5969,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
5970,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
5971,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
5972,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
5973,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
5974,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
5975,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5976,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5977,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
5978,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
5979,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5980,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5981,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5982,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
5983,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5984,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5985,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
5986,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5987,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,NULL
5988,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5989,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
5990,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
5991,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
5992,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5993,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
5994,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5995,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
5996,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
5997,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
5998,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5999,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
6000,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
6001,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
6002,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
6003,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Water,Forest
6004,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
6005,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
6006,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Water
6007,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
6008,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
6009,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
6010,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
6011,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
6012,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
6013,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
6014,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
6015,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
6016,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
6017,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
6018,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
6019,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
6020,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
6021,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
6022,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
6023,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
6024,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
6025,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
6026,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
6027,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
6028,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
6029,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
6030,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
6031,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
6032,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
6033,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
6034,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
6035,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
6036,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6037,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6038,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6039,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6040,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
6041,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
6042,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
6043,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Wetland
6044,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
6045,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Water
6046,Forest,Wetland,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
6047,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
6048,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
6049,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
6050,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
6051,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Water,Grassland
6052,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
6053,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
6054,Forest,Wetland,Water,NULL,Water,NULL,Forest,Forest
6055,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
6056,Forest,Wetland,Water,NULL,Water,Grassland,Water,Forest
6057,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
6058,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
6059,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
6060,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
6061,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
6062,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
6063,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
6064,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
6065,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
6066,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Forest
6067,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
6068,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
6069,Forest,Wetland,Water,NULL,Water,Water,Wetland,Built-up
6070,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
6071,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
6072,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
6073,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
6074,Forest,Wetland,Water,NULL,Water,Water,Water,Bareland
6075,Forest,Wetland,Water,NULL,Water,Water,Water,Water
6076,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
6077,Forest,Wetland,Water,NULL,Water,Water,Forest,Forest
6078,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
6079,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Grassland
6080,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
6081,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Grassland
6082,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
6083,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Grassland
6084,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Grassland
6085,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Forest
6086,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
6087,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
6088,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
6089,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
6090,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,NULL
6091,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
6092,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
6093,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
6094,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
6095,Forest,Wetland,Water,Non_Water,Water,Wetland,Forest,Grassland
6096,Forest,Wetland,Water,Non_Water,Water,Bareland,Water,Water
6097,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
6098,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
6099,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
6100,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
6101,Forest,Wetland,Water,Non_Water,Water,Water,Water,NULL
6102,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
6103,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
6104,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
6105,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
6106,Forest,Wetland,Water,Water,Water,NULL,Wetland,Grassland
6107,Forest,Wetland,Water,Water,Water,NULL,Wetland,Wetland
6108,Forest,Wetland,Water,Water,Water,NULL,Wetland,Water
6109,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
6110,Forest,Wetland,Water,Water,Water,NULL,Water,Grassland
6111,Forest,Wetland,Water,Water,Water,NULL,Water,Wetland
6112,Forest,Wetland,Water,Water,Water,NULL,Water,Water
6113,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
6114,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
6115,Forest,Wetland,Water,Water,Water,Grassland,Water,Grassland
6116,Forest,Wetland,Water,Water,Water,Grassland,Water,Water
6117,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
6118,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
6119,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Forest
6120,Forest,Wetland,Water,Water,Water,Wetland,Wetland,NULL
6121,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
6122,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
6123,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
6124,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
6125,Forest,Wetland,Water,Water,Water,Wetland,Water,NULL
6126,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
6127,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
6128,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
6129,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
6130,Forest,Wetland,Water,Water,Water,Wetland,Forest,Forest
6131,Forest,Wetland,Water,Water,Water,Bareland,Water,Water
6132,Forest,Wetland,Water,Water,Water,Bareland,Water,Forest
6133,Forest,Wetland,Water,Water,Water,Water,Grassland,Grassland
6134,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
6135,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
6136,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
6137,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
6138,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
6139,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
6140,Forest,Wetland,Water,Water,Water,Water,Water,Bareland
6141,Forest,Wetland,Water,Water,Water,Water,Water,Water
6142,Forest,Wetland,Water,Water,Water,Water,Water,Forest
6143,Forest,Wetland,Water,Water,Water,Forest,Wetland,Grassland
6144,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
6145,Forest,Wetland,Water,Water,Water,Forest,Water,Grassland
6146,Forest,Wetland,Water,Water,Water,Forest,Water,Water
6147,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
6148,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6149,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6150,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
6151,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6152,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
6153,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6154,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6155,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6156,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6157,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6158,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6159,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6160,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6161,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6162,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6163,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6164,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6165,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6166,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
6167,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
6168,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6169,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6170,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
6171,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6172,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6173,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6174,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6175,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6176,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
6177,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
6178,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6179,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
6180,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6181,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
6182,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
6183,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
6184,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
6185,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
6186,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6187,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6188,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
6189,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6190,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
