Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LER_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LER_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LER_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LER_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LER_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LER_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LER_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LER_M_R
10395,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
10396,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
10397,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
10398,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
10399,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10400,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10401,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
10402,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
10403,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
10404,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
10405,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
10406,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
10407,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
10408,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
10409,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
10410,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
10411,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
10412,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
10413,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
10414,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
10415,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
10416,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
10417,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
10418,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
10419,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10420,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
10421,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
10422,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
10423,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
10424,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
10425,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
10426,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
10427,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
10428,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
10429,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
10430,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
10431,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
10432,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
10433,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
10434,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Water
10435,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10436,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
10437,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
10438,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10439,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
10440,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
10441,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
10442,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
10443,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
10444,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
10445,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
10446,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
10447,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Water
10448,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
10449,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
10450,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
10451,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
10452,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Forest
10453,Forest,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
10454,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
10455,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
10456,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
10457,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
10458,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
10459,Forest,Water,NULL,Water,Non_Wetland,Forest,Grassland,Forest
10460,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
10461,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10462,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
10463,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
10464,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10465,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10466,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10467,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10468,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
10469,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
10470,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10471,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10472,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10473,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10474,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
10475,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
10476,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
10477,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
10478,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10479,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
10480,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10481,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
10482,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10483,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
10484,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
10485,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
10486,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
10487,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
10488,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10489,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10490,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10491,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
10492,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10493,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10494,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
10495,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
10496,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
10497,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
10498,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
10499,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10500,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10501,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
10502,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
10503,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
10504,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
10505,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
10506,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
10507,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
10508,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
10509,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
10510,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
10511,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
10512,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
10513,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
10514,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
10515,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
10516,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
10517,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
10518,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
10519,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
10520,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
10521,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
10522,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10523,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
10524,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Bareland
10525,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10526,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
10527,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10528,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
10529,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
10530,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
10531,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
10532,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
10533,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
10534,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
10535,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
10536,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
10537,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
10538,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
10539,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
10540,Forest,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
10541,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
10542,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
10543,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
10544,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
10545,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
10546,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
10547,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10548,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Water
10549,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10550,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10551,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
10552,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
10553,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
10554,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10555,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10556,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
10557,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
10558,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10559,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
10560,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
10561,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
10562,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
10563,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
10564,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10565,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
10566,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
10567,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10568,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
10569,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10570,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
10571,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
10572,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
10573,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
10574,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
10575,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
10576,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
10577,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
10578,Forest,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
10579,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
10580,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
10581,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
10582,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
10583,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
10584,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
10585,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
10586,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
10587,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
10588,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Bareland,Forest
10589,Forest,Water,Grassland,Water,Non_Wetland,Shrubland,Grassland,Forest
10590,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
10591,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
10592,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
10593,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
10594,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
10595,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
10596,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
10597,Forest,Water,Grassland,Water,Non_Wetland,Forest,Shrubland,Forest
10598,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10599,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10600,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
10601,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
10602,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
10603,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
10604,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
10605,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
10606,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
10607,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
10608,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
10609,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
10610,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
10611,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
10612,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
10613,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
10614,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Water
10615,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
10616,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Water
10617,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
10618,Forest,Water,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
10619,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
10620,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
10621,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
10622,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
10623,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
10624,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
10625,Forest,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
10626,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
10627,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
10628,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
10629,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
10630,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
10631,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
10632,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
10633,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
10634,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
10635,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
10636,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
10637,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
10638,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
10639,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
10640,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
10641,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
10642,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
10643,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
10644,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
10645,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
10646,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
10647,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
10648,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
10649,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
10650,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
10651,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
10652,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
10653,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
10654,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
10655,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
10656,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
10657,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
10658,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
10659,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
10660,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
10661,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
10662,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
10663,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
10664,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
10665,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
10666,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
10667,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
10668,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
10669,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
10670,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
10671,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
10672,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
10673,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
10674,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Wetland
10675,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
10676,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
10677,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
10678,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
10679,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
10680,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
10681,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
10682,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Water
10683,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
10684,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
10685,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
10686,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
10687,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
10688,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
10689,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
10690,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
10691,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
10692,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
10693,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
10694,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
10695,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
10696,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
10697,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
10698,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
10699,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
10700,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
10701,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
10702,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
10703,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
10704,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
10705,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
10706,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
10707,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
10708,Forest,Water,Wetland,Water,Wetland,NULL,Grassland,Water
10709,Forest,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
10710,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
10711,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
10712,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
10713,Forest,Water,Wetland,Water,Wetland,Shrubland,Grassland,Water
10714,Forest,Water,Wetland,Water,Wetland,Shrubland,Grassland,Forest
10715,Forest,Water,Wetland,Water,Wetland,Shrubland,Wetland,Forest
10716,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Water
10717,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
10718,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
10719,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
10720,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
10721,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
10722,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
10723,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Grassland
10724,Forest,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
10725,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
10726,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
10727,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
10728,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Bareland
10729,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
10730,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
10731,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
10732,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
10733,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Forest
10734,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
10735,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
10736,Forest,Water,Wetland,Water,Wetland,Water,Forest,Wetland
10737,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
10738,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
10739,Forest,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
10740,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
10741,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
10742,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
10743,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
10744,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
10745,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
10746,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
