Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPA_M_R
6878,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6879,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
6880,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
6881,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
6882,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6883,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
6884,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
6885,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
6886,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
6887,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
6888,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
6889,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
6890,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
6891,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
6892,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
6893,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6894,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
6895,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Forest
6896,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6897,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6898,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6899,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6900,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
6901,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6902,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
6903,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
6904,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Water
6905,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
6906,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6907,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
6908,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
6909,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
6910,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
6911,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
6912,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6913,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6914,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6915,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6916,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6917,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
6918,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6919,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6920,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6921,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
6922,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6923,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6924,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6925,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
6926,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
6927,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
6928,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
6929,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
6930,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
6931,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
6932,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
6933,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
6934,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
6935,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
6936,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Water
6937,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
6938,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
6939,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
6940,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Water
6941,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Forest
6942,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
6943,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
6944,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Forest
6945,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6946,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6947,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6948,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6949,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6950,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6951,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6952,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6953,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6954,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6955,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6956,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
6957,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
6958,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
6959,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
6960,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
6961,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
6962,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
6963,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
6964,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
6965,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
6966,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
6967,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
6968,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6969,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6970,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6971,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6972,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
6973,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6974,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
6975,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Water
6976,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
6977,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
6978,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
6979,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6980,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6981,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Water
6982,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6983,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6984,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6985,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
6986,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6987,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
6988,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
6989,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
6990,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
6991,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
6992,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
6993,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
6994,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
6995,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6996,Forest,Wetland,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
6997,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
6998,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
6999,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
7000,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
7001,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
7002,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
7003,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
7004,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
7005,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
7006,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
7007,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
7008,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
7009,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
7010,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
7011,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
7012,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
7013,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
7014,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
7015,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
7016,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
7017,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
7018,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
7019,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
7020,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
7021,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
7022,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
7023,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
7024,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
7025,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
7026,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
7027,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
7028,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
7029,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
7030,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
7031,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
7032,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
7033,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
7034,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
7035,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
7036,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7037,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
7038,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
7039,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
7040,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7041,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
7042,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7043,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
7044,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
7045,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
7046,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
7047,Forest,Wetland,Wetland,Non_Water,Wetland,Built-up,Wetland,Forest
7048,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
7049,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
7050,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7051,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
7052,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
7053,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
7054,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
7055,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
7056,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
7057,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Water
7058,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
7059,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
7060,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
7061,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
7062,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
7063,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Water
7064,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
7065,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
7066,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
7067,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
7068,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
7069,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
7070,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
7071,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
7072,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
7073,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
7074,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
7075,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
7076,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
7077,Forest,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Grassland
7078,Forest,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Wetland
7079,Forest,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Forest
7080,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
7081,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
7082,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
7083,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
7084,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Forest
7085,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
7086,Forest,Wetland,Wetland,Water,Wetland,Built-up,Wetland,Grassland
7087,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
7088,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
7089,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
7090,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
7091,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
7092,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
7093,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
7094,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
7095,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
7096,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
7097,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Grassland
7098,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Wetland
7099,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Water
7100,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
7101,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
7102,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
7103,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
7104,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
7105,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7106,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
7107,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7108,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
7109,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
7110,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
7111,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7112,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
7113,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7114,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7115,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
7116,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
7117,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
7118,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
7119,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
7120,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
7121,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
7122,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
7123,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
7124,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
7125,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
7126,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
7127,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
7128,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
7129,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
7130,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
7131,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7132,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
7133,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7134,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7135,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
7136,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7137,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7138,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7139,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
7140,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7141,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
7142,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7143,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
7144,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
7145,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
7146,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
7147,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
7148,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
7149,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
7150,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
7151,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
7152,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
7153,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
7154,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
7155,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
7156,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
7157,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
7158,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
7159,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Water
7160,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
7161,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
7162,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
7163,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
7164,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
7165,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
7166,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
7167,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
7168,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
7169,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
7170,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
7171,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
7172,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
7173,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
7174,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
7175,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
7176,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
7177,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
7178,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
7179,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
7180,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
7181,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
7182,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
7183,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
7184,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
7185,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
7186,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7187,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7188,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7189,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
7190,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
7191,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
7192,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Wetland
7193,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
7194,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
7195,Forest,Wetland,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
7196,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
7197,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
7198,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
7199,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
7200,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
7201,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Water
7202,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Forest
7203,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
7204,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
7205,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Water
7206,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Water,Grassland
7207,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Grassland
7208,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Wetland
7209,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
7210,Forest,Wetland,Water,NULL,Water,NULL,Water,Water
7211,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
7212,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
