Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQH_M_R
324,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
325,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
326,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
327,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
328,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
329,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
330,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
331,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
332,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
333,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
334,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
335,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
336,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
337,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
338,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
339,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
340,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Wetland
341,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
342,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
343,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
344,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
345,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
346,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
347,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
348,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Wetland
349,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
350,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
351,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
352,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
354,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
355,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
356,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
357,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
358,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
359,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
360,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
361,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
362,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
363,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
364,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
365,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
366,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
367,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Wetland
368,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
369,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
370,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
371,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
372,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
373,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
374,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
375,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Wetland
376,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
377,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
378,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
379,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
380,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
381,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
382,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
383,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
384,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
385,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
386,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
387,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Bareland
388,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
389,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Wetland
390,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
391,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
392,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
393,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
394,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
395,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
396,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Water
397,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
398,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
399,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
400,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
401,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
402,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
403,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
404,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
405,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Wetland
406,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
407,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
408,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
409,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
410,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
411,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
412,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
413,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
414,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
415,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
416,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
417,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
418,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
419,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
420,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
421,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
422,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
423,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
424,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
425,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
426,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
427,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
428,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
429,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
430,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
431,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
432,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
433,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
434,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
435,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
436,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
437,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
438,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
439,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
440,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
441,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
442,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
443,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
444,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
446,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
447,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
449,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
450,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
451,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
453,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
454,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
455,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
456,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
457,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
461,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
462,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
463,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
464,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
469,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
470,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
471,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
474,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
476,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
477,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
481,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
483,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
484,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
487,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
488,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
489,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
490,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
491,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
492,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
493,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
494,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
495,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
496,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
497,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
498,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
499,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
500,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
501,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
502,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
503,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
504,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
505,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
506,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
507,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
508,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
509,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
510,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
511,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
512,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
513,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
514,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
515,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
516,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
517,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
518,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
519,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
520,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
521,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
522,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
523,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
524,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
525,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
526,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
527,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
528,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
529,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
530,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
531,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
532,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
533,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
534,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
535,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
536,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
537,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
538,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
539,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
540,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
541,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
542,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
543,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
544,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
545,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
546,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
547,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
548,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
549,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Bareland
550,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
551,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
552,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
553,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
554,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
555,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
556,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
557,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
558,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
559,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
560,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
561,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
562,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
563,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
564,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
565,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
566,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
567,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
568,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
569,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
570,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
571,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
572,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
573,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
574,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
575,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
576,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
577,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
578,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
579,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
580,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
581,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
582,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
583,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
584,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Water
585,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
586,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
587,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
588,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
589,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
590,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
591,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
592,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
593,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
594,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
595,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
596,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
597,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
598,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
599,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
600,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
601,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
602,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
603,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
604,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
605,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
606,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
607,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
608,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
609,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
610,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
611,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
612,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
613,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
614,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
615,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
616,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
617,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
618,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
619,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
620,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
621,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
622,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
623,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
624,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
625,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
626,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
627,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
628,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
629,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
630,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
631,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
632,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
633,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
634,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
635,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
636,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
637,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
638,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
639,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
640,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
641,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
642,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
643,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
644,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
645,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
646,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
647,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
648,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
649,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
650,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
651,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
652,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
653,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
654,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
655,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
656,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
657,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
658,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
659,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
660,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
661,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
662,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
663,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
664,NULL,NULL,Wetland,Water,Wetland,Forest,NULL,Wetland
665,NULL,NULL,Wetland,Water,Wetland,Forest,NULL,Water
666,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
667,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
