Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEQ_M_R
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Water
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Water
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Wetland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Bareland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Built-up
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
563,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
564,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
565,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
566,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
567,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
568,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Bareland
569,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
570,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
571,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
572,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
573,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
574,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
575,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
576,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
577,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
578,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
579,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
580,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
581,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
582,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
583,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
584,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
585,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
586,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
587,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
588,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
589,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
590,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
591,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
592,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Wetland
593,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
594,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Bareland
595,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Water
596,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
597,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
598,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
599,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
600,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
601,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
602,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
603,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
604,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
605,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
606,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
607,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
608,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
609,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Built-up
610,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
611,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
612,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
613,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
614,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
615,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
616,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
617,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
618,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
619,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
620,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
621,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
622,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
623,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
624,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
625,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
626,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
627,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
628,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
629,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
630,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
631,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
632,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
633,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
634,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
635,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
636,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
637,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
638,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
639,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
640,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
641,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
642,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
643,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
644,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
645,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
646,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
647,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
