Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKR_M_R
1032,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1033,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1034,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1035,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1036,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1037,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1038,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1039,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1040,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1041,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1042,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
1043,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1044,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
1045,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
1046,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1047,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1048,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1049,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1050,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1051,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1052,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1053,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1054,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1055,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
1056,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1057,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
1058,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
1059,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
1060,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
1061,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
1062,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1063,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
1064,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1065,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
1066,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
1067,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1068,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1069,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1070,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1071,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1072,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1073,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1074,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1075,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1076,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1077,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1078,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1079,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1080,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1081,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1082,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1083,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1084,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1085,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
1086,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1087,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1088,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1089,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1090,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1091,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1092,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1093,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1094,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1095,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1096,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1097,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1098,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1099,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1100,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1101,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
1102,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
1103,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1104,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
1105,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
1106,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1107,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1108,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1109,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1110,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1111,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1112,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1113,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1114,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1115,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1116,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1117,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1118,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1119,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1120,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1121,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1122,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1123,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1124,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1125,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1126,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1127,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1128,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1129,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1130,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1131,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1132,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1133,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
1134,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1135,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1136,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1137,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1138,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1139,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1140,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1141,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1142,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1143,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1144,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1145,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1146,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1147,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1148,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1149,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1150,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1151,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1152,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1153,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1154,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1155,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1156,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1157,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
1158,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1159,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1160,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1161,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1162,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1163,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1164,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1165,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1166,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1167,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1168,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1169,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1170,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1171,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1172,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1173,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1174,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1175,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
1176,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1177,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1178,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1179,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1180,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1181,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1182,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1183,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1184,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1185,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1186,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1187,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1188,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1189,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1190,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1191,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1192,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
1193,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1194,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1195,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1196,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1197,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1198,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1199,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1200,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1201,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1202,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1203,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1204,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1205,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1206,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1207,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1208,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1209,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1210,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1211,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1212,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1213,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1214,Forest,Built-up,Water,NULL,Water,Grassland,Wetland,Forest
1215,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1216,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1217,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1218,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1219,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1220,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1221,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1222,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1223,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1224,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1225,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1226,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
1227,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1228,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1229,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1230,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1231,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1232,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
1233,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1234,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1235,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1236,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1237,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1238,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1239,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1240,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1241,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1242,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1243,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1244,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1245,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1246,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1247,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1248,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1249,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
1250,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1251,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1252,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1253,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1254,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1255,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1256,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
1257,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1258,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
1259,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
1260,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Water
1261,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
1262,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1263,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1264,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1265,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1266,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1267,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1268,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1269,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1270,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1271,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
1272,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1273,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1274,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1275,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
1276,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1277,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1278,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1279,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1280,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
1281,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1282,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1283,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1284,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1285,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1286,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1287,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1288,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1289,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1290,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1291,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
1292,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1293,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1294,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1295,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1296,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1297,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1298,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1299,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1300,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1301,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1302,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1303,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1304,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1305,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1306,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1307,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1308,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1309,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1310,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1311,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1312,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1313,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1314,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1315,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1316,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1317,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1318,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1319,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1320,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1321,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
1322,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
1323,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Water
1324,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
1325,Forest,Water,Grassland,Water,Non_Wetland,NULL,Forest,Forest
1326,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
1327,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
1328,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1329,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Bareland
1330,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
1331,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1332,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1333,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
1334,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1335,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1336,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
1337,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1338,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1339,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
1340,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1341,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1342,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1343,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
1344,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
1345,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1346,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1347,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1348,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1349,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1350,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1351,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1352,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1353,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1354,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1355,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1356,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1357,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1358,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1359,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1360,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1361,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
1362,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1363,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1364,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1365,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1366,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1367,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1368,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1369,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1370,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1371,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1372,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1373,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1374,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1375,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
