Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWV_M_R
9294,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
9295,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
9296,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
9297,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
9298,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
9299,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
9300,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Water
9301,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
9302,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
9303,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9304,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
9305,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
9306,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
9307,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
9308,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
9309,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
9310,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
9311,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
9312,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
9313,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
9314,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
9315,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
9316,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
9317,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
9318,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
9319,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
9320,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
9321,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9322,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9323,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
9324,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9325,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9326,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9327,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
9328,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9329,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
9330,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
9331,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Water
9332,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
9333,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
9334,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
9335,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Water
9336,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
9337,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
9338,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9339,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
9340,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9341,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
9342,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
9343,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
9344,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
9345,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Grassland
9346,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
9347,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
9348,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
9349,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
9350,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
9351,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
9352,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
9353,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
9354,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
9355,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Water
9356,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Forest
9357,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
9358,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
9359,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
9360,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
9361,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
9362,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
9363,Forest,Wetland,Wetland,Water,Wetland,Grassland,Forest,Forest
9364,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
9365,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
9366,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
9367,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9368,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
9369,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
9370,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
9371,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
9372,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
9373,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Wetland
9374,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Water
9375,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Forest
9376,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
9377,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
9378,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
9379,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
9380,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
9381,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
9382,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
9383,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
9384,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
9385,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Wetland
9386,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Water
9387,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Forest
9388,Forest,Wetland,Wetland,Water,Wetland,Forest,Grassland,Wetland
9389,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Forest
9390,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9391,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
9392,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9393,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
9394,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
9395,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9396,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9397,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
9398,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9399,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
9400,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
9401,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
9402,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
9403,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
9404,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
9405,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Water
9406,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
9407,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
9408,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
9409,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
9410,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
9411,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
9412,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
9413,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
9414,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9415,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9416,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9417,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9418,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9419,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9420,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
9421,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
9422,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
9423,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
9424,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
9425,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
9426,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
9427,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Water
9428,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
9429,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
9430,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
9431,Forest,Wetland,Water,NULL,Water,Shrubland,Grassland,Wetland
9432,Forest,Wetland,Water,NULL,Water,Shrubland,Wetland,Wetland
9433,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Grassland
9434,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Wetland
9435,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Water
9436,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Forest
9437,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Wetland
9438,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Water
9439,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
9440,Forest,Wetland,Water,NULL,Water,Grassland,Water,Wetland
9441,Forest,Wetland,Water,NULL,Water,Grassland,Water,Water
9442,Forest,Wetland,Water,NULL,Water,Grassland,Water,Forest
9443,Forest,Wetland,Water,NULL,Water,Grassland,Forest,Wetland
9444,Forest,Wetland,Water,NULL,Water,Grassland,Forest,Forest
9445,Forest,Wetland,Water,NULL,Water,Wetland,Shrubland,Wetland
9446,Forest,Wetland,Water,NULL,Water,Wetland,Shrubland,Forest
9447,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Grassland
9448,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Wetland
9449,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Water
9450,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
9451,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
9452,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
9453,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
9454,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
9455,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
9456,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
9457,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Wetland
9458,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Forest
9459,Forest,Wetland,Water,NULL,Water,Water,Shrubland,Forest
9460,Forest,Wetland,Water,NULL,Water,Water,Grassland,Grassland
9461,Forest,Wetland,Water,NULL,Water,Water,Grassland,Wetland
9462,Forest,Wetland,Water,NULL,Water,Water,Grassland,Water
9463,Forest,Wetland,Water,NULL,Water,Water,Grassland,Forest
9464,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
9465,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
9466,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
9467,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
9468,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
9469,Forest,Wetland,Water,NULL,Water,Water,Water,Water
9470,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
9471,Forest,Wetland,Water,NULL,Water,Water,Forest,Wetland
9472,Forest,Wetland,Water,NULL,Water,Water,Forest,Water
9473,Forest,Wetland,Water,NULL,Water,Water,Forest,Forest
9474,Forest,Wetland,Water,NULL,Water,Forest,Shrubland,Forest
9475,Forest,Wetland,Water,NULL,Water,Forest,Grassland,Wetland
9476,Forest,Wetland,Water,NULL,Water,Forest,Grassland,Forest
9477,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Wetland
9478,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
9479,Forest,Wetland,Water,NULL,Water,Forest,Forest,Wetland
9480,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
9481,Forest,Wetland,Water,Non_Water,Water,Grassland,Grassland,Wetland
9482,Forest,Wetland,Water,Non_Water,Water,Grassland,Grassland,Water
9483,Forest,Wetland,Water,Non_Water,Water,Grassland,Grassland,Forest
9484,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Grassland
9485,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Wetland
9486,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Water
9487,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Forest
9488,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Wetland
9489,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Water
9490,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
9491,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Water
9492,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
9493,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
9494,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
9495,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
9496,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
9497,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
9498,Forest,Wetland,Water,Non_Water,Water,Wetland,Forest,Wetland
9499,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Grassland
9500,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
9501,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Water
9502,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Forest
9503,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
9504,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
9505,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
9506,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
9507,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
9508,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
9509,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
9510,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
9511,Forest,Wetland,Water,Non_Water,Water,Forest,Grassland,Wetland
9512,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Wetland
9513,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Water
9514,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Forest
9515,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
9516,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Water
9517,Forest,Wetland,Water,Water,Water,Grassland,Water,Wetland
9518,Forest,Wetland,Water,Water,Water,Grassland,Water,Water
9519,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
9520,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
9521,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Water
9522,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Forest
9523,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
9524,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
9525,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
9526,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
9527,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
9528,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
9529,Forest,Wetland,Water,Water,Water,Wetland,Forest,Wetland
9530,Forest,Wetland,Water,Water,Water,Wetland,Forest,Forest
9531,Forest,Wetland,Water,Water,Water,Water,Grassland,Wetland
9532,Forest,Wetland,Water,Water,Water,Water,Grassland,Water
9533,Forest,Wetland,Water,Water,Water,Water,Grassland,Forest
9534,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
9535,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
9536,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
9537,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
9538,Forest,Wetland,Water,Water,Water,Water,Water,Water
9539,Forest,Wetland,Water,Water,Water,Water,Water,Forest
9540,Forest,Wetland,Water,Water,Water,Water,Forest,Wetland
9541,Forest,Wetland,Water,Water,Water,Water,Forest,Water
9542,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9543,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9544,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9545,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
9546,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9547,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9548,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
9549,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
9550,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
9551,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
9552,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9553,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9554,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9555,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9556,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
9557,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
9558,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9559,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
9560,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9561,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
9562,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
9563,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9564,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
9565,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9566,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9567,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9568,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
9569,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9570,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
9571,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
9572,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9573,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9574,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9575,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
9576,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9577,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
9578,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
9579,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
9580,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9581,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
9582,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
9583,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Water
9584,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9585,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
9586,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
9587,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
9588,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
9589,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Water
9590,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9591,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
9592,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
9593,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9594,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
9595,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
9596,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
9597,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
9598,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Wetland
9599,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
9600,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
9601,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
9602,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9603,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
9604,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9605,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
9606,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9607,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Wetland
9608,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
9609,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
9610,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Water
9611,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9612,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
9613,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
9614,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9615,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9616,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
9617,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9618,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9619,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9620,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
9621,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
9622,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Wetland
9623,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9624,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9625,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
9626,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9627,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9628,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9629,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9630,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
9631,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
9632,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
9633,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
9634,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
9635,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
9636,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
9637,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
9638,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
9639,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
9640,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
9641,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
9642,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
