Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTE_M_R
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Built-up
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Built-up
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
455,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
456,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
457,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
458,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
459,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Built-up
460,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
461,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
462,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
463,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
464,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
465,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
466,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
467,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
468,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
469,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
470,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
471,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
472,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
473,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
474,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
475,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
476,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
477,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
478,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
479,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
480,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
481,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
482,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
483,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
484,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
485,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
486,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
487,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
488,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
489,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
490,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
491,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
492,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
493,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
494,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
495,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
496,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
497,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
498,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
499,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
500,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
501,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
502,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
503,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
504,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
505,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
506,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
507,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
508,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
509,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
510,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
511,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
512,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
513,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
514,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
515,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
516,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
517,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
518,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
519,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
520,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
521,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
522,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
523,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
524,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
525,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
526,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
527,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
528,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
529,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
530,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
531,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
532,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
533,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
534,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
535,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
536,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
537,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
538,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
539,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
540,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
541,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
542,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
543,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
544,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
545,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
546,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
547,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
548,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
549,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
550,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
551,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
552,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
553,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
554,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
555,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
556,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
557,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
558,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
559,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
560,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
561,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
562,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
563,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
564,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
565,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
566,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
567,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
568,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
569,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
570,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
571,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
572,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
573,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
575,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
576,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
577,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
578,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
579,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
580,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
581,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
582,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
583,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
584,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
585,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
586,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
587,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
588,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
589,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
590,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
591,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
592,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
593,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
594,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
595,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
597,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
598,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
599,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
600,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
601,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
602,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
603,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
604,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
605,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
606,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
607,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
608,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
609,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
610,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
611,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
612,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
613,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
614,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
616,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
617,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
619,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
620,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
623,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
625,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
626,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
630,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
631,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
632,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
633,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
636,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
637,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
641,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
642,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
643,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
645,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
646,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
649,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
650,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
651,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
652,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
653,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
654,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
655,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
656,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
657,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
658,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
659,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
660,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
661,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
