Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGP_M_R
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Wetland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
579,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
580,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
581,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
582,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
583,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
584,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
585,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
586,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
587,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
588,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
589,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
590,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
591,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Built-up
592,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
593,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
594,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
595,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
596,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
597,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
598,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
599,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
600,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
601,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
602,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
603,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
604,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
605,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
606,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
607,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
608,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
609,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
610,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
611,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
612,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
613,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
614,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
615,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
616,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
617,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
618,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
619,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
620,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
621,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
622,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
623,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
624,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
625,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
626,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
627,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
628,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
629,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
630,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
631,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
632,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
633,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
634,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
635,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
636,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
637,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
638,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
639,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
640,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
641,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
642,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
643,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
644,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
645,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
646,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
647,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
648,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
649,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
