Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVS_M_R
329,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Cropland
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,NULL
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
342,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
343,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
344,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
345,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
346,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
347,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
348,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
349,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
350,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Cropland
351,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
352,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
353,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,NULL
354,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
355,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Cropland
356,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
357,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
358,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
359,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
360,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
361,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
362,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
363,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
364,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Bareland
365,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
366,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
367,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
368,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
369,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
370,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
371,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,NULL
372,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
373,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
374,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
375,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
376,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
377,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
378,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
379,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
380,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
381,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
382,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Cropland
383,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
384,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Bareland
385,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
386,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
387,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,NULL
388,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
389,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Cropland
390,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
391,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
392,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
393,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Grassland
394,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
395,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
396,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Bareland
397,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
398,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
399,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
400,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
401,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
402,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Bareland
403,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
404,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,NULL
405,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
406,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Wetland
407,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Bareland
408,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Water
409,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
410,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
411,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
412,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
413,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
414,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
415,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
416,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
417,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
418,NULL,NULL,NULL,Water,Non_Wetland,Cropland,Shrubland,Wetland
419,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
420,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
421,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
422,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Bareland
423,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
424,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
425,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,NULL
426,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,NULL
427,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
428,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
429,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Bareland
430,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
431,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Forest
432,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,NULL
433,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
434,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
435,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Forest
436,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,NULL
437,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
438,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Cropland
439,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
440,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
441,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
442,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
443,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
444,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Grassland
445,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Wetland
446,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Water
447,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
448,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
453,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
454,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
455,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
456,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
461,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
462,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
463,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
469,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
470,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
471,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
472,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
476,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
477,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
483,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
487,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
488,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
489,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
490,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
494,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Water
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Built-up
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
658,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
659,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
660,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
661,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
