Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLU_M_R
329,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
330,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Wetland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
