Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDG_M_R
340,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
341,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
342,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
343,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
344,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
345,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
346,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
347,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
348,NULL,Bareland,Water,NULL,Water,NULL,NULL,Bareland
349,NULL,Bareland,Water,NULL,Water,NULL,NULL,Water
350,NULL,Bareland,Water,NULL,Water,NULL,NULL,Forest
351,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
352,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
353,NULL,Bareland,Water,Water,Water,NULL,NULL,Forest
354,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
355,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
356,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
357,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
358,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
359,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
360,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
361,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
362,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
363,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
364,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
365,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
366,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
367,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
368,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
369,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
370,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
371,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
372,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
373,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
374,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
375,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
376,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
377,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
378,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
379,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
380,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
381,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
382,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
383,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
384,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
385,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
386,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
387,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
388,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
389,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
390,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
391,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
392,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
393,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
394,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
395,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
396,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
397,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
398,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
399,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
400,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
401,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
402,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
403,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
404,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
405,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
406,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
407,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
408,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
409,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
410,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
411,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
412,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
413,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
414,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
415,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
416,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
417,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,NULL
418,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
419,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
420,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
421,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
422,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
423,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
424,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,NULL
425,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
426,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
427,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
428,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
429,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
430,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
431,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
432,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Cropland
433,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
434,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
435,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
436,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
437,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
438,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
439,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
440,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
441,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
442,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
443,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
444,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
445,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
446,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
447,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
448,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
449,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
450,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
451,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
452,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
453,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
454,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
455,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
456,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
457,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
458,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
459,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
460,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
461,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
462,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
463,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
464,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
465,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
466,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
467,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
468,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
469,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
470,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
471,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
472,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
473,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
474,NULL,Built-up,Water,Water,Water,NULL,NULL,Bareland
475,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
476,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
477,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
478,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
479,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
480,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
481,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
482,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
483,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
484,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
485,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
486,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
487,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
488,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
489,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
490,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
491,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
492,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
493,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
494,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
495,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
496,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
497,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
498,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
499,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
500,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
501,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
502,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
503,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
504,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
505,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
506,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
507,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
508,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
509,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
510,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
511,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
512,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
513,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
514,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
515,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
516,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
517,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
518,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
519,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
520,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
521,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
522,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
523,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
524,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
525,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
526,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
527,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
528,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
529,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
530,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
531,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
532,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
533,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
534,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
535,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
536,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
537,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
538,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
539,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
540,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
541,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
542,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
543,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
544,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
545,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
546,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
547,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
548,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
549,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
550,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
551,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
552,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
553,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
554,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
555,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
556,NULL,Water,Water,NULL,Water,NULL,NULL,Water
557,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
558,NULL,Water,Water,Non_Water,Water,NULL,NULL,Bareland
559,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
560,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
561,NULL,Water,Water,Water,Water,NULL,NULL,Water
562,NULL,Water,Water,Water,Water,NULL,NULL,Forest
563,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
564,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
565,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
566,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
567,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
568,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
569,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
570,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
571,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
572,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
573,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
574,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
575,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
576,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
577,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
578,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
579,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
580,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
581,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
582,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
583,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
584,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
585,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
586,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
587,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
588,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
589,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
590,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
591,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
592,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
593,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
594,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
595,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
596,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
597,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
598,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
599,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
600,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
601,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
602,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
603,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
604,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
605,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
606,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
607,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
608,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
609,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
610,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
611,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
612,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
613,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
614,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
615,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
616,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
617,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
618,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
619,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
620,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
621,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
622,NULL,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
623,NULL,Forest,Water,NULL,Water,NULL,NULL,Bareland
624,NULL,Forest,Water,NULL,Water,NULL,NULL,Water
625,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
626,NULL,Forest,Water,Water,Water,NULL,NULL,Water
627,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
628,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
629,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
630,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
631,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
632,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
633,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
634,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
635,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
636,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
637,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
638,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
639,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
640,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
641,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
642,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
643,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
644,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
645,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
646,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
647,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
648,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
649,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
650,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
651,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
652,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
653,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
654,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
655,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
656,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
657,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
658,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
659,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
660,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
661,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
662,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
663,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
664,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
665,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
666,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
667,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
668,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
669,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
670,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
671,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
672,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
673,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
674,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
675,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
676,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
677,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
678,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
679,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
680,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
681,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
682,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
683,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
684,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
685,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
686,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
687,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
688,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
689,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
690,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
691,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
