Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWU_M_R
322,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
323,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
324,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
325,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Bareland
326,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
327,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
328,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
329,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
330,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
331,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
332,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
333,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
334,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
335,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
336,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
337,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
338,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
339,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
340,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
341,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
342,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
343,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
344,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Wetland
345,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
346,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
347,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
348,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
349,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
350,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
351,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
352,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
353,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
354,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
355,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
356,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
357,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
358,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
359,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
360,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
361,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
362,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
363,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
364,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
365,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
366,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
367,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
368,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
369,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
370,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
371,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
372,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
373,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
374,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
375,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
376,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
377,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
378,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
379,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
380,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
381,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
382,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
383,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
384,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
385,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
386,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
387,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
388,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
389,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
390,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
391,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
392,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
393,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
394,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
395,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
396,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
397,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
398,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
399,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
400,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
401,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
402,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
403,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
404,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
405,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
406,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
407,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
408,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
409,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
410,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
411,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
412,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
413,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
414,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
415,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
416,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
417,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
418,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
419,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
420,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
421,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
422,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
423,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
424,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
425,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
426,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
427,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
428,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
429,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
430,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
431,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
432,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
433,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
434,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
435,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
436,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
437,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
438,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
439,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
440,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
441,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
442,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
443,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
444,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
446,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
447,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
449,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
450,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
451,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
454,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
455,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
456,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
460,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
461,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
462,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
463,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
464,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
465,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
470,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
472,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
476,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
477,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
481,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
482,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
483,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Bareland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Wetland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
491,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
496,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
499,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
500,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
501,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
502,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
503,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
504,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
505,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
506,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
507,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
508,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
509,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
510,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
511,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
512,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
513,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
514,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
515,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
516,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
517,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
518,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
519,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Water
520,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
521,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
522,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
523,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
524,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
525,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
526,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
527,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
528,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
529,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
530,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
531,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
532,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
533,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
534,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
535,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
536,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
537,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
538,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
539,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
540,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
541,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
542,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
543,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
544,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
545,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
546,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Bareland
547,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
548,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Forest
549,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
550,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
551,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
552,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
553,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
554,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
555,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
556,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
557,NULL,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
558,NULL,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Wetland
559,NULL,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Water
560,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
561,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
562,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
563,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
564,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
565,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
566,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
567,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
568,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
569,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
570,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
571,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
572,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
573,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
574,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
575,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
576,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
577,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
578,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
579,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
580,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
581,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
582,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
583,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
584,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
585,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
586,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
587,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
588,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
589,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
590,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
591,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
592,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
593,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
594,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
595,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
596,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
597,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
598,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
599,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
600,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
601,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
602,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
603,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
604,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
605,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
606,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
607,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
608,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
609,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
610,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
611,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
612,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
613,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
614,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
615,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
616,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
617,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
618,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
619,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
620,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
621,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
622,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
623,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
624,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
625,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
626,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
627,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
628,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
629,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
630,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
631,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
632,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
633,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
634,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
635,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
636,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
637,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
638,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
639,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
640,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
641,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
642,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
643,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
644,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
645,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Water
646,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
647,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
648,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
649,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
650,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
651,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
652,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
653,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
654,NULL,NULL,Wetland,NULL,Wetland,Forest,Water,Wetland
655,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
656,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
657,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
658,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
659,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
660,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
661,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
