Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDU_M_R
334,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
335,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
336,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
337,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
338,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
339,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
340,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
341,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
342,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
343,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
344,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
345,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
346,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
347,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
348,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
349,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
350,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
351,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
352,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
353,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
354,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
355,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
356,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
357,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
358,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
359,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
360,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
361,NULL,NULL,Forest,NULL,Non_Wetland,Water,Built-up,Built-up
362,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
363,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
364,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
365,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
366,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
367,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
368,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
369,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
370,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
371,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
372,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
373,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
374,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
375,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
376,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
377,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
378,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
379,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
380,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
381,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
382,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
383,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
384,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
385,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
386,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
387,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
388,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
389,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
390,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
391,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
392,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
393,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Water
394,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
395,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
396,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
397,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
398,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
399,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
400,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
401,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
402,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
403,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
404,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
405,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
406,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
407,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
408,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
409,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
410,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
411,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
412,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
413,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
414,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
415,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
416,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
417,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
418,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
419,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
420,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
421,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
422,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
423,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
424,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
425,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
426,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
427,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
428,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
429,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
430,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
431,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
432,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
433,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
434,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
435,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
436,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
437,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
438,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
439,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
440,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
441,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
442,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
443,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
444,NULL,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Bareland
445,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
446,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
447,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
448,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
449,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
450,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
451,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
452,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
453,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Forest
454,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
455,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
456,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
457,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
458,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Bareland
459,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
460,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
461,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Water,Grassland
462,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
463,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
464,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
465,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
466,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
467,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
468,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
469,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
470,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
471,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
472,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
473,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
474,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
475,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
476,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
477,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
478,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
479,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
480,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
481,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
482,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
483,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
484,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
485,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
486,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
487,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
488,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
489,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
490,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
491,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
492,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
493,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
494,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
495,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
496,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
497,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
498,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
499,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
500,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
501,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
502,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
503,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
504,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
505,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
506,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
507,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
508,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
509,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
510,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
511,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
512,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
513,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
514,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
515,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
516,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
517,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
518,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
519,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
520,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
521,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
522,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
523,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
524,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
525,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
526,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
527,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
528,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
529,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
530,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
531,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
532,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
533,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
534,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
535,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
536,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
537,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
538,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
539,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
540,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
541,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
542,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
543,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
544,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
545,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
546,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
547,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
548,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
549,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
550,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
551,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
552,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
553,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
554,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
555,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
556,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
557,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
558,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
559,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
560,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
561,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
562,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
563,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
564,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
565,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
566,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
567,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
568,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
569,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
570,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
571,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
572,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
573,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
574,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
575,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
576,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
577,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
578,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
579,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
580,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
581,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
582,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
583,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
584,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
585,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
586,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
587,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
588,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
589,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
590,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
591,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
592,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
593,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
594,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
595,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
596,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
597,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
598,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
599,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
600,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
601,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
602,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
603,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
604,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
605,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
606,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
607,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
608,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
609,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
610,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
611,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
612,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
613,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
614,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
615,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
616,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
617,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
618,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
619,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
620,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
621,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
622,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
623,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
624,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
625,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
626,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
627,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
628,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
629,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
630,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
631,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
632,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
633,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
634,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
635,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
636,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
637,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
638,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
639,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
640,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
641,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
642,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
643,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
644,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
645,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
646,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
647,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
648,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
649,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
650,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
651,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
652,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
653,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
654,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
655,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
656,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
657,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
658,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Water
659,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
660,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
661,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
662,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
