Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQM_M_R
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Cropland
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
338,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
339,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
340,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
341,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
342,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
343,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
344,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
345,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
346,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
347,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
348,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
349,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
350,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
351,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
352,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
353,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
354,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
355,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
356,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
357,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
358,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
359,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Cropland
360,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
361,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
362,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
363,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Grassland
364,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
365,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Bareland
366,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
367,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
368,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
369,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
370,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
371,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,NULL
372,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
373,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Wetland
374,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
375,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
376,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
377,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
378,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
379,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Cropland
380,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Wetland
381,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
382,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
383,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,NULL
384,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
385,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Wetland
386,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Bareland
387,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Water
388,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
389,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Wetland
390,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
391,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
392,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,NULL
393,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
394,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
395,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
396,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
397,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,NULL
398,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
399,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
400,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
401,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
402,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,NULL
403,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
404,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
405,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Bareland
406,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
407,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
408,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
409,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
410,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
411,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
412,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
413,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
419,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
420,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
427,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
428,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
435,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
436,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
443,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
444,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
449,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
455,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
456,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Water
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Water
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,NULL
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
658,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
659,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
660,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
