Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NGB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGB_M_R
1102,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1103,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1104,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1105,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1106,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1107,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1108,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1109,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1110,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1111,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1112,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1113,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1114,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1115,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1116,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1117,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1118,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1119,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1120,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1121,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1122,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1123,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1124,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1125,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1126,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1127,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1128,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1129,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1130,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1131,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1132,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1133,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1134,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1135,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,NULL
1136,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
1137,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1138,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1139,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1140,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
1141,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1142,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1143,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1144,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1145,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1146,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1147,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1148,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1149,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1150,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1151,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1152,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1153,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1154,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1155,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1156,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1157,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1158,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1159,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1160,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1161,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1162,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1163,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1164,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1165,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1166,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1167,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1168,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
1169,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1170,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1171,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1172,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
1173,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1174,Forest,Wetland,Water,NULL,Water,Wetland,NULL,NULL
1175,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1176,Forest,Wetland,Water,NULL,Water,Water,Water,Water
1177,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
1178,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1179,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1180,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1181,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1182,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
1183,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1184,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1185,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1186,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1187,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1188,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
1189,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
1190,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
1191,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
1192,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
1193,Forest,Wetland,Water,Water,Water,Water,Water,Water
1194,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1195,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1196,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1197,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1198,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1199,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1200,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1201,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1202,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1203,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1204,Forest,Bareland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
1205,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1206,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1207,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1208,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1209,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1210,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1211,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1212,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1213,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1214,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1215,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1216,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1217,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1218,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1219,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1220,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1221,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1222,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1223,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1224,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1225,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1226,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1227,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1228,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1229,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Built-up
1230,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1231,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1232,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1233,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
1234,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1235,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1236,Forest,Built-up,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1237,Forest,Built-up,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1238,Forest,Built-up,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
1239,Forest,Built-up,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1240,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1241,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
1242,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1243,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1244,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
1245,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1246,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1247,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1248,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
1249,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
1250,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
1251,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1252,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1253,Forest,Built-up,Wetland,Water,Wetland,NULL,Wetland,Forest
1254,Forest,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Forest
1255,Forest,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
1256,Forest,Built-up,Wetland,Water,Wetland,Water,Water,Forest
1257,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1258,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1259,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1260,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1261,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1262,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1263,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1264,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1265,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1266,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1267,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1268,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1269,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1270,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1271,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1272,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1273,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1274,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1275,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1276,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1277,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1278,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1279,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1280,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1281,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1282,Forest,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1283,Forest,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1284,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1285,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1286,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1287,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1288,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1289,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1290,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1291,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1292,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1293,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1294,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1295,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1296,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1297,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1298,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1299,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1300,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
1301,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1302,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1303,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1304,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1305,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1306,Forest,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1307,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1308,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1309,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1310,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1311,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1312,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1313,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1314,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1315,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1316,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
1317,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1318,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1319,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1320,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1321,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1322,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
1323,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1324,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1325,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1326,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1327,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1328,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1329,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1330,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1331,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1332,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1333,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1334,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
1335,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1336,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1337,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1338,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1339,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1340,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1341,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1342,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1343,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
1344,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1345,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
1346,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
1347,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
1348,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1349,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1350,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1351,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1352,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1353,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1354,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1355,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1356,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1357,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
1358,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1359,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1360,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
1361,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1362,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1363,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1364,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1365,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
1366,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1367,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1368,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1369,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1370,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1371,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1372,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1373,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1374,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1375,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
1376,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1377,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1378,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1379,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1380,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1381,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
1382,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
1383,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1384,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1385,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1386,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1387,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1388,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1389,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1390,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1391,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1392,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
1393,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1394,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1395,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1396,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1397,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1398,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1399,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1400,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1401,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1402,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1403,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1404,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
1405,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1406,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
1407,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1408,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1409,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1410,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1411,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1412,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1413,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
1414,Forest,Water,Wetland,Water,Wetland,Water,NULL,Forest
1415,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1416,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1417,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1418,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1419,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
1420,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1421,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1422,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1423,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1424,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1425,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1426,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
1427,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1428,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1429,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
1430,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
1431,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
1432,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1433,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
1434,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1435,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1436,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1437,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1438,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
1439,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
1440,Forest,Water,Water,NULL,Water,Wetland,NULL,Forest
1441,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1442,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1443,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1444,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1445,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
1446,Forest,Water,Water,NULL,Water,Water,NULL,Water
1447,Forest,Water,Water,NULL,Water,Water,NULL,Forest
1448,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1449,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1450,Forest,Water,Water,NULL,Water,Water,Water,Grassland
1451,Forest,Water,Water,NULL,Water,Water,Water,Wetland
1452,Forest,Water,Water,NULL,Water,Water,Water,Water
1453,Forest,Water,Water,NULL,Water,Water,Water,Forest
1454,Forest,Water,Water,NULL,Water,Water,Forest,Water
1455,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1456,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1457,Forest,Water,Water,NULL,Water,Forest,Water,Water
1458,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1459,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1460,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
